case,candidate_id,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,log_path,agent_id,notes,status,output_dir,evaluate_log,runtime_sec,shard_csv,domain,method_signature
ex245,ex245_r72_normfield_shell_abs,OK,1,4583,39,178737,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/verilog/ex245_r72_normfield_shell_abs.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/aigs/ex245_r72_normfield_shell_abs.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/logs/ex245_r72_normfield_shell_abs.evaluate.py.log,sub-fp8-addhyp-r72,official evaluate.py OK; synth_sec=6.230; eval_sec=0.767; frontend_best=22077; current=17319; reference=11050,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/official_output/ex245_r72_normfield_shell_abs,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/logs/ex245_r72_normfield_shell_abs.evaluate.py.log,0.767,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/evaluation_results.csv,float_fp8,ex245|E5M2FN packed add|normalize-and-add field shell with absolute exp/mant residual|shared sorted E5M2 decode and small-gap active key; residual LUT emits normalized fields|repo_yosys_frontend_default|official_evaluate|normfield_abs_exp_mant
ex245,ex245_r72_normcarry_rel,OK,1,2856,46,131376,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/verilog/ex245_r72_normcarry_rel.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/aigs/ex245_r72_normcarry_rel.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/logs/ex245_r72_normcarry_rel.evaluate.py.log,sub-fp8-addhyp-r72,official evaluate.py OK; synth_sec=4.974; eval_sec=0.755; frontend_best=22077; current=17319; reference=11050,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/official_output/ex245_r72_normcarry_rel,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex245/logs/ex245_r72_normcarry_rel.evaluate.py.log,0.755,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/evaluation_results.csv,float_fp8,"ex245|E5M2FN packed add|normalize-and-add carry sharing with relative exponent residual|shared max exponent carry path; LUT emits signed exponent adjust, subnormal flag, and mantissa residual|repo_yosys_frontend_default|official_evaluate|normcarry_relative_exp"
ex244,ex244_r72_sqscore_output_classifier,OK,1,1538,50,76900,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/verilog/ex244_r72_sqscore_output_classifier.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/aigs/ex244_r72_sqscore_output_classifier.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/logs/ex244_r72_sqscore_output_classifier.evaluate.py.log,sub-fp8-addhyp-r72,official evaluate.py OK; synth_sec=3.991; eval_sec=0.475; frontend_best=9120; current=8928; reference=4272,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/official_output/ex244_r72_sqscore_output_classifier,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/logs/ex244_r72_sqscore_output_classifier.evaluate.py.log,0.475,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/evaluation_results.csv,float_fp8,ex244|E4M3FN packed hypot|direct output-code classifier using rounded square-distance score|shared max shell; score is smax^2 plus gap-scaled smin^2 and table emits final output code|repo_yosys_frontend_default|official_evaluate|sqscore_direct_output_code
ex244,ex244_r72_sqscore_delta_smax,OK,1,1249,61,76189,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/verilog/ex244_r72_sqscore_delta_smax.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/aigs/ex244_r72_sqscore_delta_smax.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/logs/ex244_r72_sqscore_delta_smax.evaluate.py.log,sub-fp8-addhyp-r72,official evaluate.py OK; synth_sec=2.932; eval_sec=0.481; frontend_best=9120; current=8928; reference=4272,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/official_output/ex244_r72_sqscore_delta_smax,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex244/logs/ex244_r72_sqscore_delta_smax.evaluate.py.log,0.481,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/evaluation_results.csv,float_fp8,ex244|E4M3FN packed hypot|squared-norm delta classifier with smax disambiguation|shared max shell; square-distance score plus smax emits exact max-plus delta|repo_yosys_frontend_default|official_evaluate|sqscore_delta_smax
ex249,ex249_r72_sqscore_output_classifier,OK,1,633,45,28485,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/verilog/ex249_r72_sqscore_output_classifier.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/aigs/ex249_r72_sqscore_output_classifier.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/logs/ex249_r72_sqscore_output_classifier.evaluate.py.log,sub-fp8-addhyp-r72,official evaluate.py OK; synth_sec=1.143; eval_sec=0.443; frontend_best=4342; current=3339; reference=2079,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/official_output/ex249_r72_sqscore_output_classifier,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/logs/ex249_r72_sqscore_output_classifier.evaluate.py.log,0.443,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/evaluation_results.csv,float_fp8,ex249|E5M2FN packed hypot|direct output-code classifier using rounded square-distance score|shared raw exponent active-gap shell; score is smax^2 plus gap-scaled smin^2 and table emits final output code|repo_yosys_frontend_default|official_evaluate|sqscore_direct_output_code
ex249,ex249_r72_sqscore_delta_smax,OK,1,378,48,18144,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/verilog/ex249_r72_sqscore_delta_smax.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/aigs/ex249_r72_sqscore_delta_smax.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/logs/ex249_r72_sqscore_delta_smax.evaluate.py.log,sub-fp8-addhyp-r72,official evaluate.py OK; synth_sec=0.879; eval_sec=0.435; frontend_best=4342; current=3339; reference=2079,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/official_output/ex249_r72_sqscore_delta_smax,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-addhyp-r72/ex249/logs/ex249_r72_sqscore_delta_smax.evaluate.py.log,0.435,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-addhyp-r72/evaluation_results.csv,float_fp8,ex249|E5M2FN packed hypot|squared-norm delta classifier with smax disambiguation|shared active-gap shell; square-distance score plus smax emits exact max-plus delta|repo_yosys_frontend_default|official_evaluate|sqscore_delta_smax
ex246,ex246_r72_shared_exp_product_normalizer,OK,1,424,41,17384,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/verilog/ex246_r72_shared_exp_product_normalizer.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/aigs/ex246_r72_shared_exp_product_normalizer.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/logs/ex246_r72_shared_exp_product_normalizer.evaluate.py.log,sub-fp8-muldiv-r72,official evaluate.py OK; synth_sec=0.500; eval_sec=0.552,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/eval/ex246_r72_shared_exp_product_normalizer,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/logs/ex246_r72_shared_exp_product_normalizer.evaluate.py.log,0.552,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-muldiv-r72/evaluation_results.csv,float_fp8,"ex246|E5M2FN packed multiply, high byte times low byte|shared exponent exception shell plus product leading-bit RNE normalizer|shared sign xor, effective exponent sum, significand product, normal/subnormal/saturation predicates|repo_yosys_frontend_default|official_evaluate|full_word"
ex246,ex246_r72_log_product_recode,OK,1,472,25,11800,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/verilog/ex246_r72_log_product_recode.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/aigs/ex246_r72_log_product_recode.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/logs/ex246_r72_log_product_recode.evaluate.py.log,sub-fp8-muldiv-r72,official evaluate.py OK; synth_sec=0.369; eval_sec=0.501,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/eval/ex246_r72_log_product_recode,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex246/logs/ex246_r72_log_product_recode.evaluate.py.log,0.501,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-muldiv-r72/evaluation_results.csv,float_fp8,"ex246|E5M2FN packed multiply, high byte times low byte|logarithmic product-code recoding with normal/subnormal side tables|shared sign xor, operand class decode, normal-normal log base, subnormal correction predicates|repo_yosys_frontend_default|official_evaluate|full_word"
ex247,ex247_r72_qdigit_recurrence,OK,1,479,35,16765,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/verilog/ex247_r72_qdigit_recurrence.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/aigs/ex247_r72_qdigit_recurrence.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/logs/ex247_r72_qdigit_recurrence.evaluate.py.log,sub-fp8-muldiv-r72,official evaluate.py OK; synth_sec=0.393; eval_sec=0.448,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/eval/ex247_r72_qdigit_recurrence,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/logs/ex247_r72_qdigit_recurrence.evaluate.py.log,0.448,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-muldiv-r72/evaluation_results.csv,float_fp8,"ex247|E5M2FN packed division, low byte over high byte|quotient digit recurrence using shared subtract-multiple comparators|shared sign xor, exponent delta, denominator-normalized quotient shift, rounded significand and boundary predicates|repo_yosys_frontend_default|official_evaluate|full_word"
ex247,ex247_r72_denclass_bdd_grouped,OK,1,737,30,22110,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/verilog/ex247_r72_denclass_bdd_grouped.v,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/aigs/ex247_r72_denclass_bdd_grouped.aig,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/logs/ex247_r72_denclass_bdd_grouped.evaluate.py.log,sub-fp8-muldiv-r72,official evaluate.py OK; synth_sec=0.356; eval_sec=0.455,OK,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/eval/ex247_r72_denclass_bdd_grouped,student/work/frontend_source_parallel_round72_20260613_1338/sub-fp8-muldiv-r72/ex247/logs/ex247_r72_denclass_bdd_grouped.evaluate.py.log,0.455,student/frontend_campaigns/campaigns/frontend_source_parallel_round72_20260613_1338/agent_shards/sub-fp8-muldiv-r72/evaluation_results.csv,float_fp8,"ex247|E5M2FN packed division, low byte over high byte|compact denominator-class BDD subfunctions with denominator-first variable order|shared sign xor, exponent delta, numerator/denominator significands, shared BDD roots ordered by denominator class|repo_yosys_frontend_default|official_evaluate|denominator_first_bdd_roots"
