case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex286,ex286_unknown_lane_parity_repair_middle,unknown_lane_parity_repair,middle,student/work/ex286_frontend_lane_parity_repair_smoke_20260609_1858/ex286/verilog/ex286_unknown_lane_parity_repair_middle.v,student/work/ex286_frontend_lane_parity_repair_smoke_20260609_1858/ex286/aigs/ex286_unknown_lane_parity_repair_middle.aig,2040,22,44880,skip_style=middle; skipped_bits=8:5:6:7; lane_masks=0x1111:0x222:0x444:0x888; lane_terms=74:95:67:85; unique_monomials=115; base=ex286_interleave_f00_k4_abc_g_aig; hash=3879b42f7e4f,lane parity degree<=4 repair wrapper over current best
