case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_onehot_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_onehot_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_onehot_group.aig,1,1,1,7493,19,142367,3.567,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=6:5:7:4; inner_bits=0:1:2:3:8:9:10:11:12; classes=8; group_nodes=649:627:630:640:586:623:637:644; total_group_nodes=5036; anf_bits=; popcount_repair_bits=; hash=18f4d5d49e0a",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_case_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_case_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_case_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k4_case_group.aig,1,1,1,7503,20,150060,3.537,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f00; mux_style=case; bdd_share=group; outer_bits=6:5:7:4; inner_bits=0:1:2:3:8:9:10:11:12; classes=8; group_nodes=649:627:630:640:586:623:637:644; total_group_nodes=5036; anf_bits=; popcount_repair_bits=; hash=1646ac0ce0ac",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_onehot_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_onehot_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_onehot_group.aig,1,1,1,7422,19,141018,3.881,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=6:5:7:4:8; inner_bits=0:1:2:3:9:10:11:12; classes=16; group_nodes=399:385:402:400:364:399:400:411:421:401:395:403:364:382:402:392; total_group_nodes=6320; anf_bits=; popcount_repair_bits=; hash=d00aa39ac0f7",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_case_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_case_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_case_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k5_case_group.aig,1,1,1,7464,19,141816,3.851,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f00; mux_style=case; bdd_share=group; outer_bits=6:5:7:4:8; inner_bits=0:1:2:3:9:10:11:12; classes=16; group_nodes=399:385:402:400:364:399:400:411:421:401:395:403:364:382:402:392; total_group_nodes=6320; anf_bits=; popcount_repair_bits=; hash=6340b29f89d5",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_onehot_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_onehot_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_onehot_group.aig,1,1,1,7346,18,132228,4.087,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=6:5:7:4:8:3; inner_bits=0:1:2:9:10:11:12; classes=32; group_nodes=231:227:239:236:214:228:233:242:240:238:230:236:223:220:245:232:239:223:240:238:217:235:237:240:250:230:238:239:217:229:229:227; total_group_nodes=7442; anf_bits=; popcount_repair_bits=; hash=8006d943b304",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_case_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_case_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_case_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f00_k6_case_group.aig,1,1,1,7417,18,133506,3.996,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f00; mux_style=case; bdd_share=group; outer_bits=6:5:7:4:8:3; inner_bits=0:1:2:9:10:11:12; classes=32; group_nodes=231:227:239:236:214:228:233:242:240:238:230:236:223:220:245:232:239:223:240:238:217:235:237:240:250:230:238:239:217:229:229:227; total_group_nodes=7442; anf_bits=; popcount_repair_bits=; hash=f9ae668f7f30",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_onehot_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_onehot_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_onehot_group.aig,1,1,1,7517,20,150340,3.533,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=6:5:7:4; inner_bits=0:1:2:3:8:9:10:11:12; classes=8; group_nodes=649:627:640:586:630:637:623:644; total_group_nodes=5036; anf_bits=; popcount_repair_bits=; hash=a3646d8b6959",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_case_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_case_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_case_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k4_case_group.aig,1,1,1,7529,20,150580,3.582,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f10; mux_style=case; bdd_share=group; outer_bits=6:5:7:4; inner_bits=0:1:2:3:8:9:10:11:12; classes=8; group_nodes=649:627:640:586:630:637:623:644; total_group_nodes=5036; anf_bits=; popcount_repair_bits=; hash=1d725b48d013",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_onehot_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_onehot_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_onehot_group.aig,1,1,1,7462,19,141778,3.877,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=6:5:7:4:8; inner_bits=0:1:2:3:9:10:11:12; classes=16; group_nodes=399:385:400:364:402:400:399:411:421:401:403:364:395:402:382:392; total_group_nodes=6320; anf_bits=; popcount_repair_bits=; hash=2e228dffbe57",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_case_group,unknown_symmetry_cofactor_classonehot,bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_case_group,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/verilog/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_case_group.v,student/work/ex286_frontend_symcof_center_order_20260609_1156/ex286/aigs/ex286_unknown_symcof_bits_6_5_7_4_8_3_9_2_10_1_11_0_12_f10_k5_case_group.aig,1,1,1,7482,19,142158,3.817,"pairs=4:5,6:7; order=bits_6_5_7_4_8_3_9_2_10_1_11_0_12; policy=f10; mux_style=case; bdd_share=group; outer_bits=6:5:7:4:8; inner_bits=0:1:2:3:9:10:11:12; classes=16; group_nodes=399:385:400:364:402:400:399:411:421:401:403:364:395:402:382:392; total_group_nodes=6320; anf_bits=; popcount_repair_bits=; hash=f10ecb681df8",unknown symmetry cofactor class-onehot Verilog seed
