agent_id,domain,case,candidate,method_signature,old_area,old_delay,old_adp,new_area,new_delay,new_adp,improvement_adp,verilog_path,aig_path,log_path,source_csv,notes,candidate_id,previous_frontend_adp,area,delay,evaluate_log,status,hypothesis,representation,sharing_strategy,synth_flow,equivalent,adp,reference_adp,current_frontend_adp,registry_frontend_adp,beats_frontend,beats_registry_frontend,beats_reference,simulation_pass,run_id,family,frontend_target_adp,delta_vs_frontend_target_adp,improved_vs_frontend_target,official_output_dir,yosys_log_path,evaluate_log_path,elapsed_synth_sec,elapsed_eval_sec,variant,catalog_frontend_adp,beats_catalog_frontend,beats_current_frontend,current_overall_adp,beats_overall
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_d14,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors|yosys_abc_g_aig_d14|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_d14.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_d14.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d14.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,combines the lower-area k4 source with full-word vector mask output grouping,ex287_deep_k4_vector_mask_d14,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d14.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_plain,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_plain.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_plain.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_plain.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,same lower-area k4 vector-mask source without a delay target,ex287_deep_k4_vector_mask_plain,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_plain.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_d13,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors|yosys_abc_g_aig_d13|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_d13.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_d13.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d13.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,same lower-area k4 vector-mask source with tighter delay target,ex287_deep_k4_vector_mask_d13,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d13.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_d15,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors|yosys_abc_g_aig_d15|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_d15.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_d15.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d15.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,same lower-area k4 vector-mask source with delay target 15,ex287_deep_k4_vector_mask_d15,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d15.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_d16,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors|yosys_abc_g_aig_d16|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_d16.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_d16.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d16.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,same lower-area k4 vector-mask source with delay target 16,ex287_deep_k4_vector_mask_d16,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_d16.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_twostage_d14,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_two_stage_or|class vector masks over lower-area k4 group BDD cofactors|yosys_abc_g_aig_d14|abc_xf_official_evaluate|two_stage_full_word_vector_or,,,27390,1702,16,27232,158,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_twostage_d14.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_twostage_d14.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_twostage_d14.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,lower-area k4 vector-mask source with balanced two-stage vector OR grouping,ex287_deep_k4_vector_mask_twostage_d14,27390,1702,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_twostage_d14.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_noshare_aig,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors without explicit Yosys share prepass|yosys_abc_g_aig_noshare|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_noshare_aig.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_noshare_aig.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_noshare_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,tests whether omitting the explicit frontend share pass trades area for lower delay,ex287_deep_k4_vector_mask_noshare_aig,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_noshare_aig.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_noshare_d15,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_mask_flat_or|class vector masks over lower-area k4 group BDD cofactors without explicit Yosys share prepass|yosys_abc_g_aig_d15_noshare|abc_xf_official_evaluate|full_word_vector_mask_or,,,27390,1700,16,27200,190,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_mask_noshare_d15.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_mask_noshare_d15.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_noshare_d15.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,tests no-share vector-mask source with delay target 15,ex287_deep_k4_vector_mask_noshare_d15,27390,1700,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_mask_noshare_d15.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_plain,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_case_mux|lower-area k4 group BDD cofactors selected by one full-word case mux|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_case_mux,,,27390,1680,16,26880,510,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_case_plain.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_case_plain.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_plain.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,rewrites k4 per-bit onehot mux into a 16-way full-word case mux; no prior k4 case row was found,ex287_deep_k4_vector_case_plain,27390,1680,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_plain.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_d14,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_case_mux|lower-area k4 group BDD cofactors selected by one full-word case mux|yosys_abc_g_aig_d14|abc_xf_official_evaluate|full_word_case_mux,,,27390,1680,16,26880,510,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_case_d14.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_case_d14.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_d14.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,rewrites k4 per-bit onehot mux into a 16-way full-word case mux with delay-targeted frontend synthesis,ex287_deep_k4_vector_case_d14,27390,1680,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_d14.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_attr_plain,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_case_mux_parallel_full|lower-area k4 group BDD cofactors selected by attributed full-word case mux|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_case_mux,,,27390,1680,16,26880,510,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_case_attr_plain.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_case_attr_plain.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_attr_plain.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,adds parallel_case/full_case attributes to the k4 full-word case source,ex287_deep_k4_vector_case_attr_plain,27390,1680,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_attr_plain.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_attr_d14,ex287|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_k4_vector_case_mux_parallel_full|lower-area k4 group BDD cofactors selected by attributed full-word case mux|yosys_abc_g_aig_d14|abc_xf_official_evaluate|full_word_case_mux,,,27390,1680,16,26880,510,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/verilog/ex287_deep_k4_vector_case_attr_d14.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/aigs/ex287_deep_k4_vector_case_attr_d14.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_attr_d14.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/best_improvements.csv,adds parallel_case/full_case attributes to the k4 full-word case source with delay target,ex287_deep_k4_vector_case_attr_d14,27390,1680,16,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-ex287-agent/ex287/logs/ex287_deep_k4_vector_case_attr_d14.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp16-agent,fp16,ex224,ex224_wrapper_hi3_keep_synth_preset_aig,ex224|fp16_log2|output-grouping_wrapper_around_current_catalog_source|kept_high/low_output_groups_over_existing_shared_decode|synth_preset_aig|abc_xf_official_evaluate|wrapper_split_hi3,,,96224,5848,16,93568,2656,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/verilog/ex224_wrapper_hi3_keep.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/aigs/ex224_wrapper_hi3_keep_synth_preset_aig.aig,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/official_eval/ex224_wrapper_hi3_keep_synth_preset_aig/ex224_wrapper_hi3_keep_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/best_improvements.csv,official evaluate.py OK,ex224_wrapper_hi3_keep_synth_preset_aig,,5848,16,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/official_eval/ex224_wrapper_hi3_keep_synth_preset_aig/ex224_wrapper_hi3_keep_synth_preset_aig.evaluate.py.log,OK,fp16_log2,output-grouping wrapper around current catalog source,kept high/low output groups over existing shared decode,synth_preset_aig,1,93568,64708,96224,96224,1,1,0,not_run,,,,,,,,,,,,,,,,
fp16-agent,fp16,ex224,ex224_wrapper_hi4_keep_synth_preset_aig,ex224|fp16_log2|output-grouping_wrapper_around_current_catalog_source|kept_high/low_output_groups_over_existing_shared_decode|synth_preset_aig|abc_xf_official_evaluate|wrapper_split_hi4,,,96224,5848,16,93568,2656,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/verilog/ex224_wrapper_hi4_keep.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/aigs/ex224_wrapper_hi4_keep_synth_preset_aig.aig,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/official_eval/ex224_wrapper_hi4_keep_synth_preset_aig/ex224_wrapper_hi4_keep_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/best_improvements.csv,official evaluate.py OK,ex224_wrapper_hi4_keep_synth_preset_aig,,5848,16,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-agent/ex224/official_eval/ex224_wrapper_hi4_keep_synth_preset_aig/ex224_wrapper_hi4_keep_synth_preset_aig.evaluate.py.log,OK,fp16_log2,output-grouping wrapper around current catalog source,kept high/low output groups over existing shared decode,synth_preset_aig,1,93568,64708,96224,96224,1,1,0,not_run,,,,,,,,,,,,,,,,
unknown-cell-agent,unknown,ex285,ex285_uc_boundary_alt_0_2_9_11,"frontend_hybrid:base=decision_tree_current;donor=route_decode_helper_boundary;donor_bits=0,2,9,11;synth=abc_g_aig",,,13175,800,16,12800,375,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/verilog/ex285_uc_boundary_alt_0_2_9_11.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/aigs/ex285_uc_boundary_alt_0_2_9_11.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_boundary_alt_0_2_9_11.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/best_improvements.csv,,ex285_uc_boundary_alt_0_2_9_11,,800,16,,OK,,,,,1,12800,,,,,,,,ex223_ex299_frontend_parallel_deep_20260614_0943,split_decision_graph_route_boundary_hybrid,13175,-375,yes,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/official_outputs/ex285_uc_boundary_alt_0_2_9_11,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_boundary_alt_0_2_9_11.yosys.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_boundary_alt_0_2_9_11.evaluate.py.log,16.32,0.20,,,,,,
unknown-cell-agent,unknown,ex299,ex299_uc_celllocal_quad_6_7_8_9,"frontend_hybrid:base=static_celllocal_pair89;donor=sel2_celllocal_cluster_static;donor_bits=6,7,8,9;synth=abc_g_aig",,,1777032,98570,18,1774260,2772,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/verilog/ex299_uc_celllocal_quad_6_7_8_9.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/aigs/ex299_uc_celllocal_quad_6_7_8_9.aig,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_celllocal_quad_6_7_8_9.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/best_improvements.csv,,ex299_uc_celllocal_quad_6_7_8_9,,98570,18,,OK,,,,,1,1774260,,,,,,,,ex223_ex299_frontend_parallel_deep_20260614_0943,shared_state_celllocal_descriptor_hybrid,1777032,-2772,yes,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/official_outputs/ex299_uc_celllocal_quad_6_7_8_9,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_celllocal_quad_6_7_8_9.yosys.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex299/logs/ex299_uc_celllocal_quad_6_7_8_9.evaluate.py.log,348.57,5.03,,,,,,
