agent_id,domain,case,candidate,method_signature,sim_status,log_path,source_csv,notes,candidate_id,status,aig_path,run_id,simulator,vector_count,simulation_status,simulation_log
float-fp8-agent,float_fp8,ex246,ex246_deep_sigprodcode_seed12,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex246_deep_sigprodcode_seed12,not_run,,,,,,
float-fp8-agent,float_fp8,ex246,ex246_deep_product_qclass_smallpat,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex246_deep_product_qclass_smallpat,not_run,,,,,,
float-fp8-agent,float_fp8,ex247,ex247_deep_bound_smallpat_flat,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex247_deep_bound_smallpat_flat,not_run,,,,,,
float-fp8-agent,float_fp8,ex247,ex247_deep_qclass_smallpat_nested,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex247_deep_qclass_smallpat_nested,not_run,,,,,,
float-fp8-agent,float_fp8,ex248,ex248_deep_periodic_formula_norm,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex248_deep_periodic_formula_norm,not_run,,,,,,
float-fp8-agent,float_fp8,ex248,ex248_deep_modsig_nested_delta,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex248_deep_modsig_nested_delta,not_run,,,,,,
float-fp8-agent,float_fp8,ex249,ex249_deep_threshold_case_delta,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex249_deep_threshold_case_delta,not_run,,,,,,
float-fp8-agent,float_fp8,ex249,ex249_deep_truth_bdd_fieldorder,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/simulation_results.csv,official evaluate.py used for acceptance; iverilog skipped for deterministic generated RTL,ex249_deep_truth_bdd_fieldorder,not_run,,,,,,
unknown-state-agent,unknown,ex292,ex292_deep_quad_mirror_residue_bdd,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_quad_mirror_residue_bdd.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex292_deep_quad_mirror_residue_bdd,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,16384,,
unknown-state-agent,unknown,ex292,ex292_deep_mod4_adjacent_descriptor_mux,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_mod4_adjacent_descriptor_mux.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex292_deep_mod4_adjacent_descriptor_mux,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,16384,,
unknown-state-agent,unknown,ex292,ex292_deep_quad_mirror_residue_bdd_d20,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_quad_mirror_residue_bdd_d20.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex292_deep_quad_mirror_residue_bdd_d20,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,16384,,
unknown-state-agent,unknown,ex294,ex294_deep_blockpair_grouped_bdd,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/logs/ex294_deep_blockpair_grouped_bdd.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex294_deep_blockpair_grouped_bdd,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,65536,,
unknown-state-agent,unknown,ex294,ex294_deep_octant_odd_plane_descriptor,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/logs/ex294_deep_octant_odd_plane_descriptor.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex294_deep_octant_odd_plane_descriptor,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,65536,,
unknown-state-agent,unknown,ex296,ex296_deep_high_rotate_source_bitmix,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/logs/ex296_deep_high_rotate_source_bitmix.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex296_deep_high_rotate_source_bitmix,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,8192,,
unknown-state-agent,unknown,ex296,ex296_deep_selected_high_bdd_overlay,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/logs/ex296_deep_selected_high_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex296_deep_selected_high_bdd_overlay,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,8192,,
unknown-state-agent,unknown,ex298,ex298_deep_rot_plain_source_bitmix,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/logs/ex298_deep_rot_plain_source_bitmix.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex298_deep_rot_plain_source_bitmix,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,32768,,
unknown-state-agent,unknown,ex298,ex298_deep_selected_high_bdd_overlay,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/logs/ex298_deep_selected_high_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/simulation_results.csv,BDD candidates are exhaustively checked by renderer; source-mix candidates rely on exact prior sources and final evaluate.py.,ex298_deep_selected_high_bdd_overlay,passed,,ex223_ex299_frontend_parallel_deep_20260614_0943,python_model_plus_official_evaluate,32768,,
fp16-agent,fp16,ex223,ex223_catalog_source_recheck_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_catalog_source_recheck_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_catalog_source_d18_synth_preset_aig_d18,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_catalog_source_d18_synth_preset_aig_d18,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_catalog_source_noabc_synth_preset_noabc_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_catalog_source_noabc_synth_preset_noabc_aig,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_wrapper_hi3_keep_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_wrapper_hi3_keep_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_wrapper_hi4_keep_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_wrapper_hi4_keep_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_catalog_source_recheck_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_catalog_source_recheck_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_catalog_source_d18_synth_preset_aig_d18,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_catalog_source_d18_synth_preset_aig_d18,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_catalog_source_noabc_synth_preset_noabc_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_catalog_source_noabc_synth_preset_noabc_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_wrapper_hi3_keep_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_wrapper_hi3_keep_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_wrapper_hi4_keep_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_wrapper_hi4_keep_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_catalog_source_recheck_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_catalog_source_recheck_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_catalog_source_d18_synth_preset_aig_d18,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_catalog_source_d18_synth_preset_aig_d18,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_catalog_source_noabc_synth_preset_noabc_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_catalog_source_noabc_synth_preset_noabc_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_wrapper_hi3_keep_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_wrapper_hi3_keep_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_wrapper_hi4_keep_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_wrapper_hi4_keep_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_nested_low14_hi4_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_nested_low14_hi4_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_nested_low14_hi6_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_nested_low14_hi6_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex223,ex223_nested_low15_hi5_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex223_nested_low15_hi5_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_nested_low12_hi5_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_nested_low12_hi5_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_nested_low13_hi5_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_nested_low13_hi5_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex224,ex224_nested_low13_hi6_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex224_nested_low13_hi6_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_nested_low12_hi5_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_nested_low12_hi5_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_nested_low13_hi5_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_nested_low13_hi5_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_nested_low14_hi5_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_nested_low14_hi5_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_sparse_low14_hi4_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_sparse_low14_hi4_synth_preset_aig,,,,,,not_run,
fp16-agent,fp16,ex225,ex225_sparse_low14_hi6_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex225_sparse_low14_hi6_synth_preset_aig,,,,,,not_run,
unknown-hard-r2-agent,,ex286/ex287,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/simulation_results.csv,official evaluate.py used for final truth/equivalence,,not_run,,,,,,
integer-agent,integer,ex260,ex260_smul_bcase_shiftadd_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bcase_shiftadd_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_bcase_shiftadd_synth_preset_d10,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bcase_shiftadd_synth_preset_d10,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_abs_sign_wallace_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_abs_sign_wallace_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_bw4_center_rhcla2_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bw4_center_rhcla2_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_bw4_center_rhcla1_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bw4_center_rhcla1_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_bw4_center_rhcla3_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bw4_center_rhcla3_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_bw4_outside_rhcla2_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bw4_outside_rhcla2_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex260,ex260_smul_bw4_reverse_rhcla2_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex260_smul_bw4_reverse_rhcla2_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex266,ex266_udiv_bhi2_a4_case_wordmux_synth_preset_d10,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex266_udiv_bhi2_a4_case_wordmux_synth_preset_d10,,,,,,not_run,
integer-agent,integer,ex266,ex266_udiv_bhi2_a4_case_wordmux_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex266_udiv_bhi2_a4_case_wordmux_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex266,ex266_udiv_divisor_case_const_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex266_udiv_divisor_case_const_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex270,ex270_wallace_square_outside_csel5_abc_g_aig_d12,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex270_wallace_square_outside_csel5_abc_g_aig_d12,,,,,,not_run,
integer-agent,integer,ex270,ex270_wallace_square_outside_csel5_synth_preset,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex270_wallace_square_outside_csel5_synth_preset,,,,,,not_run,
integer-agent,integer,ex270,ex270_hybrid_bddtop1_synth_preset,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex270_hybrid_bddtop1_synth_preset,,,,,,not_run,
integer-agent,integer,ex270,ex270_square_highgap_fullrow_csa_csel4_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex270_square_highgap_fullrow_csa_csel4_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex273,ex273_hybrid_cmptop4_trunc_synth_preset,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex273_hybrid_cmptop4_trunc_synth_preset,,,,,,not_run,
integer-agent,integer,ex273,ex273_hybrid_cmptop4_trunc_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex273_hybrid_cmptop4_trunc_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex273,ex273_wallace_square_outside_csel8_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex273_wallace_square_outside_csel8_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex273,ex273_square_highgap_pairadder_tree_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex273_square_highgap_pairadder_tree_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex274,ex274_hybrid_cmptop2_trunc_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex274_hybrid_cmptop2_trunc_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex274,ex274_hybrid_cmptop2_trunc_synth_preset,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex274_hybrid_cmptop2_trunc_synth_preset,,,,,,not_run,
integer-agent,integer,ex274,ex274_wallace_square_outside_csel6_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex274_wallace_square_outside_csel6_abc_g_aig,,,,,,not_run,
integer-agent,integer,ex274,ex274_square_highgap_fullrow_csa_csel8_abc_g_aig,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/simulation_results.csv,official evaluate.py used for final equivalence/QoR,ex274_square_highgap_fullrow_csa_csel8_abc_g_aig,,,,,,not_run,
