case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex225,ex225_fp16_log10_manual14_bitvec12_9_packedrun_t128,fp16_log10,manual14_bitvec12_9_packedrun_t128,student/work/ex225_frontend_fp16_packedrun_correction_20260607_1358/ex225/verilog/ex225_fp16_log10_manual14_bitvec12_9_packedrun_t128.v,student/work/ex225_frontend_fp16_packedrun_correction_20260607_1358/ex225/aigs/ex225_fp16_log10_manual14_bitvec12_9_packedrun_t128.aig,1,1,12360,25,309000,116676,2.648360,0,0,structural_exact,"exact high/low mantissa correction; packed_run keep_bits=15,13,11,10,8,7,6,5,4,3,2,1,0; threshold=128; const_groups=34; tree_groups=4; table_groups=26; tree_items=356; table_items=26624; manual_bit14=threshold_expr; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0"
