case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex235,ex235_semantic_shell_abc_g_aig,fp16_reciprocal_sqrt,semantic_shell_abc_g_aig,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/verilog/ex235_semantic_shell.v,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/aigs/ex235_semantic_shell_abc_g_aig.aig,1,1,1687,14,23618,20800,1.135481,1,0,semantic_special_shell,reciprocal_sqrt shell: base only positive normal; signed zero->signed inf; +inf->+0; NaN/negative normal->canonical NaN
ex235,ex235_semantic_shell_abc_g_aig,fp16_reciprocal_sqrt,semantic_shell_abc_g_aig,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/verilog/ex235_semantic_shell.v,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/aigs/ex235_semantic_shell_abc_g_aig.aig,1,1,1687,14,23618,20800,1.135481,1,0,semantic_special_shell,reciprocal_sqrt shell: base only positive normal; signed zero->signed inf; +inf->+0; NaN/negative normal->canonical NaN
ex235,ex235_semantic_shell_abc_g_aig,fp16_reciprocal_sqrt,semantic_shell_abc_g_aig,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/verilog/ex235_semantic_shell.v,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/aigs/ex235_semantic_shell_abc_g_aig.aig,1,1,1687,14,23618,20800,1.135481,1,0,semantic_special_shell,reciprocal_sqrt shell: base only positive normal; signed zero->signed inf; +inf->+0; NaN/negative normal->canonical NaN
ex235,ex235_semantic_shell_abc_g_aig,fp16_reciprocal_sqrt,semantic_shell_abc_g_aig,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/verilog/ex235_semantic_shell.v,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/aigs/ex235_semantic_shell_abc_g_aig.aig,1,1,1687,14,23618,20800,1.135481,1,0,semantic_special_shell,reciprocal_sqrt shell: base only positive normal; signed zero->signed inf; +inf->+0; NaN/negative normal->canonical NaN
ex235,ex235_semantic_shell_abc_g_aig,fp16_reciprocal_sqrt,semantic_shell_abc_g_aig,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/verilog/ex235_semantic_shell.v,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005/ex235/aigs/ex235_semantic_shell_abc_g_aig.aig,1,1,1687,14,23618,20800,1.135481,1,0,semantic_special_shell,reciprocal_sqrt shell: base only positive normal; signed zero->signed inf; +inf->+0; NaN/negative normal->canonical NaN
