case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_prefix3_delta_abc_g_aig,unsigned_floor_isqrt,prefix3_delta+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix3_delta_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.362,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_delta; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_delta_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_delta+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix3_delta_wreduce_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.393,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_delta; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_delta_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_delta+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix3_delta_arith_wreduce_aig.aig,1,1,1,127,16,2032,632,3.215190,0,0,0.350,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_delta; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_delta_synth_preset,unsigned_floor_isqrt,prefix3_delta+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix3_delta_synth_preset.aig,1,1,1,122,16,1952,632,3.088608,0,0,0.415,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_delta; flow=synth_preset
ex276,ex276_isqrt_prefix3_delta_synth_preset_d8,unsigned_floor_isqrt,prefix3_delta+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix3_delta_synth_preset_d8.aig,1,1,1,122,16,1952,632,3.088608,0,0,0.413,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_delta; flow=synth_preset_d8
ex276,ex276_isqrt_prefix3_delta_synth_preset_d10,unsigned_floor_isqrt,prefix3_delta+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix3_delta_synth_preset_d10.aig,1,1,1,122,16,1952,632,3.088608,0,0,0.420,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_delta; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_delta_abc_g_aig,unsigned_floor_isqrt,prefix4_delta+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_delta_abc_g_aig.aig,1,1,1,116,11,1276,632,2.018987,0,0,0.329,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_delta; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_delta_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_delta+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_delta_wreduce_abc_g_aig.aig,1,1,1,117,11,1287,632,2.036392,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_delta; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_delta_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_delta+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_delta_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.321,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_delta; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_delta_synth_preset,unsigned_floor_isqrt,prefix4_delta+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_delta_synth_preset.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.393,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_delta; flow=synth_preset
ex276,ex276_isqrt_prefix4_delta_synth_preset_d8,unsigned_floor_isqrt,prefix4_delta+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_delta_synth_preset_d8.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.374,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_delta; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_delta_synth_preset_d10,unsigned_floor_isqrt,prefix4_delta+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_delta_synth_preset_d10.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.370,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_delta; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_delta_abc_g_aig,unsigned_floor_isqrt,prefix5_delta+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_delta_abc_g_aig.aig,1,1,1,126,9,1134,632,1.794304,0,0,0.317,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_delta; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_delta_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_delta+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_delta_wreduce_abc_g_aig.aig,1,1,1,122,10,1220,632,1.930380,0,0,0.352,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_delta; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_delta_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_delta+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_delta_arith_wreduce_aig.aig,1,1,1,121,10,1210,632,1.914557,0,0,0.326,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_delta; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_delta_synth_preset,unsigned_floor_isqrt,prefix5_delta+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_delta_synth_preset.aig,1,1,1,117,9,1053,632,1.666139,0,0,0.388,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_delta; flow=synth_preset
ex276,ex276_isqrt_prefix5_delta_synth_preset_d8,unsigned_floor_isqrt,prefix5_delta+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_delta_synth_preset_d8.aig,1,1,1,117,9,1053,632,1.666139,0,0,0.353,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_delta; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_delta_synth_preset_d10,unsigned_floor_isqrt,prefix5_delta+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_delta_synth_preset_d10.aig,1,1,1,117,9,1053,632,1.666139,0,0,0.355,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_delta; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.275,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.274,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.345,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.348,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.283,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,133,10,1330,632,2.104430,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,132,9,1188,632,1.879747,0,0,0.269,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset
ex276,ex276_isqrt_prefix5_range_synth_preset_d8,unsigned_floor_isqrt,prefix5_range+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset_d8.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset_d8
ex276,ex276_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_prefix5_range.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_prefix5_range_synth_preset_d10.aig,1,1,1,125,10,1250,632,1.977848,0,0,0.343,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix5_range; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.227,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.229,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.236,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.304,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.305,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.303,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex276,ex276_isqrt_cofbdd4_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_cofbdd4_reverse_wreduce_abc_g_aig.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.244,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_cofbdd4_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd4_reverse+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_cofbdd4_reverse_arith_wreduce_aig.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.245,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.362,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.330,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.335,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
ex277,ex277_isqrt_prefix3_delta_abc_g_aig,unsigned_floor_isqrt,prefix3_delta+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix3_delta_abc_g_aig.aig,1,1,1,281,13,3653,1980,1.844949,0,0,0.694,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_delta; flow=abc_g_aig
ex277,ex277_isqrt_prefix3_delta_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_delta+wreduce_abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix3_delta_wreduce_abc_g_aig.aig,1,1,1,281,13,3653,1980,1.844949,0,0,0.702,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_delta; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix3_delta_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_delta+arith_wreduce_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix3_delta_arith_wreduce_aig.aig,1,1,1,329,28,9212,1980,4.652525,0,0,0.630,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_delta; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix3_delta_synth_preset,unsigned_floor_isqrt,prefix3_delta+synth_preset,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix3_delta_synth_preset.aig,1,1,1,316,29,9164,1980,4.628283,0,0,0.669,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_delta; flow=synth_preset
ex277,ex277_isqrt_prefix3_delta_synth_preset_d8,unsigned_floor_isqrt,prefix3_delta+synth_preset_d8,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix3_delta_synth_preset_d8.aig,1,1,1,316,29,9164,1980,4.628283,0,0,0.669,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_delta; flow=synth_preset_d8
ex277,ex277_isqrt_prefix3_delta_synth_preset_d10,unsigned_floor_isqrt,prefix3_delta+synth_preset_d10,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix3_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix3_delta_synth_preset_d10.aig,1,1,1,316,29,9164,1980,4.628283,0,0,0.694,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix3_delta; flow=synth_preset_d10
ex277,ex277_isqrt_prefix4_delta_abc_g_aig,unsigned_floor_isqrt,prefix4_delta+abc_g_aig,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_delta.v,student/work/ex275_ex277_frontend_isqrt_prefix_delta_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_delta_abc_g_aig.aig,1,1,1,275,12,3300,1980,1.666667,0,0,0.621,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_delta; flow=abc_g_aig
