case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex267,ex267_udiv_hybrid_top1_deep_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top1_deep+abc_g_aig,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top1_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top1_deep_abc_g_aig.aig,1,1,1,336,13,4368,2651,1.647680,0,0,0.410,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top1_deep; flow=abc_g_aig
ex267,ex267_udiv_hybrid_top1_deep_wreduce_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top1_deep+wreduce_abc_g_aig,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top1_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top1_deep_wreduce_abc_g_aig.aig,1,1,1,336,13,4368,2651,1.647680,0,0,0.426,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top1_deep; flow=wreduce_abc_g_aig
ex267,ex267_udiv_hybrid_top1_deep_synth_preset,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top1_deep+synth_preset,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top1_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top1_deep_synth_preset.aig,1,1,1,346,12,4152,2651,1.566201,0,0,0.550,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top1_deep; flow=synth_preset
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.415,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig
ex267,ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+wreduce_abc_g_aig,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.454,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=wreduce_abc_g_aig
ex267,ex267_udiv_hybrid_top2_deep_synth_preset,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+synth_preset,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top2_deep_synth_preset.aig,1,1,1,365,12,4380,2651,1.652207,0,0,0.561,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=synth_preset
ex267,ex267_udiv_hybrid_top3_deep_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top3_deep+abc_g_aig,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top3_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top3_deep_abc_g_aig.aig,1,1,1,356,12,4272,2651,1.611467,0,0,0.431,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top3_deep; flow=abc_g_aig
ex267,ex267_udiv_hybrid_top3_deep_wreduce_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top3_deep+wreduce_abc_g_aig,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top3_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top3_deep_wreduce_abc_g_aig.aig,1,1,1,356,12,4272,2651,1.611467,0,0,0.440,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top3_deep; flow=wreduce_abc_g_aig
ex267,ex267_udiv_hybrid_top3_deep_synth_preset,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top3_deep+synth_preset,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/verilog/ex267_udiv_hybrid_top3_deep.v,student/work/ex267_frontend_udiv_hybrid_topbits_20260609_1800/ex267/aigs/ex267_udiv_hybrid_top3_deep_synth_preset.aig,1,1,1,368,12,4416,2651,1.665786,0,0,0.564,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top3_deep; flow=synth_preset
