case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex280,ex280_prefix_parity_reduce_endpoint_rev_abc_g_aig,unknown_key_perbit_endpoint_bdd,abc_g_aig,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex280/verilog/ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex280/aigs/ex280_prefix_parity_reduce_endpoint_rev_abc_g_aig.aig,1,1,1,753,28,21084,2415,8.730435,0,0,0.451,Yosys abc gate set aig,synthflow_exact,Yosys abc gate set aig
ex280,ex280_prefix_parity_reduce_endpoint_rev_synth_preset,unknown_key_perbit_endpoint_bdd,synth_preset,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex280/verilog/ex280_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex280/aigs/ex280_prefix_parity_reduce_endpoint_rev_synth_preset.aig,1,1,1,784,29,22736,2415,9.414493,0,0,0.606,Yosys synth preset with flatten,synthflow_exact,Yosys synth preset with flatten
ex281,ex281_prefix_parity_reduce_endpoint_rev_abc_g_aig,unknown_key_perbit_endpoint_bdd,abc_g_aig,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex281/verilog/ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex281/aigs/ex281_prefix_parity_reduce_endpoint_rev_abc_g_aig.aig,1,1,1,902,31,27962,2336,11.970034,0,0,0.533,Yosys abc gate set aig,synthflow_exact,Yosys abc gate set aig
ex281,ex281_prefix_parity_reduce_endpoint_rev_synth_preset,unknown_key_perbit_endpoint_bdd,synth_preset,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex281/verilog/ex281_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex281/aigs/ex281_prefix_parity_reduce_endpoint_rev_synth_preset.aig,1,1,1,876,34,29784,2336,12.750000,0,0,0.720,Yosys synth preset with flatten,synthflow_exact,Yosys synth preset with flatten
ex282,ex282_prefix_parity_reduce_endpoint_abc_g_aig,unknown_key_perbit_endpoint_bdd,abc_g_aig,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex282/verilog/ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex282/aigs/ex282_prefix_parity_reduce_endpoint_abc_g_aig.aig,1,1,1,1089,34,37026,2704,13.693047,0,0,0.695,Yosys abc gate set aig,synthflow_exact,Yosys abc gate set aig
ex282,ex282_prefix_parity_reduce_endpoint_synth_preset,unknown_key_perbit_endpoint_bdd,synth_preset,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex282/verilog/ex282_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex282/aigs/ex282_prefix_parity_reduce_endpoint_synth_preset.aig,1,1,1,1088,38,41344,2704,15.289941,0,0,0.929,Yosys synth preset with flatten,synthflow_exact,Yosys synth preset with flatten
ex283,ex283_prefix_parity_reduce_endpoint_abc_g_aig,unknown_key_perbit_endpoint_bdd,abc_g_aig,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex283/verilog/ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex283/aigs/ex283_prefix_parity_reduce_endpoint_abc_g_aig.aig,1,1,1,1267,38,48146,3168,15.197601,0,0,1.040,Yosys abc gate set aig,synthflow_exact,Yosys abc gate set aig
ex283,ex283_prefix_parity_reduce_endpoint_synth_preset,unknown_key_perbit_endpoint_bdd,synth_preset,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex283/verilog/ex283_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex283/aigs/ex283_prefix_parity_reduce_endpoint_synth_preset.aig,1,1,1,1207,36,43452,3168,13.715909,0,0,1.249,Yosys synth preset with flatten,synthflow_exact,Yosys synth preset with flatten
ex284,ex284_prefix_parity_reduce_endpoint_rev_abc_g_aig,unknown_key_perbit_endpoint_bdd,abc_g_aig,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex284/verilog/ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex284/aigs/ex284_prefix_parity_reduce_endpoint_rev_abc_g_aig.aig,1,1,1,1341,42,56322,4240,13.283491,0,0,1.836,Yosys abc gate set aig,synthflow_exact,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_endpoint_rev_synth_preset,unknown_key_perbit_endpoint_bdd,synth_preset,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_20260608_1928/ex284/verilog/ex284_unknown_key_perbit_endpoint_bdd_prefix_parity_reduce_endpoint_rev.v,student/work/ex280_ex284_frontend_key_perbit_endpoint_bdd_synthflow_20260608_1929/ex284/aigs/ex284_prefix_parity_reduce_endpoint_rev_synth_preset.aig,1,1,1,1320,44,58080,4240,13.698113,0,0,2.060,Yosys synth preset with flatten,synthflow_exact,Yosys synth preset with flatten
