case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex296,ex296_unknown_split_refine_rotate11_low12,arbitrary_width_split_default,rotate11_low12,student/work/ex296_ex298_frontend_split_refine_20260608_1210/ex296/verilog/ex296_unknown_split_refine_rotate11_low12.v,student/work/ex296_ex298_frontend_split_refine_20260608_1210/ex296/aigs/ex296_unknown_split_refine_rotate11_low12.aig,1,1,15543,18,279774,104025,2.689488,0,0,structural_exact,unknown arbitrary split/default Verilog seed
ex298,ex298_unknown_split_refine_rotate13_low14,arbitrary_width_split_default,rotate13_low14,student/work/ex296_ex298_frontend_split_refine_20260608_1210/ex298/verilog/ex298_unknown_split_refine_rotate13_low14.v,student/work/ex296_ex298_frontend_split_refine_20260608_1210/ex298/aigs/ex298_unknown_split_refine_rotate13_low14.aig,1,1,58114,21,1220394,442296,2.759225,0,0,structural_exact,unknown arbitrary split/default Verilog seed
