case,candidate_id,parent_id,source,tool_chain,aig_path,area,delay,adp,equivalent,runtime_sec,notes
ex280,ex280_seed_best_verilog_abc_src_rws_1,ex280_seed_best_verilog,abc,abc_src_rws,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_src_rws/ex280_ex280_seed_best_verilog_abc_src_rws.aig,820,26,21320,1,0.275,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_delay_try_1,ex280_seed_best_verilog,abc,abc_delay_try,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_delay_try/ex280_ex280_seed_best_verilog_abc_delay_try.aig,821,22,18062,1,0.223,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_resyn2_x2_1,ex280_seed_best_verilog,abc,abc_resyn2_x2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_resyn2_x2/ex280_ex280_seed_best_verilog_abc_resyn2_x2.aig,823,21,17283,1,0.231,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_resyn2rs_x2_1,ex280_seed_best_verilog,abc,abc_resyn2rs_x2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_resyn2rs_x2/ex280_ex280_seed_best_verilog_abc_resyn2rs_x2.aig,823,21,17283,1,0.414,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,ex280_seed_best_verilog,abc,abc_dc2_dch_resyn2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_dc2_dch_resyn2/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2.aig,821,21,17241,1,0.265,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dch_dc2_resyn2rs_1,ex280_seed_best_verilog,abc,abc_dch_dc2_resyn2rs,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_dch_dc2_resyn2rs/ex280_ex280_seed_best_verilog_abc_dch_dc2_resyn2rs.aig,821,22,18062,1,0.357,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_compress2rs_dc2_1,ex280_seed_best_verilog,abc,abc_compress2rs_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_compress2rs_dc2/ex280_ex280_seed_best_verilog_abc_compress2rs_dc2.aig,816,22,17952,1,0.322,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_fraig_dc2_1,ex280_seed_best_verilog,abc,abc_fraig_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_fraig_dc2/ex280_ex280_seed_best_verilog_abc_fraig_dc2.aig,821,22,18062,1,0.210,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_choice_rw_1,ex280_seed_best_verilog,abc,abc_choice_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc_choice_rw/ex280_ex280_seed_best_verilog_abc_choice_rw.aig,823,21,17283,1,0.199,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc9_syn2_dc2_1,ex280_seed_best_verilog,abc9,abc9_syn2_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/abc9_syn2_dc2/ex280_ex280_seed_best_verilog_abc9_syn2_dc2.aig,1204,20,24080,1,0.201,ex280 backend ABC9 search
ex280,ex280_seed_best_verilog_mockturtle_resub_1,ex280_seed_best_verilog,mockturtle,mockturtle_resub,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/ex280_seed_best_verilog/mockturtle/ex280/mockturtle_resub/ex280_mockturtle_resub.aig,820,24,19680,1,0.166,MockTurtle resub AIG flow
ex280,ex280_seed_best_verilog_mockturtle_balance_1,ex280_seed_best_verilog,mockturtle,mockturtle_balance,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/ex280_seed_best_verilog/mockturtle/ex280/mockturtle_balance/ex280_mockturtle_balance.aig,823,21,17283,1,0.138,MockTurtle balance AIG flow
ex280,ex280_seed_best_verilog_mockturtle_resub_balance_1,ex280_seed_best_verilog,mockturtle,mockturtle_resub_balance,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/ex280_seed_best_verilog/mockturtle/ex280/mockturtle_resub_balance/ex280_mockturtle_resub_balance.aig,820,24,19680,1,0.140,MockTurtle resub_balance AIG flow
ex280,ex280_seed_best_verilog_mockturtle_balance_resub_1,ex280_seed_best_verilog,mockturtle,mockturtle_balance_resub,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_1/ex280_seed_best_verilog/mockturtle/ex280/mockturtle_balance_resub/ex280_mockturtle_balance_resub.aig,820,24,19680,1,0.140,MockTurtle balance_resub AIG flow
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_bal_rw_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_bal_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_bal_rw/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_bal_rw.aig,821,21,17241,1,0.192,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn.aig,821,21,17241,1,0.198,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2.aig,821,21,17241,1,0.212,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2a_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn2a,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2a/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2a.aig,821,21,17241,1,0.201,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn3_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn3,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn3/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn3.aig,821,21,17241,1,0.179,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_compress2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_compress2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_compress2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_compress2.aig,821,22,18062,1,0.208,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2rs_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn2rs,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2rs/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2rs.aig,821,21,17241,1,0.305,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_compress2rs_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_compress2rs,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_compress2rs/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_compress2rs.aig,814,23,18722,1,0.302,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2.aig,821,22,18062,1,0.183,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dch,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dch/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch.aig,821,21,17241,1,0.195,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_dch_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dc2_dch,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dc2_dch/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_dch.aig,821,22,18062,1,0.213,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dch_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dch_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_dc2.aig,821,22,18062,1,0.213,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_rw_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dc2_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dc2_rw/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_rw.aig,821,22,18062,1,0.208,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_rw_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dch_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dch_rw/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_rw.aig,821,21,17241,1,0.222,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_src_rw_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_src_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_src_rw/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_src_rw.aig,821,24,19704,1,0.194,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_src_rws_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_src_rws,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_src_rws/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_src_rws.aig,816,27,22032,1,0.252,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_delay_try_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_delay_try,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_delay_try/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_delay_try.aig,821,22,18062,1,0.225,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2_x2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn2_x2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2_x2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2_x2.aig,821,21,17241,1,0.234,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2rs_x2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_resyn2rs_x2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2rs_x2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_resyn2rs_x2.aig,820,21,17220,1,0.414,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_dch_resyn2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dc2_dch_resyn2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dc2_dch_resyn2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dc2_dch_resyn2.aig,821,22,18062,1,0.261,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_dc2_resyn2rs_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_dch_dc2_resyn2rs,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dch_dc2_resyn2rs/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_dch_dc2_resyn2rs.aig,819,22,18018,1,0.354,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_compress2rs_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_compress2rs_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_compress2rs_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_compress2rs_dc2.aig,814,23,18722,1,0.360,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_fraig_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_fraig_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_fraig_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_fraig_dc2.aig,821,22,18062,1,0.211,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc_choice_rw_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc,abc_choice_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_choice_rw/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc_choice_rw.aig,821,21,17241,1,0.203,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_abc9_syn2_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_1,abc9,abc9_syn2_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc9_syn2_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_1_abc9_syn2_dc2.aig,1158,20,23160,1,0.203,ex280 backend ABC9 search
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_mockturtle_resub_2,ex280_seed_best_verilog_abc_dc2_dch_1,mockturtle,mockturtle_resub,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/ex280_seed_best_verilog_abc_dc2_dch_1/mockturtle/ex280/mockturtle_resub/ex280_mockturtle_resub.aig,818,24,19632,1,0.145,MockTurtle resub AIG flow
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_mockturtle_balance_2,ex280_seed_best_verilog_abc_dc2_dch_1,mockturtle,mockturtle_balance,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/ex280_seed_best_verilog_abc_dc2_dch_1/mockturtle/ex280/mockturtle_balance/ex280_mockturtle_balance.aig,821,21,17241,1,0.132,MockTurtle balance AIG flow
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_mockturtle_resub_balance_2,ex280_seed_best_verilog_abc_dc2_dch_1,mockturtle,mockturtle_resub_balance,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/ex280_seed_best_verilog_abc_dc2_dch_1/mockturtle/ex280/mockturtle_resub_balance/ex280_mockturtle_resub_balance.aig,818,24,19632,1,0.142,MockTurtle resub_balance AIG flow
ex280,ex280_seed_best_verilog_abc_dc2_dch_1_mockturtle_balance_resub_2,ex280_seed_best_verilog_abc_dc2_dch_1,mockturtle,mockturtle_balance_resub,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/ex280_seed_best_verilog_abc_dc2_dch_1/mockturtle/ex280/mockturtle_balance_resub/ex280_mockturtle_balance_resub.aig,818,24,19632,1,0.143,MockTurtle balance_resub AIG flow
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_bal_rw_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_bal_rw,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_bal_rw/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_bal_rw.aig,821,21,17241,1,0.192,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_resyn,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn.aig,821,21,17241,1,0.190,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn2_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_resyn2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn2.aig,821,21,17241,1,0.205,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn2a_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_resyn2a,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2a/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn2a.aig,821,21,17241,1,0.195,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn3_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_resyn3,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn3/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn3.aig,821,21,17241,1,0.175,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_compress2_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_compress2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_compress2/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_compress2.aig,821,22,18062,1,0.205,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn2rs_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_resyn2rs,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_resyn2rs/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_resyn2rs.aig,821,21,17241,1,0.312,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_compress2rs_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_compress2rs,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_compress2rs/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_compress2rs.aig,815,23,18745,1,0.302,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dc2.aig,821,22,18062,1,0.180,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dch_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_dch,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dch/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dch.aig,821,21,17241,1,0.196,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dc2_dch_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_dc2_dch,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dc2_dch/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dc2_dch.aig,821,22,18062,1,0.214,ex280 backend ABC search
ex280,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dch_dc2_2,ex280_seed_best_verilog_abc_dc2_dch_resyn2_1,abc,abc_dch_dc2,student/archive/cleanup_20260605/ex280_backend_intermediate/work/ex280_backend_search_post_delay_mock/ex280/round_2/abc_dch_dc2/ex280_ex280_seed_best_verilog_abc_dc2_dch_resyn2_1_abc_dch_dc2.aig,821,22,18062,1,0.213,ex280 backend ABC search
