case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,notes
ex286,ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_abc_g_aig,unknown_symmetry_cofactor_classonehot,abc_g_aig,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex286/aigs/ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_abc_g_aig.aig,1,1,1807,13,23491,Yosys abc gate set aig
ex286,ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_extra_opt_share,unknown_symmetry_cofactor_classonehot,extra_opt_share,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex286/aigs/ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_extra_opt_share.aig,1,1,1811,14,25354,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex286,ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_late_flatten,unknown_symmetry_cofactor_classonehot,late_flatten,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex286/aigs/ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_late_flatten.aig,1,1,1811,14,25354,move flatten after techmap
ex286,ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_synth_preset,unknown_symmetry_cofactor_classonehot,synth_preset,student/work/ex286_frontend_multipair_symcof_20260609_0623/ex286/verilog/ex286_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex286/aigs/ex286_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_synth_preset.aig,1,1,1739,14,24346,Yosys synth preset with flatten
ex287,ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_abc_g_aig,unknown_symmetry_cofactor_classonehot,abc_g_aig,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex287/aigs/ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_abc_g_aig.aig,1,1,2077,14,29078,Yosys abc gate set aig
ex287,ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_extra_opt_share,unknown_symmetry_cofactor_classonehot,extra_opt_share,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex287/aigs/ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_extra_opt_share.aig,1,1,2082,14,29148,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex287,ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_late_flatten,unknown_symmetry_cofactor_classonehot,late_flatten,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex287/aigs/ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_late_flatten.aig,1,1,2082,14,29148,move flatten after techmap
ex287,ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_synth_preset,unknown_symmetry_cofactor_classonehot,synth_preset,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex287/verilog/ex287_unknown_symcof_interleave_f00_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex287/aigs/ex287_unknown_symmetry_cofactor_classonehot_interleave_f00_k6_synth_preset.aig,1,1,2004,15,30060,Yosys synth preset with flatten
ex288,ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_abc_g_aig,unknown_symmetry_cofactor_classonehot,abc_g_aig,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex288/verilog/ex288_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex288/aigs/ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_abc_g_aig.aig,1,1,2281,14,31934,Yosys abc gate set aig
ex288,ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_extra_opt_share,unknown_symmetry_cofactor_classonehot,extra_opt_share,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex288/verilog/ex288_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex288/aigs/ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_extra_opt_share.aig,1,1,2281,16,36496,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex288,ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_late_flatten,unknown_symmetry_cofactor_classonehot,late_flatten,student/work/ex287_ex288_frontend_multipair_symcof_20260609_0624/ex288/verilog/ex288_unknown_symcof_interleave_f10_k6.v,student/work/ex286_ex288_frontend_lowdelay_symcof_synthflow_20260609_1140/ex288/aigs/ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_late_flatten.aig,1,1,2281,16,36496,move flatten after techmap
