agent_id,case,domain,candidate_id,hypothesis,shared_structure,method_signature,verilog_path,aig_path,log_path,evaluate_log,official_status,equivalent,area,delay,adp,reference_adp,beats_reference,notes,shard_csv,current_frontend_adp,beats_current_frontend,runtime_sec,variant,synthesized,frontend_baseline_adp,improves_frontend,synth_runtime_sec,eval_runtime_sec,status,evaluate_status,output_dir
,ex266,,ex266_r74_qthreshold_ladder,,,ex266|udiv_parallel_quotient_thresholds|descending_q*b_threshold_ladder|shared_divisor_multiples_feeding_a_word-level_quotient_priority_ladder|repo_yosys_abc_AND|unsigned_low5_high5_div_dbz_sat|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/aigs/ex266_r74_qthreshold_ladder.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/logs/ex266_r74_qthreshold_ladder.evaluate.py.log,,1,656,41,26896,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,1.09,,,,,,,OK,,
,ex266,,ex266_r74_divisor_case_const,,,ex266|udiv_divisor_constant_actions|divisor-keyed_constant_quotient_arms|one_shared_divisor_case_selects_constant-divisor_arithmetic_arms|repo_yosys_abc_AND|unsigned_low5_high5_div_dbz_sat|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/aigs/ex266_r74_divisor_case_const.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/logs/ex266_r74_divisor_case_const.evaluate.py.log,,1,244,13,3172,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,2.07,,,,,,,OK,,
,ex267,,ex267_r74_qthreshold_ladder,,,ex267|udiv_parallel_quotient_thresholds|descending_q*b_threshold_ladder|shared_divisor_multiples_feeding_a_word-level_quotient_priority_ladder|repo_yosys_abc_AND|unsigned_low6_high6_div_dbz_sat|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/aigs/ex267_r74_qthreshold_ladder.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/logs/ex267_r74_qthreshold_ladder.evaluate.py.log,,1,1983,76,150708,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,2.63,,,,,,,OK,,
,ex267,,ex267_r74_divisor_case_const,,,ex267|udiv_divisor_constant_actions|divisor-keyed_constant_quotient_arms|one_shared_divisor_case_selects_constant-divisor_arithmetic_arms|repo_yosys_abc_AND|unsigned_low6_high6_div_dbz_sat|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/aigs/ex267_r74_divisor_case_const.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/logs/ex267_r74_divisor_case_const.evaluate.py.log,,1,541,17,9197,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,5.16,,,,,,,OK,,
,ex270,,ex270_r74_square_split4_cross,,,"ex270|square_block_decomposition|low4/high4_square_plus_one_cross_product|shared_low_square,_high_square,_and_cross_term|repo_yosys_abc_AND|unsigned_8_square|full_word",,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/aigs/ex270_r74_square_split4_cross.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/logs/ex270_r74_square_split4_cross.evaluate.py.log,,1,188,30,5640,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,0.41,,,,,,,OK,,
,ex270,,ex270_r74_square_low3_case,,,ex270|square_lowbits_constant_decomposition|low3_square_case_plus_high_arithmetic_square/cross|low-bit_constant_square_table_with_shared_high_cross_product|repo_yosys_abc_AND|unsigned_8_square|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/aigs/ex270_r74_square_low3_case.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/logs/ex270_r74_square_low3_case.evaluate.py.log,,1,216,27,5832,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,0.42,,,,,,,OK,,
,ex273,,ex273_r74_square_split7_cross,,,"ex273|square_block_decomposition|low7/high7_square_plus_one_cross_product|shared_low_square,_high_square,_and_cross_term|repo_yosys_abc_AND|unsigned_14_square|full_word",,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/aigs/ex273_r74_square_split7_cross.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/logs/ex273_r74_square_split7_cross.evaluate.py.log,,1,893,62,55366,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,0.90,,,,,,,OK,,
,ex273,,ex273_r74_square_low4_case,,,ex273|square_lowbits_constant_decomposition|low4_square_case_plus_high_arithmetic_square/cross|low-bit_constant_square_table_with_shared_high_cross_product|repo_yosys_abc_AND|unsigned_14_square|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/aigs/ex273_r74_square_low4_case.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/logs/ex273_r74_square_low4_case.evaluate.py.log,,1,957,48,45936,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,1.00,,,,,,,OK,,
,ex274,,ex274_r74_square_split8_cross,,,"ex274|square_block_decomposition|low8/high8_square_plus_one_cross_product|shared_low_square,_high_square,_and_cross_term|repo_yosys_abc_AND|unsigned_16_square|full_word",,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/aigs/ex274_r74_square_split8_cross.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/logs/ex274_r74_square_split8_cross.evaluate.py.log,,1,1157,66,76362,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,3.86,,,,,,,OK,,
,ex274,,ex274_r74_square_low4_case,,,ex274|square_lowbits_constant_decomposition|low4_square_case_plus_high_arithmetic_square/cross|low-bit_constant_square_table_with_shared_high_cross_product|repo_yosys_abc_AND|unsigned_16_square|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/aigs/ex274_r74_square_low4_case.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/logs/ex274_r74_square_low4_case.evaluate.py.log,,1,1267,54,68418,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,3.88,,,,,,,OK,,
,ex276,,ex276_r74_isqrt_priority_threshold,,,ex276|isqrt_word_priority_thresholds|whole-word_descending_square_threshold_priority_ladder|shared_square_thresholds_select_the_complete_sqrt_word|repo_yosys_abc_AND|floor_isqrt_10_to_5|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/aigs/ex276_r74_isqrt_priority_threshold.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/logs/ex276_r74_isqrt_priority_threshold.evaluate.py.log,,1,142,30,4260,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,0.54,,,,,,,OK,,
,ex276,,ex276_r74_isqrt_restoring_loop,,,ex276|isqrt_restoring_digit_loop|combinational_restoring_square-root_loop|shared_remainder_and_trial-subtract_path_across_sqrt_digits|repo_yosys_abc_AND|floor_isqrt_10_to_5|full_word,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/aigs/ex276_r74_isqrt_restoring_loop.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/logs/ex276_r74_isqrt_restoring_loop.evaluate.py.log,,1,95,25,2375,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/evaluation_results.csv,,,0.42,,,,,,,OK,,
sub-unknown-rot2-r74,ex297,unknown,ex297_r74_adjacent_sel23_cluster_mix,,,ex297|cyclic_2bit_adjacent_selector_cluster_overlay|sel23_selected_po_clusters_on_pairsel_source|pairsel_template_plus_sel2_cluster_roots|yosys_internal_abc_g_aig|official_evaluate|adjacent_cell_clusters,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/verilog/ex297_r74_adjacent_sel23_cluster_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/aigs/ex297_r74_adjacent_sel23_cluster_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_adjacent_sel23_cluster_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_adjacent_sel23_cluster_mix.evaluate.py.log,,1,26639,16,426224,,,Material change from r73 sel2-only overlay: base is r73 pairsel current best and cluster gating covers adjacent selector states 2/3.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/evaluation_results.csv,,,1.091,,,,,,,official_ok,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/official_eval/ex297_r74_adjacent_sel23_cluster_mix
sub-unknown-rot2-r74,ex297,unknown,ex297_r74_pairxor_celllocal_mix,,,ex297|cyclic_2bit_pairxor_celllocal_hybrid|selector_pair_xor_po_cell_mix|pairsel_template_and_celllocal_roots|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/verilog/ex297_r74_pairxor_celllocal_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/aigs/ex297_r74_pairxor_celllocal_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_pairxor_celllocal_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_pairxor_celllocal_mix.evaluate.py.log,,1,26609,16,425744,,,Material change from r73 pairsel and cell-local templates: combines both exact sources per PO cell through adjacent selector-pair predicates.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/evaluation_results.csv,,,0.877,,,,,,,official_ok,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/official_eval/ex297_r74_pairxor_celllocal_mix
sub-unknown-rot2-r74,ex299,unknown,ex299_r74_adjacent_sel23_cluster_mix,,,ex299|cyclic_2bit_adjacent_selector_cluster_overlay|sel23_selected_po_clusters_on_sel2_source|sel2_cluster_bdd_plus_celllocal_roots|yosys_internal_abc_g_aig|official_evaluate|adjacent_cell_clusters,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/verilog/ex299_r74_adjacent_sel23_cluster_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/aigs/ex299_r74_adjacent_sel23_cluster_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_adjacent_sel23_cluster_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_adjacent_sel23_cluster_mix.evaluate.py.log,,1,98831,18,1778958,,,Material change from r73 sel2-cluster BDD: expands to adjacent selector states and uses cell-local roots only for selected PO clusters.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/evaluation_results.csv,,,5.466,,,,,,,official_ok,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/official_eval/ex299_r74_adjacent_sel23_cluster_mix
sub-unknown-rot2-r74,ex299,unknown,ex299_r74_pairxor_pairsel_mix,,,ex299|cyclic_2bit_pairxor_pairsel_hybrid|selector_pair_xor_po_cell_mix|sel2_cluster_bdd_and_pairsel_template_roots|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/verilog/ex299_r74_pairxor_pairsel_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/aigs/ex299_r74_pairxor_pairsel_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_pairxor_pairsel_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_pairxor_pairsel_mix.evaluate.py.log,,1,98790,18,1778220,,,Material change from r73 pairsel and sel2 sources: per-cell pair-xor selection between two exact frontend structures.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/evaluation_results.csv,,,6.050,,,,,,,official_ok,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/official_eval/ex299_r74_pairxor_pairsel_mix
sub-unknown-route-state-r74,ex285,unknown,ex285_r74_popcount3_direct_overlay,,,ex285|hamming-weight routing boundary-state factoring|exact popcount-3 direct source overlay on current exact source|reuse current source and override only three-hot boundary rows|yosys_internal_abc_g_aig|official_evaluate|ex285_r74_popcount3_direct_overlay,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/verilog/ex285_r74_popcount3_direct_overlay.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/aigs/ex285_r74_popcount3_direct_overlay.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_popcount3_direct_overlay.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_popcount3_direct_overlay.evaluate.py.log,,1,835,17,14195,,,"round74 stats={'popcount3_rows': 220, 'line_count': 236}; synth_sec=8.688; eval_sec=0.210",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,0.210,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/official_eval/ex285_r74_popcount3_direct_overlay
sub-unknown-route-state-r74,ex285,unknown,ex285_r74_quad_selected_outerkey_bdd,,,ex285|route-state selected PO cofactor sharing|four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner BDD node pool shared across four selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex285_r74_quad_selected_outerkey_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/verilog/ex285_r74_quad_selected_outerkey_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/aigs/ex285_r74_quad_selected_outerkey_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_quad_selected_outerkey_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_quad_selected_outerkey_bdd.evaluate.py.log,,1,1290,16,20640,,,"round74 stats={'selected_bits': (0, 3, 8, 11), 'outer': (0, 11, 1, 10), 'inner': (2, 3, 4, 5, 6, 7, 8, 9), 'bdd_nodes': 443, 'line_count': 552}; synth_sec=8.294; eval_sec=0.193",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,0.193,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/official_eval/ex285_r74_quad_selected_outerkey_bdd
sub-unknown-route-state-r74,ex288,unknown,ex288_r74_popcount3_direct_overlay,,,ex288|hamming-weight routing boundary-state factoring|exact popcount-3 direct source overlay on current exact source|reuse current source and override only three-hot boundary rows|yosys_internal_abc_g_aig|official_evaluate|ex288_r74_popcount3_direct_overlay,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/verilog/ex288_r74_popcount3_direct_overlay.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/aigs/ex288_r74_popcount3_direct_overlay.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_popcount3_direct_overlay.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_popcount3_direct_overlay.evaluate.py.log,,1,2290,15,34350,,,"round74 stats={'popcount3_rows': 455, 'line_count': 471}; synth_sec=3.110; eval_sec=0.633",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,0.633,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/official_eval/ex288_r74_popcount3_direct_overlay
sub-unknown-route-state-r74,ex288,unknown,ex288_r74_quad_selected_outerkey_bdd,,,ex288|route-state selected PO cofactor sharing|four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner BDD node pool shared across four selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex288_r74_quad_selected_outerkey_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/verilog/ex288_r74_quad_selected_outerkey_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/aigs/ex288_r74_quad_selected_outerkey_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_quad_selected_outerkey_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_quad_selected_outerkey_bdd.evaluate.py.log,,1,4500,20,90000,,,"round74 stats={'selected_bits': (0, 4, 10, 14), 'outer': (0, 14, 1, 13, 6), 'inner': (2, 3, 4, 5, 7, 8, 9, 10, 11, 12), 'bdd_nodes': 1452, 'line_count': 1628}; synth_sec=3.481; eval_sec=0.641",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,0.641,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/official_eval/ex288_r74_quad_selected_outerkey_bdd
sub-unknown-route-state-r74,ex292,unknown,ex292_r74_mod5_center_order_grouped_bdd,,,ex292|global state/permutation-like transform root regrouping|mod5 output residue-plane BDD pools with center-out input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex292_r74_mod5_center_order_grouped_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/verilog/ex292_r74_mod5_center_order_grouped_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/aigs/ex292_r74_mod5_center_order_grouped_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mod5_center_order_grouped_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mod5_center_order_grouped_bdd.evaluate.py.log,,1,36787,23,846101,,,"round74 stats={'groups': [[0, 5, 10], [1, 6, 11], [2, 7, 12], [3, 8, 13], [4, 9]], 'order': [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0, 13], 'bdd_nodes': 25130, 'line_count': 25148, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mod5_center_order_grouped_bdd.python_model.json'}; synth_sec=19.869; eval_sec=0.473",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,0.473,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/official_eval/ex292_r74_mod5_center_order_grouped_bdd
sub-unknown-route-state-r74,ex292,unknown,ex292_r74_mirror_pairs_mixed_order_grouped_bdd,,,ex292|global state/permutation-like transform root regrouping|mirrored edge/center output-pair BDD pools with mixed outside-center input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex292_r74_mirror_pairs_mixed_order_grouped_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/verilog/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/aigs/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.evaluate.py.log,,1,19813,22,435886,,,"round74 stats={'groups': [[0, 13], [1, 12], [2, 11], [3, 10], [4, 9], [5, 8], [6, 7]], 'order': [0, 13, 6, 7, 1, 12, 5, 8, 2, 11, 4, 9, 3, 10], 'bdd_nodes': 14762, 'line_count': 14780, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.python_model.json'}; synth_sec=11.073; eval_sec=0.418",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,0.418,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/official_eval/ex292_r74_mirror_pairs_mixed_order_grouped_bdd
sub-unknown-route-state-r74,ex294,unknown,ex294_r74_mod4_planes_grouped_bdd,,,ex294|global state/permutation-like transform root regrouping|mod4 output residue-plane BDD pools with outside-in input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex294_r74_mod4_planes_grouped_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/verilog/ex294_r74_mod4_planes_grouped_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/aigs/ex294_r74_mod4_planes_grouped_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mod4_planes_grouped_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mod4_planes_grouped_bdd.evaluate.py.log,,1,10853,23,249619,,,"round74 stats={'groups': [[0, 4, 8, 12], [1, 5, 9, 13], [2, 6, 10, 14], [3, 7, 11, 15]], 'order': [0, 15, 1, 14, 2, 13, 3, 12, 4, 11, 5, 10, 6, 9, 7, 8], 'bdd_nodes': 8385, 'line_count': 8405, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mod4_planes_grouped_bdd.python_model.json'}; synth_sec=4.833; eval_sec=1.729",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,1.729,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/official_eval/ex294_r74_mod4_planes_grouped_bdd
sub-unknown-route-state-r74,ex294,unknown,ex294_r74_mirror_pairs_center_order_grouped_bdd,,,ex294|global state/permutation-like transform root regrouping|mirrored edge/center output-pair BDD pools with center-out input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex294_r74_mirror_pairs_center_order_grouped_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/verilog/ex294_r74_mirror_pairs_center_order_grouped_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/aigs/ex294_r74_mirror_pairs_center_order_grouped_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mirror_pairs_center_order_grouped_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mirror_pairs_center_order_grouped_bdd.evaluate.py.log,,1,143298,27,3869046,,,"round74 stats={'groups': [[0, 15], [1, 14], [2, 13], [3, 12], [4, 11], [5, 10], [6, 9], [7, 8]], 'order': [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0, 15], 'bdd_nodes': 101503, 'line_count': 101523, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mirror_pairs_center_order_grouped_bdd.python_model.json'}; synth_sec=92.372; eval_sec=1.902",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/evaluation_results.csv,,,1.902,,,,,,,OK,OK,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/official_eval/ex294_r74_mirror_pairs_center_order_grouped_bdd
