case,domain,agent_id,candidate_id,simulation_pass,log_path,notes
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed12_default_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed12_extra_share_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed12_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed12_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed228_default_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed228_extra_share_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed228_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_dc_seed228_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_sigprodcode_seed12_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed12_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex246,float_fp8,local-fp8-source-r57,ex246_ex246_semantic_mul_product_seed228_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_default_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_extra_share_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_synth_preset_raw,not_run,,official evaluate.py used for final verification
