case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_extra_share_raw,1,380,27,10260,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_direct_decode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_extra_share_raw.abc.log; synth_sec=0.300; abc_sec=0.000; eval_sec=0.485
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_abc_g_aig_raw,1,373,26,9698,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.324; abc_sec=0.000; eval_sec=0.524
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_synth_preset_raw,1,374,25,9350,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_direct_decode_synth_preset_raw.abc.log; synth_sec=0.385; abc_sec=0.000; eval_sec=0.489
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_default_raw,1,390,27,10530,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_num_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_num_direct_decode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_default_raw.abc.log; synth_sec=0.383; abc_sec=0.000; eval_sec=0.485
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_extra_share_raw,1,385,27,10395,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_num_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_num_direct_decode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_extra_share_raw.abc.log; synth_sec=0.322; abc_sec=0.000; eval_sec=0.472
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_abc_g_aig_raw,1,379,27,10233,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_num_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_num_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.373; abc_sec=0.000; eval_sec=0.508
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_synth_preset_raw,1,378,26,9828,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_num_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_num_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_num_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_direct_decode_synth_preset_raw.abc.log; synth_sec=0.502; abc_sec=0.000; eval_sec=0.510
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_default_raw,1,405,26,10530,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/verilog/ex247_semantic_div_bound_smallpat_flat_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_semantic_div_bound_smallpat_flat_direct_decode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_default_raw.abc.log; synth_sec=0.371; abc_sec=0.000; eval_sec=0.492
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_extra_share_raw,1,405,26,10530,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/verilog/ex247_semantic_div_bound_smallpat_flat_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_semantic_div_bound_smallpat_flat_direct_decode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_extra_share_raw.abc.log; synth_sec=0.374; abc_sec=0.000; eval_sec=0.476
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_abc_g_aig_raw,1,401,26,10426,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/verilog/ex247_semantic_div_bound_smallpat_flat_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_semantic_div_bound_smallpat_flat_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.291; abc_sec=0.000; eval_sec=0.449
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_synth_preset_raw,1,403,26,10478,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/verilog/ex247_semantic_div_bound_smallpat_flat_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_semantic_div_bound_smallpat_flat_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_flat_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_flat_direct_decode_synth_preset_raw.abc.log; synth_sec=0.407; abc_sec=0.000; eval_sec=0.456
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_default_raw,1,381,27,10287,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_default_raw.abc.log; synth_sec=0.300; abc_sec=0.000; eval_sec=0.484
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_extra_share_raw,1,380,27,10260,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_extra_share_raw.abc.log; synth_sec=0.294; abc_sec=0.000; eval_sec=0.525
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_abc_g_aig_raw,1,373,26,9698,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_abc_g_aig_raw.abc.log; synth_sec=0.307; abc_sec=0.000; eval_sec=0.485
ex247,float_fp8,local-fp8-source-r57,ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_synth_preset_raw,1,374,25,9350,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode.v,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round57_20260613_1105/local-fp8-source-r57/ex247/ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_parallel_direct_decode_synth_preset_raw.abc.log; synth_sec=0.408; abc_sec=0.000; eval_sec=0.484
