case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_split_norm_abc_g_aig_raw,1,660,45,29700,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/verilog/ex240_gapcase_split_norm.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/aigs/ex240_ex240_gapcase_split_norm_abc_g_aig_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_gapcase_split_norm_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_abc_g_aig_raw.abc.log; synth_sec=0.527; abc_sec=0.000; eval_sec=0.828
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_split_norm_synth_preset_raw,1,664,49,32536,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/verilog/ex240_gapcase_split_norm.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/aigs/ex240_ex240_gapcase_split_norm_synth_preset_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_gapcase_split_norm_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_synth_preset_raw.abc.log; synth_sec=0.642; abc_sec=0.000; eval_sec=0.828
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_field_compare_decode_default_raw,1,328,35,11480,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_default_raw.abc.log; synth_sec=0.233; abc_sec=0.000; eval_sec=0.475
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_field_compare_decode_extra_share_raw,1,335,35,11725,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_extra_share_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_extra_share_raw.abc.log; synth_sec=0.241; abc_sec=0.000; eval_sec=0.478
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_field_compare_decode_abc_g_aig_raw,1,315,34,10710,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_abc_g_aig_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_abc_g_aig_raw.abc.log; synth_sec=0.310; abc_sec=0.000; eval_sec=0.571
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_field_compare_decode_synth_preset_raw,1,323,33,10659,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/verilog/ex244_field_compare_decode.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/aigs/ex244_ex244_field_compare_decode_synth_preset_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_field_compare_decode_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_decode/logs/ex244_ex244_field_compare_decode_synth_preset_raw.abc.log; synth_sec=0.395; abc_sec=0.000; eval_sec=0.476
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_smallgap_key_gated_default_raw,1,340,46,15640,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_default_raw.abc.log; synth_sec=0.243; abc_sec=0.000; eval_sec=0.479
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_smallgap_key_gated_extra_share_raw,1,326,46,14996,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_extra_share_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_extra_share_raw.abc.log; synth_sec=0.251; abc_sec=0.000; eval_sec=0.470
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_smallgap_key_gated_abc_g_aig_raw,1,322,45,14490,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_abc_g_aig_raw.abc.log; synth_sec=0.246; abc_sec=0.000; eval_sec=0.480
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_smallgap_key_gated_synth_preset_raw,1,321,47,15087,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/verilog/ex244_smallgap_key_gated.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/aigs/ex244_ex244_smallgap_key_gated_synth_preset_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_smallgap_key_gated_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_smallgap_key_gated/logs/ex244_ex244_smallgap_key_gated_synth_preset_raw.abc.log; synth_sec=0.382; abc_sec=0.000; eval_sec=0.477
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_case_increment_tail_default_raw,1,478,34,16252,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/verilog/ex244_case_increment_tail.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/aigs/ex244_ex244_case_increment_tail_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_case_increment_tail_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_default_raw.abc.log; synth_sec=0.290; abc_sec=0.000; eval_sec=0.478
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_case_increment_tail_extra_share_raw,1,475,34,16150,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/verilog/ex244_case_increment_tail.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/aigs/ex244_ex244_case_increment_tail_extra_share_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_case_increment_tail_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_extra_share_raw.abc.log; synth_sec=0.301; abc_sec=0.000; eval_sec=0.478
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_case_increment_tail_abc_g_aig_raw,1,459,34,15606,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/verilog/ex244_case_increment_tail.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/aigs/ex244_ex244_case_increment_tail_abc_g_aig_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_case_increment_tail_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_abc_g_aig_raw.abc.log; synth_sec=0.292; abc_sec=0.000; eval_sec=0.478
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_case_increment_tail_synth_preset_raw,1,456,36,16416,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/verilog/ex244_case_increment_tail.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/aigs/ex244_ex244_case_increment_tail_synth_preset_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_case_increment_tail_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_case_increment_tail/logs/ex244_ex244_case_increment_tail_synth_preset_raw.abc.log; synth_sec=0.493; abc_sec=0.000; eval_sec=0.478
ex244,float_fp8,local-fp8-source-r55,ex244_ex244_field_compare_key_gated_default_raw,1,336,44,14784,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_key_gated/verilog/ex244_field_compare_key_gated.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_key_gated/aigs/ex244_ex244_field_compare_key_gated_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_key_gated/logs/ex244_ex244_field_compare_key_gated_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_key_gated/logs/ex244_field_compare_key_gated_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex244/ex244_field_compare_key_gated/logs/ex244_ex244_field_compare_key_gated_default_raw.abc.log; synth_sec=0.278; abc_sec=0.000; eval_sec=0.474
