case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_default_raw,1,686,44,30184,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_default_raw.abc.log; synth_sec=0.534; abc_sec=0.000; eval_sec=0.838
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_extra_share_raw,1,683,46,31418,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_extra_share_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_extra_share_raw.abc.log; synth_sec=0.510; abc_sec=0.000; eval_sec=0.820
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw,1,666,44,29304,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_abc_g_aig_raw.abc.log; synth_sec=0.531; abc_sec=0.000; eval_sec=0.826
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_constant_shifts_synth_preset_raw,1,648,46,29808,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/verilog/ex240_gapcase_constant_shifts.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/aigs/ex240_ex240_gapcase_constant_shifts_synth_preset_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_gapcase_constant_shifts_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_constant_shifts/logs/ex240_ex240_gapcase_constant_shifts_synth_preset_raw.abc.log; synth_sec=0.630; abc_sec=0.000; eval_sec=0.819
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_default_raw,1,636,51,32436,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_default_raw.abc.log; synth_sec=0.514; abc_sec=0.000; eval_sec=0.828
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_extra_share_raw,1,634,50,31700,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_extra_share_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_extra_share_raw.abc.log; synth_sec=0.501; abc_sec=0.000; eval_sec=0.825
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_abc_g_aig_raw,1,615,51,31365,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_abc_g_aig_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_abc_g_aig.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_abc_g_aig_raw.abc.log; synth_sec=0.517; abc_sec=0.000; eval_sec=0.829
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_split_norm_param_tables_synth_preset_raw,1,612,52,31824,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/verilog/ex240_split_norm_param_tables.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/aigs/ex240_ex240_split_norm_param_tables_synth_preset_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_split_norm_param_tables_synth_preset.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_split_norm_param_tables/logs/ex240_ex240_split_norm_param_tables_synth_preset_raw.abc.log; synth_sec=0.664; abc_sec=0.000; eval_sec=0.822
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_split_norm_default_raw,1,680,46,31280,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/verilog/ex240_gapcase_split_norm.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/aigs/ex240_ex240_gapcase_split_norm_default_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_gapcase_split_norm_default.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_default_raw.abc.log; synth_sec=0.537; abc_sec=0.000; eval_sec=0.843
ex240,float_fp8,local-fp8-source-r55,ex240_ex240_gapcase_split_norm_extra_share_raw,1,683,45,30735,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/verilog/ex240_gapcase_split_norm.v,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/aigs/ex240_ex240_gapcase_split_norm_extra_share_raw.aig,student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_gapcase_split_norm_extra_share.yosys.log; abc_log=student/work/ex240_ex244_frontend_source_only_round55_20260613_1025/local-fp8-source-r55/ex240/ex240_gapcase_split_norm/logs/ex240_ex240_gapcase_split_norm_extra_share_raw.abc.log; synth_sec=0.565; abc_sec=0.000; eval_sec=0.823
