case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_prefix_parity_reduce_full_clamp_grouped_dual_deg2_abc_g_aig,211,27,5697,2415,2.359006,5460,237,0,abc_g_aig,,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_full_clamp_grouped_dual_deg2_abc_g_aig,285,36,10260,4240,2.419811,9139,1121,0,abc_g_aig,,Yosys abc gate set aig
