case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop1_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop1+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop1.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop1_abc_g_aig.aig,1,1,1,731,38,27778,15078,1.842287,0,0,0.758,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop1; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop1_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop1+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop1.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop1_wreduce_abc_g_aig.aig,1,1,1,731,38,27778,15078,1.842287,0,0,0.775,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop1; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop1_synth_preset,unsigned_square_x_times_x,hybrid_bddtop1+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop1.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop1_synth_preset.aig,1,1,1,728,38,27664,15078,1.834726,0,0,0.944,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop1; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_abc_g_aig.aig,1,1,1,738,36,26568,15078,1.762037,0,0,0.771,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_wreduce_abc_g_aig.aig,1,1,1,740,37,27380,15078,1.815891,0,0,0.790,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_synth_preset.aig,1,1,1,736,36,26496,15078,1.757262,0,0,0.959,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=synth_preset
ex273,ex273_square_hybrid_bddtop3_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop3_abc_g_aig.aig,1,1,1,764,35,26740,15078,1.773445,0,0,0.783,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop3_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop3_wreduce_abc_g_aig.aig,1,1,1,763,36,27468,15078,1.821727,0,0,0.812,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop3_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop3.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop3_synth_preset.aig,1,1,1,761,35,26635,15078,1.766481,0,0,0.955,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop3; flow=synth_preset
ex273,ex273_square_hybrid_bddtop4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_abc_g_aig.aig,1,1,1,800,35,28000,15078,1.857010,0,0,0.782,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_fine_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_wreduce_abc_g_aig.aig,1,1,1,797,33,26301,15078,1.744329,0,0,0.831,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=wreduce_abc_g_aig
