case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_algebraic_12x12_anf_shared_prefix_parity,unknown_algebraic_12x12,anf_shared_prefix_parity,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex280/verilog/ex280_unknown_algebraic_12x12_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex280/aigs/ex280_unknown_algebraic_12x12_anf_shared_prefix_parity.aig,1935,34,65790,transform=prefix_parity; total_terms=932; unique_terms=338; max_degree=4; max_bit_terms=114,unknown function algebraic Verilog seed
ex281,ex281_unknown_algebraic_13x13_anf_shared_prefix_parity,unknown_algebraic_13x13,anf_shared_prefix_parity,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex281/verilog/ex281_unknown_algebraic_13x13_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex281/aigs/ex281_unknown_algebraic_13x13_anf_shared_prefix_parity.aig,2344,37,86728,transform=prefix_parity; total_terms=1160; unique_terms=415; max_degree=4; max_bit_terms=130,unknown function algebraic Verilog seed
ex282,ex282_unknown_algebraic_14x14_anf_shared_prefix_parity,unknown_algebraic_14x14,anf_shared_prefix_parity,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex282/verilog/ex282_unknown_algebraic_14x14_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex282/aigs/ex282_unknown_algebraic_14x14_anf_shared_prefix_parity.aig,2820,40,112800,transform=prefix_parity; total_terms=1400; unique_terms=499; max_degree=4; max_bit_terms=146,unknown function algebraic Verilog seed
ex283,ex283_unknown_algebraic_15x15_anf_shared_prefix_parity,unknown_algebraic_15x15,anf_shared_prefix_parity,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex283/verilog/ex283_unknown_algebraic_15x15_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex283/aigs/ex283_unknown_algebraic_15x15_anf_shared_prefix_parity.aig,3125,41,128125,transform=prefix_parity; total_terms=1676; unique_terms=592; max_degree=4; max_bit_terms=162,unknown function algebraic Verilog seed
ex284,ex284_unknown_algebraic_16x16_anf_shared_prefix_parity,unknown_algebraic_16x16,anf_shared_prefix_parity,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex284/verilog/ex284_unknown_algebraic_16x16_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex284/aigs/ex284_unknown_algebraic_16x16_anf_shared_prefix_parity.aig,3517,44,154748,transform=prefix_parity; total_terms=1964; unique_terms=692; max_degree=4; max_bit_terms=178,unknown function algebraic Verilog seed
