case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_direct_signed_abc_g_aig,signed low4_high4:a*b,direct_signed+abc_g_aig,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_direct_signed_abc_g_aig.aig,1,1,1,116,20,2320,657,3.531202,0,0,0.198,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=abc_g_aig
ex260,ex260_smul_direct_signed_synth_preset_d13,signed low4_high4:a*b,direct_signed+synth_preset_d13,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_direct_signed.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_direct_signed_synth_preset_d13.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.258,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=synth_preset_d13
ex260,ex260_smul_abs_sign_direct_abc_g_aig,signed low4_high4:a*b,abs_sign_direct+abc_g_aig,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_abs_sign_direct_abc_g_aig.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.265,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=abc_g_aig
ex260,ex260_smul_abs_sign_direct_synth_preset_d13,signed low4_high4:a*b,abs_sign_direct+synth_preset_d13,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_abs_sign_direct_synth_preset_d13.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.278,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=synth_preset_d13
ex260,ex260_smul_signed_correction_direct_abc_g_aig,signed low4_high4:a*b,signed_correction_direct+abc_g_aig,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_signed_correction_direct.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_signed_correction_direct_abc_g_aig.aig,1,1,1,125,28,3500,657,5.327245,0,0,0.247,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=signed_correction_direct; flow=abc_g_aig
ex260,ex260_smul_signed_correction_direct_synth_preset_d13,signed low4_high4:a*b,signed_correction_direct+synth_preset_d13,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_signed_correction_direct.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_signed_correction_direct_synth_preset_d13.aig,1,1,1,131,19,2489,657,3.788432,0,0,0.297,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=signed_correction_direct; flow=synth_preset_d13
ex260,ex260_smul_signed_correction_wallace_abc_g_aig,signed low4_high4:a*b,signed_correction_wallace+abc_g_aig,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_signed_correction_wallace.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_signed_correction_wallace_abc_g_aig.aig,1,1,1,124,24,2976,657,4.529680,0,0,0.257,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=signed_correction_wallace; flow=abc_g_aig
ex260,ex260_smul_signed_correction_wallace_synth_preset_d13,signed low4_high4:a*b,signed_correction_wallace+synth_preset_d13,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_signed_correction_wallace.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_signed_correction_wallace_synth_preset_d13.aig,1,1,1,114,20,2280,657,3.470320,0,0,0.315,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=signed_correction_wallace; flow=synth_preset_d13
ex260,ex260_smul_booth_radix4_signed_abc_g_aig,signed low4_high4:a*b,booth_radix4_signed+abc_g_aig,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_booth_radix4_signed_abc_g_aig.aig,1,0,0,,,,657,,,,0.012,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/logs/ex260_smul_booth_radix4_signed_abc_g_aig.yosys.log
ex260,ex260_smul_booth_radix4_signed_synth_preset_d13,signed low4_high4:a*b,booth_radix4_signed+synth_preset_d13,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/verilog/ex260_smul_booth_radix4_signed.v,student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/aigs/ex260_smul_booth_radix4_signed_synth_preset_d13.aig,1,0,0,,,,657,,,,0.014,semantic_signed_mul_exact,SynthError: Yosys failed exit=1; see student/work/ex260_ex261_frontend_smul_smoke_20260609_0220/ex260/logs/ex260_smul_booth_radix4_signed_synth_preset_d13.yosys.log
