case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_radix4_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix4_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/verilog/ex276_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/aigs/ex276_isqrt_radix4_wires_arith_wreduce_aig.aig,1,1,1,95,17,1615,632,2.555380,0,0,0.371,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix4_wires; flow=arith_wreduce_aig
ex276,ex276_isqrt_radix4_wires_synth_preset,unsigned_floor_isqrt,radix4_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/verilog/ex276_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/aigs/ex276_isqrt_radix4_wires_synth_preset.aig,1,1,1,93,17,1581,632,2.501582,0,0,0.412,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix4_wires; flow=synth_preset
ex276,ex276_isqrt_radix4_wires_synth_preset_d8,unsigned_floor_isqrt,radix4_wires+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/verilog/ex276_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/aigs/ex276_isqrt_radix4_wires_synth_preset_d8.aig,1,1,1,93,17,1581,632,2.501582,0,0,0.395,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix4_wires; flow=synth_preset_d8
ex276,ex276_isqrt_radix4_wires_synth_preset_d10,unsigned_floor_isqrt,radix4_wires+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/verilog/ex276_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex276/aigs/ex276_isqrt_radix4_wires_synth_preset_d10.aig,1,1,1,93,17,1581,632,2.501582,0,0,0.393,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix4_wires; flow=synth_preset_d10
ex277,ex277_isqrt_support_interval_or_abc_g_aig,unsigned_floor_isqrt,support_interval_or+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_interval_or_abc_g_aig.aig,1,1,1,323,13,4199,1980,2.120707,0,0,0.826,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_interval_or; flow=abc_g_aig
ex277,ex277_isqrt_support_interval_or_wreduce_abc_g_aig,unsigned_floor_isqrt,support_interval_or+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_interval_or_wreduce_abc_g_aig.aig,1,1,1,323,13,4199,1980,2.120707,0,0,0.883,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_interval_or; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_support_interval_or_arith_wreduce_aig,unsigned_floor_isqrt,support_interval_or+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_interval_or_arith_wreduce_aig.aig,1,1,1,319,13,4147,1980,2.094444,0,0,0.962,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_interval_or; flow=arith_wreduce_aig
ex277,ex277_isqrt_support_interval_or_synth_preset,unsigned_floor_isqrt,support_interval_or+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_interval_or_synth_preset.aig,1,1,1,301,14,4214,1980,2.128283,0,0,0.934,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_interval_or; flow=synth_preset
ex277,ex277_isqrt_support_interval_or_synth_preset_d8,unsigned_floor_isqrt,support_interval_or+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_interval_or_synth_preset_d8.aig,1,1,1,301,14,4214,1980,2.128283,0,0,1.001,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_interval_or; flow=synth_preset_d8
ex277,ex277_isqrt_support_interval_or_synth_preset_d10,unsigned_floor_isqrt,support_interval_or+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_interval_or_synth_preset_d10.aig,1,1,1,301,14,4214,1980,2.128283,0,0,1.204,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_interval_or; flow=synth_preset_d10
ex277,ex277_isqrt_support_threshold_xor_abc_g_aig,unsigned_floor_isqrt,support_threshold_xor+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_threshold_xor_abc_g_aig.aig,1,1,1,324,13,4212,1980,2.127273,0,0,1.155,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_threshold_xor; flow=abc_g_aig
ex277,ex277_isqrt_support_threshold_xor_wreduce_abc_g_aig,unsigned_floor_isqrt,support_threshold_xor+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_threshold_xor_wreduce_abc_g_aig.aig,1,1,1,324,13,4212,1980,2.127273,0,0,1.158,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_threshold_xor; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_support_threshold_xor_arith_wreduce_aig,unsigned_floor_isqrt,support_threshold_xor+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_threshold_xor_arith_wreduce_aig.aig,1,1,1,326,13,4238,1980,2.140404,0,0,1.217,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_threshold_xor; flow=arith_wreduce_aig
ex277,ex277_isqrt_support_threshold_xor_synth_preset,unsigned_floor_isqrt,support_threshold_xor+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_threshold_xor_synth_preset.aig,1,1,1,305,13,3965,1980,2.002525,0,0,0.958,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_threshold_xor; flow=synth_preset
ex277,ex277_isqrt_support_threshold_xor_synth_preset_d8,unsigned_floor_isqrt,support_threshold_xor+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_threshold_xor_synth_preset_d8.aig,1,1,1,305,13,3965,1980,2.002525,0,0,0.734,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_threshold_xor; flow=synth_preset_d8
ex277,ex277_isqrt_support_threshold_xor_synth_preset_d10,unsigned_floor_isqrt,support_threshold_xor+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_support_threshold_xor.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_support_threshold_xor_synth_preset_d10.aig,1,1,1,305,13,3965,1980,2.002525,0,0,0.750,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=support_threshold_xor; flow=synth_preset_d10
ex277,ex277_isqrt_prefix4_bitwise_oh_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise_oh+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_oh_abc_g_aig.aig,1,1,1,261,12,3132,1980,1.581818,0,0,0.450,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise_oh; flow=abc_g_aig
ex277,ex277_isqrt_prefix4_bitwise_oh_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise_oh+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_oh_wreduce_abc_g_aig.aig,1,1,1,261,12,3132,1980,1.581818,0,0,0.472,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise_oh; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix4_bitwise_oh_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise_oh+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_oh_arith_wreduce_aig.aig,1,1,1,265,12,3180,1980,1.606061,0,0,0.475,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise_oh; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix4_bitwise_oh_synth_preset,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_oh_synth_preset.aig,1,1,1,260,13,3380,1980,1.707071,0,0,0.686,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise_oh; flow=synth_preset
ex277,ex277_isqrt_prefix4_bitwise_oh_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_oh_synth_preset_d8.aig,1,1,1,260,13,3380,1980,1.707071,0,0,0.712,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise_oh; flow=synth_preset_d8
ex277,ex277_isqrt_prefix4_bitwise_oh_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise_oh+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_bitwise_oh_synth_preset_d10.aig,1,1,1,260,13,3380,1980,1.707071,0,0,0.679,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_bitwise_oh; flow=synth_preset_d10
ex277,ex277_isqrt_prefix5_bitwise_oh_abc_g_aig,unsigned_floor_isqrt,prefix5_bitwise_oh+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_bitwise_oh_abc_g_aig.aig,1,1,1,254,12,3048,1980,1.539394,0,0,0.573,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_bitwise_oh; flow=abc_g_aig
ex277,ex277_isqrt_prefix5_bitwise_oh_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_bitwise_oh+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_bitwise_oh_wreduce_abc_g_aig.aig,1,1,1,254,12,3048,1980,1.539394,0,0,0.510,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_bitwise_oh; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix5_bitwise_oh_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_bitwise_oh+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_bitwise_oh_arith_wreduce_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.388,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_bitwise_oh; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix5_bitwise_oh_synth_preset,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_bitwise_oh_synth_preset.aig,1,1,1,243,13,3159,1980,1.595455,0,0,0.536,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_bitwise_oh; flow=synth_preset
ex277,ex277_isqrt_prefix5_bitwise_oh_synth_preset_d8,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_bitwise_oh_synth_preset_d8.aig,1,1,1,243,13,3159,1980,1.595455,0,0,0.459,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_bitwise_oh; flow=synth_preset_d8
ex277,ex277_isqrt_prefix5_bitwise_oh_synth_preset_d10,unsigned_floor_isqrt,prefix5_bitwise_oh+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_bitwise_oh.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_bitwise_oh_synth_preset_d10.aig,1,1,1,243,13,3159,1980,1.595455,0,0,0.508,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_bitwise_oh; flow=synth_preset_d10
ex277,ex277_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,270,12,3240,1980,1.636364,0,0,0.429,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,271,12,3252,1980,1.642424,0,0,0.436,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix4_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_range_arith_wreduce_aig.aig,1,1,1,264,13,3432,1980,1.733333,0,0,0.446,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.531,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset
ex277,ex277_isqrt_prefix4_range_synth_preset_d8,unsigned_floor_isqrt,prefix4_range+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset_d8.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.539,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset_d8
ex277,ex277_isqrt_prefix4_range_synth_preset_d10,unsigned_floor_isqrt,prefix4_range+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset_d10.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.535,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset_d10
ex277,ex277_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.359,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.415,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,250,12,3000,1980,1.515152,0,0,0.410,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.481,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset
ex277,ex277_isqrt_prefix5_range_synth_preset_d8,unsigned_floor_isqrt,prefix5_range+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset_d8.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.488,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset_d8
ex277,ex277_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset_d10.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.457,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset_d10
ex277,ex277_isqrt_radix4_wires_abc_g_aig,unsigned_floor_isqrt,radix4_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_radix4_wires_abc_g_aig.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.410,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=abc_g_aig
ex277,ex277_isqrt_radix4_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,radix4_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_radix4_wires_wreduce_abc_g_aig.aig,1,1,1,159,26,4134,1980,2.087879,0,0,0.444,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_radix4_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix4_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_radix4_wires_arith_wreduce_aig.aig,1,1,1,161,26,4186,1980,2.114141,0,0,0.434,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=arith_wreduce_aig
ex277,ex277_isqrt_radix4_wires_synth_preset,unsigned_floor_isqrt,radix4_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_radix4_wires_synth_preset.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.445,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=synth_preset
ex277,ex277_isqrt_radix4_wires_synth_preset_d8,unsigned_floor_isqrt,radix4_wires+synth_preset_d8,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_radix4_wires_synth_preset_d8.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.443,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=synth_preset_d8
ex277,ex277_isqrt_radix4_wires_synth_preset_d10,unsigned_floor_isqrt,radix4_wires+synth_preset_d10,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex277/aigs/ex277_isqrt_radix4_wires_synth_preset_d10.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.440,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=synth_preset_d10
ex278,ex278_isqrt_support_interval_or_abc_g_aig,unsigned_floor_isqrt,support_interval_or+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex278/verilog/ex278_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex278/aigs/ex278_isqrt_support_interval_or_abc_g_aig.aig,1,1,1,676,15,10140,5198,1.950750,0,0,1.836,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=support_interval_or; flow=abc_g_aig
ex278,ex278_isqrt_support_interval_or_wreduce_abc_g_aig,unsigned_floor_isqrt,support_interval_or+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex278/verilog/ex278_isqrt_support_interval_or.v,student/work/ex275_ex279_frontend_isqrt_new_structures_all_20260609_1618/ex278/aigs/ex278_isqrt_support_interval_or_wreduce_abc_g_aig.aig,1,1,1,676,15,10140,5198,1.950750,0,0,1.870,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=support_interval_or; flow=wreduce_abc_g_aig
