case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex274,ex274_square_hybrid_bddtop3_trunc_csel10_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel10+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel10_wreduce_abc_g_aig.aig,1,1,1,1016,43,43688,21630,2.019787,0,0,5.430,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel10; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel10_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel10+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel10_synth_preset.aig,1,1,1,1013,42,42546,21630,1.966990,0,0,3.781,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel10; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_csel10_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel10+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel10_synth_preset_d20.aig,1,1,1,1013,42,42546,21630,1.966990,0,0,3.773,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel10; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop3_trunc_csel12_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel12+abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel12_abc_g_aig.aig,1,1,1,1008,48,48384,21630,2.236893,0,0,3.589,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel12; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel12_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel12+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel12_wreduce_abc_g_aig.aig,1,1,1,1009,48,48432,21630,2.239112,0,0,3.596,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel12; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop3_trunc_csel12_synth_preset,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel12+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel12_synth_preset.aig,1,1,1,1002,47,47094,21630,2.177254,0,0,4.782,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel12; flow=synth_preset
ex274,ex274_square_hybrid_bddtop3_trunc_csel12_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop3_trunc_csel12+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop3_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop3_trunc_csel12_synth_preset_d20.aig,1,1,1,1002,47,47094,21630,2.177254,0,0,4.370,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop3_trunc_csel12; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel2_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel2+abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel2.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel2_abc_g_aig.aig,1,1,1,1050,44,46200,21630,2.135922,0,0,6.275,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel2; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel2_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel2+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel2.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel2_wreduce_abc_g_aig.aig,1,1,1,1043,46,47978,21630,2.218123,0,0,5.458,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel2; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel2_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel2+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel2.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel2_synth_preset.aig,1,1,1,1043,46,47978,21630,2.218123,0,0,3.845,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel2; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel2_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel2+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel2.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel2_synth_preset_d20.aig,1,1,1,1043,46,47978,21630,2.218123,0,0,3.837,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel2; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel3_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel3+abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel3.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel3_abc_g_aig.aig,1,1,1,1057,42,44394,21630,2.052427,0,0,3.519,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel3; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel3_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel3+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel3.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel3_wreduce_abc_g_aig.aig,1,1,1,1059,42,44478,21630,2.056311,0,0,3.511,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel3; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel3_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel3+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel3.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel3_synth_preset.aig,1,1,1,1053,43,45279,21630,2.093343,0,0,3.714,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel3; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel3_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel3+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel3.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel3_synth_preset_d20.aig,1,1,1,1053,43,45279,21630,2.093343,0,0,3.719,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel3; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel4+abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel4.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel4_abc_g_aig.aig,1,1,1,1058,42,44436,21630,2.054369,0,0,3.475,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel4; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel4+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel4.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel4_wreduce_abc_g_aig.aig,1,1,1,1058,42,44436,21630,2.054369,0,0,3.519,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel4; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel4+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel4.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel4_synth_preset.aig,1,1,1,1052,42,44184,21630,2.042718,0,0,3.774,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel4; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel4_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel4+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel4.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel4_synth_preset_d20.aig,1,1,1,1052,42,44184,21630,2.042718,0,0,3.783,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel4; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel10_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel10+abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel10_abc_g_aig.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.599,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel10; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel10_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel10+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel10_wreduce_abc_g_aig.aig,1,1,1,1061,41,43501,21630,2.011142,0,0,3.669,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel10; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel10+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.865,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel10; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel10+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel10.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset_d20.aig,1,1,1,1055,41,43255,21630,1.999769,0,0,3.860,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel10; flow=synth_preset_d20
ex274,ex274_square_hybrid_bddtop4_trunc_csel12_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel12+abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel12_abc_g_aig.aig,1,1,1,1051,48,50448,21630,2.332316,0,0,3.656,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel12; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel12_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel12+wreduce_abc_g_aig,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel12_wreduce_abc_g_aig.aig,1,1,1,1046,46,48116,21630,2.224503,0,0,3.682,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel12; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop4_trunc_csel12_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel12+synth_preset,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel12_synth_preset.aig,1,1,1,1040,47,48880,21630,2.259824,0,0,3.941,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel12; flow=synth_preset
ex274,ex274_square_hybrid_bddtop4_trunc_csel12_synth_preset_d20,unsigned_square_x_times_x,hybrid_bddtop4_trunc_csel12+synth_preset_d20,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel12.v,student/work/ex274_frontend_square_trunc_csel_fine2_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop4_trunc_csel12_synth_preset_d20.aig,1,1,1,1040,47,48880,21630,2.259824,0,0,3.900,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel12; flow=synth_preset_d20
