case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg1_split4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig.aig,643,27,17361,Yosys abc gate set aig,Yosys abc gate set aig
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,780,30,23400,Yosys abc gate set aig,Yosys abc gate set aig
ex282,ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex282/verilog/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex282/aigs/ex282_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,765,33,25245,Yosys abc gate set aig,Yosys abc gate set aig
ex283,ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex283/verilog/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex283/aigs/ex283_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,929,36,33444,Yosys abc gate set aig,Yosys abc gate set aig
ex284,ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,unknown_grouped_anf_davio_synthflow,prefix_parity_reduce_deg0_high4_depth_abc_g_aig,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex284/verilog/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex284/aigs/ex284_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,921,42,38682,Yosys abc gate set aig,Yosys abc gate set aig
