case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig,1,1,592,36,21312,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig,1,1,631,29,18299,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig,1,1,631,29,18299,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_high4_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig,1,1,677,26,17602,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_perbit_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig,1,1,604,35,21140,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_all_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig,1,1,643,27,17361,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_split4_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig,1,1,643,27,17361,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_high4_depth_abc_g_aig.aig,Yosys abc gate set aig
ex280,ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig,1,1,671,29,19459,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex280/verilog/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex280/aigs/ex280_unknown_grouped_anf_davio_prefix_parity_reduce_deg1_perbit_depth_abc_g_aig.aig,Yosys abc gate set aig
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig,1,1,676,40,27040,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_all_depth_abc_g_aig.aig,Yosys abc gate set aig
ex281,ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig,1,1,914,34,31076,student/work/ex280_ex284_frontend_grouped_davio_order_20260608_2338/ex281/verilog/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth.v,student/work/ex280_ex284_frontend_grouped_davio_order_synthflow_20260608_2342/ex281/aigs/ex281_unknown_grouped_anf_davio_prefix_parity_reduce_deg0_split4_depth_abc_g_aig.aig,Yosys abc gate set aig
