case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_prefix5_ge_tree_lsb_default,unsigned_floor_isqrt,prefix5_ge_tree_lsb+default,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_default.aig,1,1,1,52,8,416,204,2.039216,0,0,0.202,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=default
ex275,ex275_isqrt_prefix5_ge_tree_lsb_wreduce_default,unsigned_floor_isqrt,prefix5_ge_tree_lsb+wreduce_default,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_wreduce_default.aig,1,1,1,52,8,416,204,2.039216,0,0,0.203,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=wreduce_default
ex275,ex275_isqrt_prefix5_ge_tree_lsb_no_internal_abc,unsigned_floor_isqrt,prefix5_ge_tree_lsb+no_internal_abc,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_no_internal_abc.aig,1,1,1,93,17,1581,204,7.750000,0,0,0.142,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=no_internal_abc
ex275,ex275_isqrt_prefix5_ge_tree_lsb_wreduce_no_internal_abc,unsigned_floor_isqrt,prefix5_ge_tree_lsb+wreduce_no_internal_abc,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_wreduce_no_internal_abc.aig,1,1,1,93,17,1581,204,7.750000,0,0,0.148,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=wreduce_no_internal_abc
ex275,ex275_isqrt_prefix5_ge_tree_lsb_abc_g_AND,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_AND,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_AND.aig,1,1,1,52,8,416,204,2.039216,0,0,0.203,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=abc_g_AND
ex275,ex275_isqrt_prefix5_ge_tree_lsb_abc_g_NAND,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_NAND,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_NAND.aig,1,1,1,52,9,468,204,2.294118,0,0,0.211,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=abc_g_NAND
ex275,ex275_isqrt_prefix5_ge_tree_lsb_abc_g_NOR,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_NOR,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_NOR.aig,1,1,1,52,8,416,204,2.039216,0,0,0.207,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=abc_g_NOR
ex275,ex275_isqrt_prefix5_ge_tree_lsb_abc_g_OR,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_OR,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_OR.aig,1,1,1,52,8,416,204,2.039216,0,0,0.207,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_ge_tree_lsb; flow=abc_g_OR
ex275,ex275_isqrt_prefix5_ge_tree_lsb_abc_g_XOR,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_XOR,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_XOR.aig,1,0,0,,,,204,,,,0.768,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/logs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_XOR.yosys.log
ex275,ex275_isqrt_prefix5_ge_tree_lsb_abc_g_MUX,unsigned_floor_isqrt,prefix5_ge_tree_lsb+abc_g_MUX,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/verilog/ex275_isqrt_prefix5_ge_tree_lsb.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/aigs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_MUX.aig,1,0,0,,,,204,,,,0.805,sqrt_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex275/logs/ex275_isqrt_prefix5_ge_tree_lsb_abc_g_MUX.yosys.log
