case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_direct_square_abc_g_aig,unsigned_square_x_times_x,direct_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_direct_square_abc_g_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.335,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=abc_g_aig
ex270,ex270_square_direct_square_wreduce_abc_g_aig,unsigned_square_x_times_x,direct_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_direct_square_wreduce_abc_g_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.325,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=wreduce_abc_g_aig
ex270,ex270_square_direct_square_arith_wreduce_aig,unsigned_square_x_times_x,direct_square+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_direct_square_arith_wreduce_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.330,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=arith_wreduce_aig
ex270,ex270_square_direct_square_synth_preset_d20,unsigned_square_x_times_x,direct_square+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_direct_square_synth_preset_d20.aig,1,1,1,252,33,8316,2076,4.005780,0,0,0.395,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=synth_preset_d20
ex270,ex270_square_triangular_balanced_abc_g_aig,unsigned_square_x_times_x,triangular_balanced+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_balanced_abc_g_aig.aig,1,1,1,206,30,6180,2076,2.976879,0,0,0.460,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=abc_g_aig
ex270,ex270_square_triangular_balanced_wreduce_abc_g_aig,unsigned_square_x_times_x,triangular_balanced+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_balanced_wreduce_abc_g_aig.aig,1,1,1,210,30,6300,2076,3.034682,0,0,0.516,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=wreduce_abc_g_aig
ex270,ex270_square_triangular_balanced_arith_wreduce_aig,unsigned_square_x_times_x,triangular_balanced+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_balanced_arith_wreduce_aig.aig,1,1,1,199,28,5572,2076,2.684008,0,0,0.311,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=arith_wreduce_aig
ex270,ex270_square_triangular_balanced_synth_preset_d20,unsigned_square_x_times_x,triangular_balanced+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_balanced_synth_preset_d20.aig,1,1,1,195,27,5265,2076,2.536127,0,0,0.320,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=synth_preset_d20
ex270,ex270_square_triangular_rows_csa_abc_g_aig,unsigned_square_x_times_x,triangular_rows_csa+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_rows_csa.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_rows_csa_abc_g_aig.aig,1,1,1,222,27,5994,2076,2.887283,0,0,0.252,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_rows_csa; flow=abc_g_aig
ex270,ex270_square_triangular_rows_csa_wreduce_abc_g_aig,unsigned_square_x_times_x,triangular_rows_csa+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_rows_csa.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_rows_csa_wreduce_abc_g_aig.aig,1,1,1,223,26,5798,2076,2.792871,0,0,0.262,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_rows_csa; flow=wreduce_abc_g_aig
ex270,ex270_square_triangular_rows_csa_arith_wreduce_aig,unsigned_square_x_times_x,triangular_rows_csa+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_rows_csa.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_rows_csa_arith_wreduce_aig.aig,1,1,1,223,25,5575,2076,2.685453,0,0,0.267,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_rows_csa; flow=arith_wreduce_aig
ex270,ex270_square_triangular_rows_csa_synth_preset_d20,unsigned_square_x_times_x,triangular_rows_csa+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_triangular_rows_csa.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_triangular_rows_csa_synth_preset_d20.aig,1,1,1,226,23,5198,2076,2.503854,0,0,0.337,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_rows_csa; flow=synth_preset_d20
ex270,ex270_square_wallace_square_abc_g_aig,unsigned_square_x_times_x,wallace_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_abc_g_aig.aig,1,1,1,194,23,4462,2076,2.149326,0,0,0.234,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square; flow=abc_g_aig
ex270,ex270_square_wallace_square_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_wreduce_abc_g_aig.aig,1,1,1,194,23,4462,2076,2.149326,0,0,0.245,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_arith_wreduce_aig.aig,1,1,1,193,22,4246,2076,2.045279,0,0,0.285,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_synth_preset_d20,unsigned_square_x_times_x,wallace_square+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_synth_preset_d20.aig,1,1,1,190,22,4180,2076,2.013487,0,0,0.316,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square; flow=synth_preset_d20
ex270,ex270_square_wallace_square_rev_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_abc_g_aig.aig,1,1,1,188,22,4136,2076,1.992293,0,0,0.230,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev; flow=abc_g_aig
ex270,ex270_square_wallace_square_rev_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_wreduce_abc_g_aig.aig,1,1,1,188,22,4136,2076,1.992293,0,0,0.239,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_rev_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_rev+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_arith_wreduce_aig.aig,1,1,1,188,22,4136,2076,1.992293,0,0,0.261,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_rev_synth_preset_d20,unsigned_square_x_times_x,wallace_square_rev+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_synth_preset_d20.aig,1,1,1,187,22,4114,2076,1.981696,0,0,0.381,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev; flow=synth_preset_d20
ex270,ex270_square_wallace_square_outside_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_outside.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_outside_abc_g_aig.aig,1,1,1,186,21,3906,2076,1.881503,0,0,0.247,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_outside.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_outside_wreduce_abc_g_aig.aig,1,1,1,186,21,3906,2076,1.881503,0,0,0.233,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_outside+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_outside.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_outside_arith_wreduce_aig.aig,1,1,1,187,21,3927,2076,1.891618,0,0,0.256,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_outside_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_outside.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_outside_synth_preset_d20.aig,1,1,1,183,20,3660,2076,1.763006,0,0,0.304,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside; flow=synth_preset_d20
ex270,ex270_square_wallace_square_hcla2_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla2+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla2.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla2_abc_g_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.247,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla2; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla2_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla2+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla2.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla2_wreduce_abc_g_aig.aig,1,1,1,198,22,4356,2076,2.098266,0,0,0.250,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla2; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_hcla2_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_hcla2+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla2.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla2_arith_wreduce_aig.aig,1,1,1,198,22,4356,2076,2.098266,0,0,0.252,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla2; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_hcla2_synth_preset_d20,unsigned_square_x_times_x,wallace_square_hcla2+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla2.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla2_synth_preset_d20.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.320,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla2; flow=synth_preset_d20
ex270,ex270_square_wallace_square_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla4_abc_g_aig.aig,1,1,1,196,22,4312,2076,2.077071,0,0,0.236,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla4; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla4_wreduce_abc_g_aig.aig,1,1,1,194,22,4268,2076,2.055877,0,0,1.753,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla4; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_hcla4_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_hcla4+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla4_arith_wreduce_aig.aig,1,1,1,194,22,4268,2076,2.055877,0,0,1.592,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla4; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_hcla4_synth_preset_d20,unsigned_square_x_times_x,wallace_square_hcla4+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla4_synth_preset_d20.aig,1,1,1,194,22,4268,2076,2.055877,0,0,0.765,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla4; flow=synth_preset_d20
ex270,ex270_square_wallace_square_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla6_abc_g_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.239,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla6_wreduce_abc_g_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.245,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_hcla6_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_hcla6+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla6_arith_wreduce_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.247,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_hcla6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_hcla6+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla6_synth_preset_d20.aig,1,1,1,194,22,4268,2076,2.055877,0,0,0.321,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla6; flow=synth_preset_d20
ex270,ex270_square_wallace_square_hcla8_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla8+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla8_abc_g_aig.aig,1,1,1,195,23,4485,2076,2.160405,0,0,0.238,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla8; flow=abc_g_aig
ex270,ex270_square_wallace_square_hcla8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_hcla8+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla8_wreduce_abc_g_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.245,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla8; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_hcla8_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_hcla8+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla8_arith_wreduce_aig.aig,1,1,1,195,22,4290,2076,2.066474,0,0,0.248,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla8; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_hcla8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_hcla8+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_hcla8.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_hcla8_synth_preset_d20.aig,1,1,1,194,22,4268,2076,2.055877,0,0,0.334,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_hcla8; flow=synth_preset_d20
ex270,ex270_square_wallace_square_rev_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla4_abc_g_aig.aig,1,1,1,195,23,4485,2076,2.160405,0,0,0.246,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla4; flow=abc_g_aig
ex270,ex270_square_wallace_square_rev_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,192,23,4416,2076,2.127168,0,0,0.942,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla4; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_rev_hcla4_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_rev_hcla4+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla4_arith_wreduce_aig.aig,1,1,1,192,23,4416,2076,2.127168,0,0,2.849,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla4; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_rev_hcla4_synth_preset_d20,unsigned_square_x_times_x,wallace_square_rev_hcla4+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla4_synth_preset_d20.aig,1,1,1,189,24,4536,2076,2.184971,0,0,0.866,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla4; flow=synth_preset_d20
ex270,ex270_square_wallace_square_rev_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_hcla6+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla6_abc_g_aig.aig,1,1,1,193,23,4439,2076,2.138247,0,0,0.239,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla6; flow=abc_g_aig
ex270,ex270_square_wallace_square_rev_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla6_wreduce_abc_g_aig.aig,1,1,1,193,23,4439,2076,2.138247,0,0,0.245,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla6; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_rev_hcla6_arith_wreduce_aig,unsigned_square_x_times_x,wallace_square_rev_hcla6+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla6_arith_wreduce_aig.aig,1,1,1,193,23,4439,2076,2.138247,0,0,0.248,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla6; flow=arith_wreduce_aig
ex270,ex270_square_wallace_square_rev_hcla6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_rev_hcla6+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_rev_hcla6.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_rev_hcla6_synth_preset_d20.aig,1,1,1,192,23,4416,2076,2.127168,0,0,0.313,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_rev_hcla6; flow=synth_preset_d20
ex270,ex270_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138_full2/ex270/aigs/ex270_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,188,20,3760,2076,1.811175,0,0,0.235,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
