case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex285,ex285_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6,unknown_shared_bdd_12x12,order_0_11_1_10_2_9_3_8_4_7_5_6,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex285/verilog/ex285_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex285/aigs/ex285_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6.aig,1,1,1,1043,18,18774,5499,3.414075,0,0,structural_exact,order_name=order_0_11_1_10_2_9_3_8_4_7_5_6; order=0:11:1:10:2:9:3:8:4:7:5:6; bdd_nodes=595,0.783,unknown function shared-BDD Verilog seed,1,18774,0,
ex285,ex285_unknown_shared_bdd_12x12_order_8_9_10_11_0_1_2_3_4_5_6_7,unknown_shared_bdd_12x12,order_8_9_10_11_0_1_2_3_4_5_6_7,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex285/verilog/ex285_unknown_shared_bdd_12x12_order_8_9_10_11_0_1_2_3_4_5_6_7.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex285/aigs/ex285_unknown_shared_bdd_12x12_order_8_9_10_11_0_1_2_3_4_5_6_7.aig,1,1,1,794,18,14292,5499,2.599018,0,0,structural_exact,order_name=order_8_9_10_11_0_1_2_3_4_5_6_7; order=8:9:10:11:0:1:2:3:4:5:6:7; bdd_nodes=437,1.808,unknown function shared-BDD Verilog seed,1,14292,0,
ex286,ex286_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6,unknown_shared_bdd_13x13,order_0_12_1_11_2_10_3_9_4_8_5_7_6,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex286/verilog/ex286_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex286/aigs/ex286_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6.aig,1,1,1,1494,20,29880,2376,12.575758,0,0,structural_exact,order_name=order_0_12_1_11_2_10_3_9_4_8_5_7_6; order=0:12:1:11:2:10:3:9:4:8:5:7:6; bdd_nodes=837,1.353,unknown function shared-BDD Verilog seed,1,29880,0,
ex287,ex287_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7,unknown_shared_bdd_14x14,order_0_13_1_12_2_11_3_10_4_9_5_8_6_7,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex287/verilog/ex287_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex287/aigs/ex287_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7.aig,1,1,1,1829,21,38409,5782,6.642857,0,0,structural_exact,order_name=order_0_13_1_12_2_11_3_10_4_9_5_8_6_7; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7; bdd_nodes=1088,2.512,unknown function shared-BDD Verilog seed,1,38409,0,
ex288,ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7,unknown_shared_bdd_15x15,order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/aigs/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,structural_exact,order_name=order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7; order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7; bdd_nodes=1170,4.991,unknown function shared-BDD Verilog seed,1,44264,0,
ex289,ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8,unknown_shared_bdd_16x16,order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/aigs/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,structural_exact,order_name=order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8; order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8; bdd_nodes=1131,10.341,unknown function shared-BDD Verilog seed,1,40641,0,
ex290,ex290_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6,unknown_shared_bdd_12x12,order_0_11_1_10_2_9_3_8_4_7_5_6,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex290/verilog/ex290_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex290/aigs/ex290_unknown_shared_bdd_12x12_order_0_11_1_10_2_9_3_8_4_7_5_6.aig,1,1,1,3958,19,75202,42328,1.776649,0,0,structural_exact,order_name=order_0_11_1_10_2_9_3_8_4_7_5_6; order=0:11:1:10:2:9:3:8:4:7:5:6; bdd_nodes=2310,1.763,unknown function shared-BDD Verilog seed,1,75202,0,
ex290,ex290_unknown_shared_bdd_12x12_order_8_9_10_11_0_1_2_3_4_5_6_7,unknown_shared_bdd_12x12,order_8_9_10_11_0_1_2_3_4_5_6_7,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex290/verilog/ex290_unknown_shared_bdd_12x12_order_8_9_10_11_0_1_2_3_4_5_6_7.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex290/aigs/ex290_unknown_shared_bdd_12x12_order_8_9_10_11_0_1_2_3_4_5_6_7.aig,1,1,1,3949,19,75031,42328,1.772609,0,0,structural_exact,order_name=order_8_9_10_11_0_1_2_3_4_5_6_7; order=8:9:10:11:0:1:2:3:4:5:6:7; bdd_nodes=2461,1.749,unknown function shared-BDD Verilog seed,1,75031,0,
ex291,ex291_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6,unknown_shared_bdd_13x13,order_0_12_1_11_2_10_3_9_4_8_5_7_6,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex291/verilog/ex291_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex291/aigs/ex291_unknown_shared_bdd_13x13_order_0_12_1_11_2_10_3_9_4_8_5_7_6.aig,1,1,1,5369,21,112749,66850,1.686597,0,0,structural_exact,order_name=order_0_12_1_11_2_10_3_9_4_8_5_7_6; order=0:12:1:11:2:10:3:9:4:8:5:7:6; bdd_nodes=3083,2.712,unknown function shared-BDD Verilog seed,1,112749,0,
ex292,ex292_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7,unknown_shared_bdd_14x14,order_0_13_1_12_2_11_3_10_4_9_5_8_6_7,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex292/verilog/ex292_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7.v,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex292/aigs/ex292_unknown_shared_bdd_14x14_order_0_13_1_12_2_11_3_10_4_9_5_8_6_7.aig,1,1,1,6827,21,143367,84854,1.689573,0,0,structural_exact,order_name=order_0_13_1_12_2_11_3_10_4_9_5_8_6_7; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7; bdd_nodes=3807,4.529,unknown function shared-BDD Verilog seed,1,143367,0,
