case,candidate_id,hypothesis,function_guess,variant,method_signature,verilog_path,aig_path,metadata_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,classification,selection_reason,source_kind,source_csv,source_run,source_verilog_path,source_aig_path,source_evaluate_log,aig_sha256,verilog_sha256,notes
ex205,ex205_r27_seedcopy_abc_g_aig,bf16_log10_sep_fields_seed_synthflow_refinement,,current sep-fields frontend seed module copy with alternate Yosys mapping,ex205|bf16_log10_sep_fields_seed_synthflow_refinement|current sep-fields frontend seed module copy with alternate Yosys mapping|shared BF16 sign/exponent/mantissa field decode plus manual sign predicate|abc_g_aig|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|field_grouped_word,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r27_seedcopy_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r27_seedcopy_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r27_seedcopy_abc_g_aig.json,1,1,OK,4444,16,71104,47128,1.508742,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round27_20260613_0613/agent_shards/mixed-uncovered-r27/candidates.csv,ex200_ex299_frontend_refgap_round27_20260613_0613,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/mixed-uncovered-r27/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1__seedcopy_r27_seedcopy.v,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/mixed-uncovered-r27/ex205/official_eval/ex205_r27_seedcopy_abc_g_aig/ex205.aig,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/mixed-uncovered-r27/ex205/logs/ex205_r27_seedcopy_abc_g_aig.evaluate.py.log,f31515220af362fffe3a619adb1b73166b6a056acccc7f29c32d689bbb296dbb,f31939a3794fe1a28296501bd3fea34f11148562176a9879864abdd5abb00207,official evaluate.py OK; yosys_flow=abc_g_aig
ex205,ex205_r96_bf16_log10_bit15_exp_formula_abc_g_aig,bf16_log10_selected_sign_formula,,decoded exponent formula for bit15 plus abc_g_aig,bf16_log10_selected_sign_formula,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r96_bf16_log10_bit15_exp_formula_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r96_bf16_log10_bit15_exp_formula_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r96_bf16_log10_bit15_exp_formula_abc_g_aig.json,1,1,OK,4444,16,71104,47128,1.508742,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_structural_round96_20260614_0651/agent_shards/sub-bf16-smallgap-flow-r96/candidates.csv,frontend_gt15_structural_round96_20260614_0651,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex205/verilog/ex205_r96_bf16_log10_bit15_exp_formula_abc_g_aig.v,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex205/official_eval/ex205_r96_bf16_log10_bit15_exp_formula_abc_g_aig/ex205.aig,,807c917de4ab8c2b57257fffd4a553a7e33227b2f599249157feeed026855a0f,0e5e4888c94ec6c09912ff703d028fd3f234f4e8175ad5e90735ae145794e286,official evaluate.py OK; frontend-only source/Yosys flow; replace selected bit15 casez tree with decoded sign/exp comparator formula
ex205,ex205_r95_bf16_log10_transform_source_reuse_out_sign_abc_g_aig,bf16_log10_field_decode_source_cleanup,,current source reusing out_sign instead of duplicate bit15 block,ex205|bf16_log10_field_decode_source_cleanup|current source reusing out_sign instead of duplicate bit15 block|same field decode but removes duplicate selected sign-bit block|abc_g_aig|abc_xf_official_evaluate|field-reassembled word output,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r95_bf16_log10_transform_source_reuse_out_sign_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r95_bf16_log10_transform_source_reuse_out_sign_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r95_bf16_log10_transform_source_reuse_out_sign_abc_g_aig.json,1,1,OK,4450,16,71200,47128,1.510779,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-log-tight-r95/candidates.csv,frontend_gt15_bf16_unknown_round95_20260614_0627,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex205/verilog/ex205_r95_bf16_log10_transform_source_reuse_out_sign.v,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex205/aigs/ex205_r95_bf16_log10_transform_source_reuse_out_sign_abc_g_aig.aig,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex205/logs/ex205_r95_bf16_log10_transform_source_reuse_out_sign_abc_g_aig.evaluate.py.log,0a133042588468973901ae440b6d0e66d73716868f6863f795e0cabdb4e317b1,39bf2fb33c8e8a908479e93cca44c69e859c1397bd4a9aa04231e939b22bf1cc,current ex205 seed reusing existing out_sign block instead of duplicate bit_15 block; official evaluate.py OK; tiny source recut aimed at the 413 ADP threshold gap
ex205,ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig,bf16_log10_field_decode_exp_recut,,separate field split with exp_hi4 mant_hi3 and selected sign bit,ex205|bf16_log10_field_decode_exp_recut|separate field split with exp_hi4 mant_hi3 and selected sign bit|shared field decode with finer exponent grouping|abc_g_aig|abc_xf_official_evaluate|field-reassembled word output,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig.json,1,1,OK,4454,16,71264,47128,1.512137,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-log-tight-r95/candidates.csv,frontend_gt15_bf16_unknown_round95_20260614_0627,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex205/verilog/ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1.v,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex205/aigs/ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig.aig,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95/ex205/logs/ex205_r95_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh1_abc_g_aig.evaluate.py.log,4ccd1b136ffe200e266bdba2a311786c13b6ddf6195d0d068f629feee98f5551,c1e205bb63984bb42e2229cc272cf7ca414a59df61fa7dd0fc3e41eb13e96cef,"separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=7986; sep bit overrides bits=15 bit_hi_bits=1 bit_items=8; official evaluate.py OK; field-level recut, not another word-mode hilo sweep"
ex205,ex205_r96_bf16_log10_sep_fields_current_extra_opt_aig,bf16_log10_field_decode,,current field-decode source with extra_opt_aig,bf16_log10_field_decode,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/verilog/ex205_r96_bf16_log10_sep_fields_current_extra_opt_aig.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/aigs/ex205_r96_bf16_log10_sep_fields_current_extra_opt_aig.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex205/metadata/ex205_r96_bf16_log10_sep_fields_current_extra_opt_aig.json,1,1,OK,4465,16,71440,47128,1.515872,0,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_gt15_structural_round96_20260614_0651/agent_shards/sub-bf16-smallgap-flow-r96/candidates.csv,frontend_gt15_structural_round96_20260614_0651,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex205/verilog/ex205_r96_bf16_log10_sep_fields_current_extra_opt_aig.v,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex205/official_eval/ex205_r96_bf16_log10_sep_fields_current_extra_opt_aig/ex205.aig,,d982ae54bb8cfa4dcd6b25e50103df85af9a5cdeddb2757841fea4a8699d0e30,c5d1edce1fe8e1e009038b4333c87a58c72c08eab33427602401092af055f524,official evaluate.py OK; frontend-only source/Yosys flow; reuse current shared sign/exponent/mantissa field source; vary only Yosys source-to-AIG flow
ex206,ex206_bf16_sin_split_sign_word_mixed_h5_h6special,bf16_sin,sin,split_sign_word_mixed_h5_h6special,bf16_sin,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/metadata/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.json,1,1,OK,26999,21,566979,539049,1.051813,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,,62a7d85ace0aa8594b73a3b32945f7a30c942d06e34def0f390aee8bc929a40e,7c9f5363633dad6d62e3e5413866a9a1e4aea6ad422c8c2e56580eed31ecd210,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=64772; archived_low_value_intermediate"
ex206,ex206_bf16_sin_split_sign_word_h4_first,bf16_sin,sin,split_sign_word_h4_first,bf16_sin,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/verilog/ex206_bf16_sin_split_sign_word_h4_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/aigs/ex206_bf16_sin_split_sign_word_h4_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/metadata/ex206_bf16_sin_split_sign_word_h4_first.json,1,1,OK,27130,21,569730,539049,1.056917,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h4_first.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h4_first.aig,,9e8ce75f07e08762ecac254258dd88f7209ad510fd284c1a6ad2084408b2fb92,1ec4376d5e7a5d78356ba8b27e26e177b6b018b3fcbb2ff67da366081323d0eb,split-sign word hi_bits=4 default_mode=first items=64916; curated_active_seed
ex206,ex206_bf16_sin_split_sign_word_h4,bf16_sin,sin,split_sign_word_h4,bf16_sin,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/verilog/ex206_bf16_sin_split_sign_word_h4.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/aigs/ex206_bf16_sin_split_sign_word_h4.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/metadata/ex206_bf16_sin_split_sign_word_h4.json,1,1,OK,27149,21,570129,539049,1.057657,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h4.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h4.aig,,f79589442949331d7f36861a16ce7b2b58600101dd22641bbb386e82a0feef27,836d170583a997e70177eb81cf4fbb08e2a4ecf08bde0d72cc16631f5d6baf0a,split-sign word hi_bits=4 items=64718; curated_active_seed
ex206,ex206_bf16_sin_split_sign_word_h6,bf16_sin,sin,split_sign_word_h6,bf16_sin,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/verilog/ex206_bf16_sin_split_sign_word_h6.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/aigs/ex206_bf16_sin_split_sign_word_h6.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex206/metadata/ex206_bf16_sin_split_sign_word_h6.json,1,1,OK,27642,21,580482,539049,1.076863,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h6.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h6.aig,,647260e5043bb335570ffe9149836b8f1c4071e0e6873bbf04e09e37b8ebb92b,6d7d2f7492d9071d687fb45b0afe227fcb633df3bea5e909e65326b4bf7ddbdc,split-sign word hi_bits=6 items=64880; archived_low_value_intermediate
ex207,ex207_bf16_tan_split_sign_word_mixed_h5_h6special,bf16_tan,tan,split_sign_word_mixed_h5_h6special,bf16_tan,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/metadata/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.json,1,1,OK,30193,21,634053,627817,1.009933,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,,01690aaf67f9cf8e5e204a917f961439afce474027724d6008d516309b3836e6,2154ae7f51b99d345a779a6a58e4bbf8b1c1f2a1353fab7d2dc5d29db95e2f7c,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=65012; curated_active_seed"
ex207,ex207_bf16_tan_split_sign_word_h5,bf16_tan,tan,split_sign_word_h5,bf16_tan,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/verilog/ex207_bf16_tan_split_sign_word_h5.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/aigs/ex207_bf16_tan_split_sign_word_h5.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/metadata/ex207_bf16_tan_split_sign_word_h5.json,1,1,OK,30217,21,634557,627817,1.010736,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_split_sign_word_h5.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_split_sign_word_h5.aig,,81494cbea443cdd9c0bd8a8e32f7f204145d87508dbd3d9bf870dd30c6cb1a61,4736a751cc11eb4bd78eb6a39dc28e19d44f74f1e4cc15587142b44afefb54fc,split-sign word hi_bits=5 items=65014; curated_active_seed
ex207,ex207_bf16_tan_split_sign_word_h4_first,bf16_tan,tan,split_sign_word_h4_first,bf16_tan,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/verilog/ex207_bf16_tan_split_sign_word_h4_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/aigs/ex207_bf16_tan_split_sign_word_h4_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/metadata/ex207_bf16_tan_split_sign_word_h4_first.json,1,1,OK,30306,21,636426,627817,1.013713,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_split_sign_word_h4_first.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_split_sign_word_h4_first.aig,,2f183cba29e09021af1fc4fcdf35376e7e826fd4e73a97a3ae534e31ee5ca2b6,ee30cde4a6311301bb9662e3bfe13d9e25e45272a424ed9c77a4939d1dc8c169,split-sign word hi_bits=4 default_mode=first items=65022; curated_active_seed; archived_low_value_intermediate
ex207,ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4,bf16_tan,,odd_pos_passthrough_descriptor_h4,bf16_tan,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/verilog/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/aigs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex207/metadata/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.json,1,1,OK,30482,21,640122,627817,1.019600,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/verilog/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/aigs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/logs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.evaluate.log,9f23a5b0f700d2db00ca5558650bce60856cc6876736ead181e6adb58c20e1ec,54cb3f1f78d1a8c36495744bce536869d7e5d3504c154382a51468eee4a75d2e,reused existing official evaluate.py artifact from this shard
ex208,ex208_bf16_sinh_legacy_split_sign_exp_mant_case,bf16_sinh,sinh,legacy_split_sign_exp_mant_case,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.json,1,1,OK,2208,15,33120,24505,1.351561,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,,22816727ba8ccb867614859f2a071c49947dd657ec4ce6e40a84e22d35137737,403e224457f03a65f75b2e5c3d47fbef416c1d2a39864236ba5a42c92f4a7827,legacy bf16_verilog_search split_sign_exp_mant_case; 34548; curated_active_seed
ex208,ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15,bf16_sinh,sinh,default_in_const_excepts_h3_manual_bits_15,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.json,1,1,OK,2100,16,33600,24505,1.371149,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.aig,,b0801dbee66c0d443f59e4a0f6899f92fa79f4e4041f2672d910fd61048704c2,dd10a44ed3bd3e4297ce224ff6ee40ad1211259ec4aaef06e97d31dbbf79cd68,default expr in with exception hi_bits=3 items=2702; manual formula bits=15; archived_low_value_intermediate
ex208,ex208_bf16_sinh_odd_pos_fields_e3_m3,bf16_sinh,sinh,odd_pos_fields_e3_m3,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_odd_pos_fields_e3_m3.json,1,1,OK,2269,15,34035,24505,1.388900,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,,7b921a63bd1440c389cb6941cf6d7a4137f9a12ccc713ce5c85d14030a3d055c,507e2ffce291e156e33e090c269473b6bcee1d709af0ddcc456357d7c8eb812d,positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=17499; archived_low_value_intermediate
ex208,ex208_bf16_sinh_default_in_excepts_h3,bf16_sinh,sinh,default_in_excepts_h3,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_default_in_excepts_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_default_in_excepts_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_default_in_excepts_h3.json,1,1,OK,2140,16,34240,24505,1.397266,1,0,frontend_verified,backend_start_diverse_noncurrent,student_runs,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_default_in_excepts_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_default_in_excepts_h3.aig,,a289964ab7dd8d88c60bb1371edaa2fe795fc9c9f07e232adad294c5ac054ba6,bbbb85a3608cd2520048cf3628c1a24021501a8bfe5a905feac6ec32ef9c9225,default expr in with exception hi_bits=3 items=4410; curated_active_seed
ex208,ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15,bf16_sinh,,default_in_const_excepts_h4_manual_bits_15,bf16_sinh,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.json,1,1,OK,2161,16,34576,24505,1.410977,1,0,frontend_verified,backend_start_diverse_noncurrent,frontend_campaign_shard,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,frontend_bf16_unknown_struct_round94_20260614_0552,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/logs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.evaluate.log,26ca4d8c3ceecaeb2a39fd92c8670a59bf388f684e1d2c0f6c299de76c53187a,35097f03422244a7d8f1c1341bb190da766010ea261365f7115f23df95c6b4a7,default expression in with first-value local exception defaults; hi_bits=4; items=2736; manual bit 15 override hi_bits=4 items=25; official_evaluate_runtime_sec=0.880
