case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_direct_square_abc_g_aig,unsigned_square_x_times_x,direct_square+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_direct_square_abc_g_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.373,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=abc_g_aig
ex270,ex270_square_direct_square_wreduce_abc_g_aig,unsigned_square_x_times_x,direct_square+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_direct_square_wreduce_abc_g_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.467,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=wreduce_abc_g_aig
ex270,ex270_square_direct_square_arith_wreduce_aig,unsigned_square_x_times_x,direct_square+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_direct_square_arith_wreduce_aig.aig,1,1,1,270,33,8910,2076,4.291908,0,0,0.431,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=arith_wreduce_aig
ex270,ex270_square_direct_square_synth_preset_d20,unsigned_square_x_times_x,direct_square+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_direct_square.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_direct_square_synth_preset_d20.aig,1,1,1,252,33,8316,2076,4.005780,0,0,0.485,semantic_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=direct_square; flow=synth_preset_d20
ex270,ex270_square_triangular_balanced_abc_g_aig,unsigned_square_x_times_x,triangular_balanced+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_triangular_balanced_abc_g_aig.aig,1,1,1,206,30,6180,2076,2.976879,0,0,0.496,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=abc_g_aig
ex270,ex270_square_triangular_balanced_wreduce_abc_g_aig,unsigned_square_x_times_x,triangular_balanced+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_triangular_balanced_wreduce_abc_g_aig.aig,1,1,1,210,30,6300,2076,3.034682,0,0,0.610,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=wreduce_abc_g_aig
ex270,ex270_square_triangular_balanced_arith_wreduce_aig,unsigned_square_x_times_x,triangular_balanced+arith_wreduce_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_triangular_balanced_arith_wreduce_aig.aig,1,1,1,199,28,5572,2076,2.684008,0,0,0.447,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=arith_wreduce_aig
ex270,ex270_square_triangular_balanced_synth_preset_d20,unsigned_square_x_times_x,triangular_balanced+synth_preset_d20,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_triangular_balanced.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_triangular_balanced_synth_preset_d20.aig,1,1,1,195,27,5265,2076,2.536127,0,0,0.523,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_balanced; flow=synth_preset_d20
ex270,ex270_square_triangular_rows_csa_abc_g_aig,unsigned_square_x_times_x,triangular_rows_csa+abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_triangular_rows_csa.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_triangular_rows_csa_abc_g_aig.aig,1,1,1,222,27,5994,2076,2.887283,0,0,0.444,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_rows_csa; flow=abc_g_aig
ex270,ex270_square_triangular_rows_csa_wreduce_abc_g_aig,unsigned_square_x_times_x,triangular_rows_csa+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/verilog/ex270_square_triangular_rows_csa.v,student/work/ex270_ex274_frontend_square_structures_20260609_1138/ex270/aigs/ex270_square_triangular_rows_csa_wreduce_abc_g_aig.aig,1,1,1,223,26,5798,2076,2.792871,0,0,0.541,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=triangular_rows_csa; flow=wreduce_abc_g_aig
