case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw,1,380,23,8740,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.abc.log; synth_sec=0.491; abc_sec=0.000; eval_sec=0.441
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_product_attr_shared_synth_preset_raw,1,416,33,13728,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/verilog/ex246_semantic_mul_product_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/aigs/ex246_ex246_semantic_mul_product_attr_shared_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_semantic_mul_product_attr_shared_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_product_attr_shared/logs/ex246_ex246_semantic_mul_product_attr_shared_synth_preset_raw.abc.log; synth_sec=0.425; abc_sec=0.000; eval_sec=0.437
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigpair_attr_shared_default_raw,1,486,27,13122,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/verilog/ex246_semantic_mul_sigpair_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/aigs/ex246_ex246_semantic_mul_sigpair_attr_shared_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_semantic_mul_sigpair_attr_shared_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_default_raw.abc.log; synth_sec=0.261; abc_sec=0.000; eval_sec=0.438
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigpair_attr_shared_extra_share_raw,1,486,27,13122,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/verilog/ex246_semantic_mul_sigpair_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/aigs/ex246_ex246_semantic_mul_sigpair_attr_shared_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_semantic_mul_sigpair_attr_shared_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_extra_share_raw.abc.log; synth_sec=0.271; abc_sec=0.000; eval_sec=0.447
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigpair_attr_shared_abc_g_aig_raw,1,476,27,12852,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/verilog/ex246_semantic_mul_sigpair_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/aigs/ex246_ex246_semantic_mul_sigpair_attr_shared_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_semantic_mul_sigpair_attr_shared_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_abc_g_aig_raw.abc.log; synth_sec=0.266; abc_sec=0.000; eval_sec=0.438
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_sigpair_attr_shared_synth_preset_raw,1,489,27,13203,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/verilog/ex246_semantic_mul_sigpair_attr_shared.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/aigs/ex246_ex246_semantic_mul_sigpair_attr_shared_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_semantic_mul_sigpair_attr_shared_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_sigpair_attr_shared/logs/ex246_ex246_semantic_mul_sigpair_attr_shared_synth_preset_raw.abc.log; synth_sec=0.394; abc_sec=0.000; eval_sec=0.442
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_normsplit_attr_default_raw,1,528,25,13200,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/verilog/ex246_semantic_mul_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/aigs/ex246_ex246_semantic_mul_normsplit_attr_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_semantic_mul_normsplit_attr_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_default_raw.abc.log; synth_sec=0.324; abc_sec=0.000; eval_sec=0.442
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_normsplit_attr_extra_share_raw,1,533,25,13325,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/verilog/ex246_semantic_mul_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/aigs/ex246_ex246_semantic_mul_normsplit_attr_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_semantic_mul_normsplit_attr_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_extra_share_raw.abc.log; synth_sec=0.333; abc_sec=0.000; eval_sec=0.529
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_normsplit_attr_abc_g_aig_raw,1,524,25,13100,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/verilog/ex246_semantic_mul_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/aigs/ex246_ex246_semantic_mul_normsplit_attr_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_semantic_mul_normsplit_attr_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_abc_g_aig_raw.abc.log; synth_sec=0.333; abc_sec=0.000; eval_sec=0.447
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_normsplit_attr_synth_preset_raw,1,518,24,12432,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/verilog/ex246_semantic_mul_normsplit_attr.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/aigs/ex246_ex246_semantic_mul_normsplit_attr_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_semantic_mul_normsplit_attr_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_normsplit_attr/logs/ex246_ex246_semantic_mul_normsplit_attr_synth_preset_raw.abc.log; synth_sec=0.472; abc_sec=0.000; eval_sec=0.448
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_logcode_default_raw,1,472,25,11800,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/verilog/ex246_semantic_mul_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/aigs/ex246_ex246_semantic_mul_logcode_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_semantic_mul_logcode_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_default_raw.abc.log; synth_sec=0.343; abc_sec=0.000; eval_sec=0.447
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_logcode_extra_share_raw,1,479,25,11975,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/verilog/ex246_semantic_mul_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/aigs/ex246_ex246_semantic_mul_logcode_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_semantic_mul_logcode_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_extra_share_raw.abc.log; synth_sec=0.400; abc_sec=0.000; eval_sec=0.441
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_logcode_abc_g_aig_raw,1,467,25,11675,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/verilog/ex246_semantic_mul_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/aigs/ex246_ex246_semantic_mul_logcode_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_semantic_mul_logcode_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_abc_g_aig_raw.abc.log; synth_sec=0.348; abc_sec=0.000; eval_sec=0.448
ex246,float_fp8,local-fp8-source-r50,ex246_ex246_semantic_mul_logcode_synth_preset_raw,1,462,21,9702,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/verilog/ex246_semantic_mul_logcode.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/aigs/ex246_ex246_semantic_mul_logcode_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_semantic_mul_logcode_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex246/ex246_semantic_mul_logcode/logs/ex246_ex246_semantic_mul_logcode_synth_preset_raw.abc.log; synth_sec=0.506; abc_sec=0.000; eval_sec=0.443
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_den_default_raw,1,381,27,10287,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/verilog/ex247_semantic_div_bound_smallpat_nested_den.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_semantic_div_bound_smallpat_nested_den_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_default_raw.abc.log; synth_sec=0.281; abc_sec=0.000; eval_sec=0.450
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_den_extra_share_raw,1,380,27,10260,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/verilog/ex247_semantic_div_bound_smallpat_nested_den.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_semantic_div_bound_smallpat_nested_den_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_extra_share_raw.abc.log; synth_sec=0.296; abc_sec=0.000; eval_sec=0.444
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_den_abc_g_aig_raw,1,373,26,9698,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/verilog/ex247_semantic_div_bound_smallpat_nested_den.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_semantic_div_bound_smallpat_nested_den_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_abc_g_aig_raw.abc.log; synth_sec=0.282; abc_sec=0.000; eval_sec=0.445
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_den_synth_preset_raw,1,374,25,9350,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/verilog/ex247_semantic_div_bound_smallpat_nested_den.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_den_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_semantic_div_bound_smallpat_nested_den_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_den/logs/ex247_ex247_semantic_div_bound_smallpat_nested_den_synth_preset_raw.abc.log; synth_sec=0.380; abc_sec=0.000; eval_sec=0.450
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_num_default_raw,1,380,25,9500,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/verilog/ex247_semantic_div_bound_smallpat_nested_num.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_default_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_semantic_div_bound_smallpat_nested_num_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_default_raw.abc.log; synth_sec=0.287; abc_sec=0.000; eval_sec=0.447
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_num_extra_share_raw,1,386,27,10422,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/verilog/ex247_semantic_div_bound_smallpat_nested_num.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_extra_share_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_semantic_div_bound_smallpat_nested_num_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_extra_share_raw.abc.log; synth_sec=0.290; abc_sec=0.000; eval_sec=0.469
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_num_abc_g_aig_raw,1,376,25,9400,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/verilog/ex247_semantic_div_bound_smallpat_nested_num.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_abc_g_aig_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_semantic_div_bound_smallpat_nested_num_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_abc_g_aig_raw.abc.log; synth_sec=0.289; abc_sec=0.000; eval_sec=0.442
ex247,float_fp8,local-fp8-source-r50,ex247_ex247_semantic_div_bound_smallpat_nested_num_synth_preset_raw,1,378,26,9828,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/verilog/ex247_semantic_div_bound_smallpat_nested_num.v,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/aigs/ex247_ex247_semantic_div_bound_smallpat_nested_num_synth_preset_raw.aig,student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_semantic_div_bound_smallpat_nested_num_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_only_round50_20260613_0916/local-fp8-source-r50/ex247/ex247_semantic_div_bound_smallpat_nested_num/logs/ex247_ex247_semantic_div_bound_smallpat_nested_num_synth_preset_raw.abc.log; synth_sec=0.379; abc_sec=0.000; eval_sec=0.440
