case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_rows_plus_abc_g_aig,signed low4_high4:a*b,baugh_wooley_rows_plus+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_rows_plus_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.587,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_rows_plus; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_rows_plus_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_rows_plus+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_plus_wreduce_abc_g_aig.aig,1,1,1,493,32,15776,9724,1.622378,0,0,1.851,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_plus; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_rows_plus_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_rows_plus+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_plus_synth_preset_d13.aig,1,1,1,493,33,16269,9724,1.673077,0,0,1.908,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_plus; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_rows_plus_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_rows_plus+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_plus.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_plus_synth_preset_d18.aig,1,1,1,493,33,16269,9724,1.673077,0,0,1.923,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_plus; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_rows_cla_abc_g_aig,signed low8_high8:a*b,baugh_wooley_rows_cla+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_cla_abc_g_aig.aig,1,1,1,490,32,15680,9724,1.612505,0,0,1.854,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_cla; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_rows_cla_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_rows_cla+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_cla_wreduce_abc_g_aig.aig,1,1,1,490,34,16660,9724,1.713287,0,0,1.873,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_cla; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_rows_cla_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_rows_cla+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_cla_synth_preset_d13.aig,1,1,1,490,32,15680,9724,1.612505,0,0,1.981,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_cla; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_rows_cla_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_rows_cla+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_cla.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_cla_synth_preset_d18.aig,1,1,1,490,32,15680,9724,1.612505,0,0,1.992,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_cla; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_rows_hcla4+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_abc_g_aig.aig,1,1,1,534,26,13884,9724,1.427807,1,0,1.931,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_rows_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_rows_hcla4+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_wreduce_abc_g_aig.aig,1,1,1,532,26,13832,9724,1.422460,1,0,1.936,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_rows_hcla4+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d13.aig,1,1,1,520,28,14560,9724,1.497326,1,0,2.071,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_rows_hcla4+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_rows_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_rows_hcla4_synth_preset_d18.aig,1,1,1,520,28,14560,9724,1.497326,1,0,2.072,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_rows_hcla4; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,488,28,13664,9724,1.405183,1,0,1.916,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,489,28,13692,9724,1.408063,1,0,1.935,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.060,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,489,27,13203,9724,1.357775,1,0,2.054,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex264,ex264_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,492,30,14760,9724,1.517894,0,0,1.886,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low8_high8:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,492,30,14760,9724,1.517894,0,0,1.899,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,480,32,15360,9724,1.579597,0,0,2.013,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low8_high8:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,480,32,15360,9724,1.579597,0,0,2.024,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
