case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex225,ex225_fp16_log10_manual15_14_13_predecode12_9,fp16_log10,manual15_14_13_predecode12_9,student/work/ex225_frontend_fp16_predecode_correction_20260607_1548/ex225/verilog/ex225_fp16_log10_manual15_14_13_predecode12_9.v,student/work/ex225_frontend_fp16_predecode_correction_20260607_1548/ex225/aigs/ex225_fp16_log10_manual15_14_13_predecode12_9.aig,1,1,11527,23,265121,116676,2.272284,0,0,structural_exact,"exact high/low mantissa correction; table_items=31777; predecode bits=12,9; thresholds=53; const_groups=47; expr_groups=17; total_runs=72; manual_bits=15,14,13"
