case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex286,ex286_unknown_symcof_interleave_f00_k4_onehot_group,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_onehot_group,student/work/ex286_frontend_symcof_selector_20260609_0822/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4_onehot_group.v,student/work/ex286_frontend_symcof_selector_20260609_0822/ex286/aigs/ex286_unknown_symcof_interleave_f00_k4_onehot_group.aig,1449,16,23184,"pairs=4:5,6:7; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=134:147:145:152:150:133:157:153:148:141:123:139:150:143:143:133; total_group_nodes=2291; anf_bits=; popcount_repair_bits=; hash=9fd478cb0a63",unknown symmetry cofactor class-onehot Verilog seed
