case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/verilog/ex270_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex270/aigs/ex270_square_low4_case_constmul_abc_g_aig.aig,1,1,1,418,12,5016,2076,2.416185,0,0,0.489,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=low4_case_constmul; flow=abc_g_aig
ex271,ex271_square_low_high_split_synth_preset,unsigned_square_x_times_x,low_high_split+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_synth_preset.aig,1,1,1,372,36,13392,5542,2.416456,0,0,0.365,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split; flow=synth_preset
ex271,ex271_square_low_high_split_synth_preset_d20,unsigned_square_x_times_x,low_high_split+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_synth_preset_d20.aig,1,1,1,372,36,13392,5542,2.416456,0,0,0.368,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split; flow=synth_preset_d20
ex271,ex271_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,380,33,12540,5542,2.262721,0,0,0.318,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex271,ex271_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,384,33,12672,5542,2.286539,0,0,0.325,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
ex271,ex271_square_low_high_split_hcla_synth_preset,unsigned_square_x_times_x,low_high_split_hcla+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_hcla_synth_preset.aig,1,1,1,339,34,11526,5542,2.079755,0,0,0.399,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split_hcla; flow=synth_preset
ex271,ex271_square_low_high_split_hcla_synth_preset_d20,unsigned_square_x_times_x,low_high_split_hcla+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/verilog/ex271_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex271/aigs/ex271_square_low_high_split_hcla_synth_preset_d20.aig,1,1,1,339,34,11526,5542,2.079755,0,0,0.397,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=low_high_split_hcla; flow=synth_preset_d20
ex272,ex272_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_constmul_abc_g_aig.aig,1,1,1,1814,41,74374,10880,6.835846,0,0,1.142,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_constmul; flow=abc_g_aig
ex272,ex272_square_low4_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_constmul_wreduce_abc_g_aig.aig,1,1,1,1803,40,72120,10880,6.628676,0,0,1.138,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_constmul; flow=wreduce_abc_g_aig
ex272,ex272_square_low4_case_constmul_synth_preset,unsigned_square_x_times_x,low4_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_constmul_synth_preset.aig,1,1,1,1714,41,70274,10880,6.459007,0,0,1.243,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_constmul; flow=synth_preset
ex272,ex272_square_low4_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low4_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_constmul_synth_preset_d20.aig,1,1,1,1714,41,70274,10880,6.459007,0,0,1.269,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_constmul; flow=synth_preset_d20
ex272,ex272_square_low5_case_constmul_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_constmul_abc_g_aig.aig,1,1,1,2994,42,125748,10880,11.557721,0,0,2.038,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_constmul; flow=abc_g_aig
ex272,ex272_square_low5_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_constmul_wreduce_abc_g_aig.aig,1,1,1,2968,42,124656,10880,11.457353,0,0,2.067,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_constmul; flow=wreduce_abc_g_aig
ex272,ex272_square_low5_case_constmul_synth_preset,unsigned_square_x_times_x,low5_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_constmul_synth_preset.aig,1,1,1,2788,41,114308,10880,10.506250,0,0,1.878,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_constmul; flow=synth_preset
ex272,ex272_square_low5_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low5_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_constmul_synth_preset_d20.aig,1,1,1,2788,41,114308,10880,10.506250,0,0,1.883,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_constmul; flow=synth_preset_d20
ex272,ex272_square_low6_case_constmul_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low6_case_constmul_abc_g_aig.aig,1,1,1,4446,55,244530,10880,22.475184,0,0,3.550,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low6_case_constmul; flow=abc_g_aig
ex272,ex272_square_low6_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low6_case_constmul_wreduce_abc_g_aig.aig,1,1,1,4456,54,240624,10880,22.116176,0,0,3.628,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low6_case_constmul; flow=wreduce_abc_g_aig
ex272,ex272_square_low6_case_constmul_synth_preset,unsigned_square_x_times_x,low6_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low6_case_constmul_synth_preset.aig,1,1,1,4305,55,236775,10880,21.762408,0,0,3.062,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low6_case_constmul; flow=synth_preset
ex272,ex272_square_low6_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low6_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low6_case_constmul_synth_preset_d20.aig,1,1,1,4305,55,236775,10880,21.762408,0,0,3.099,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low6_case_constmul; flow=synth_preset_d20
ex272,ex272_square_low4_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_high_direct_abc_g_aig.aig,1,1,1,571,40,22840,10880,2.099265,0,0,0.418,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_high_direct; flow=abc_g_aig
ex272,ex272_square_low4_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,576,40,23040,10880,2.117647,0,0,0.412,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_high_direct; flow=wreduce_abc_g_aig
ex272,ex272_square_low4_case_high_direct_synth_preset,unsigned_square_x_times_x,low4_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_high_direct_synth_preset.aig,1,1,1,560,40,22400,10880,2.058824,0,0,0.514,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_high_direct; flow=synth_preset
ex272,ex272_square_low4_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low4_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low4_case_high_direct_synth_preset_d20.aig,1,1,1,560,40,22400,10880,2.058824,0,0,0.496,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low4_case_high_direct; flow=synth_preset_d20
ex272,ex272_square_low5_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_high_direct_abc_g_aig.aig,1,1,1,557,41,22837,10880,2.098989,0,0,0.441,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_high_direct; flow=abc_g_aig
ex272,ex272_square_low5_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,562,41,23042,10880,2.117831,0,0,0.449,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_high_direct; flow=wreduce_abc_g_aig
ex272,ex272_square_low5_case_high_direct_synth_preset,unsigned_square_x_times_x,low5_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_high_direct_synth_preset.aig,1,1,1,545,41,22345,10880,2.053768,0,0,0.514,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_high_direct; flow=synth_preset
ex272,ex272_square_low5_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low5_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low5_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low5_case_high_direct_synth_preset_d20.aig,1,1,1,545,41,22345,10880,2.053768,0,0,0.507,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low5_case_high_direct; flow=synth_preset_d20
ex272,ex272_square_low_high_split_abc_g_aig,unsigned_square_x_times_x,low_high_split+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_abc_g_aig.aig,1,1,1,511,38,19418,10880,1.784743,0,0,0.408,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split; flow=abc_g_aig
ex272,ex272_square_low_high_split_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_wreduce_abc_g_aig.aig,1,1,1,507,38,19266,10880,1.770772,0,0,0.428,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split; flow=wreduce_abc_g_aig
ex272,ex272_square_low_high_split_synth_preset,unsigned_square_x_times_x,low_high_split+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_synth_preset.aig,1,1,1,569,44,25036,10880,2.301103,0,0,0.557,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split; flow=synth_preset
ex272,ex272_square_low_high_split_synth_preset_d20,unsigned_square_x_times_x,low_high_split+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_synth_preset_d20.aig,1,1,1,569,44,25036,10880,2.301103,0,0,0.536,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split; flow=synth_preset_d20
ex272,ex272_square_low_high_split_hcla_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_hcla_abc_g_aig.aig,1,1,1,539,35,18865,10880,1.733915,0,0,0.447,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split_hcla; flow=abc_g_aig
ex272,ex272_square_low_high_split_hcla_wreduce_abc_g_aig,unsigned_square_x_times_x,low_high_split_hcla+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_hcla_wreduce_abc_g_aig.aig,1,1,1,538,35,18830,10880,1.730699,0,0,0.477,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split_hcla; flow=wreduce_abc_g_aig
ex272,ex272_square_low_high_split_hcla_synth_preset,unsigned_square_x_times_x,low_high_split_hcla+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_hcla_synth_preset.aig,1,1,1,513,37,18981,10880,1.744577,0,0,0.525,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split_hcla; flow=synth_preset
ex272,ex272_square_low_high_split_hcla_synth_preset_d20,unsigned_square_x_times_x,low_high_split_hcla+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/verilog/ex272_square_low_high_split_hcla.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex272/aigs/ex272_square_low_high_split_hcla_synth_preset_d20.aig,1,1,1,513,37,18981,10880,1.744577,0,0,0.549,square_specific_structural_rtl,exact unsigned 12-bit square x*x over 4096 inputs; source=low_high_split_hcla; flow=synth_preset_d20
ex273,ex273_square_low4_case_constmul_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_constmul_abc_g_aig.aig,1,1,1,2641,58,153178,15078,10.159040,0,0,2.104,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_constmul; flow=abc_g_aig
ex273,ex273_square_low4_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_constmul_wreduce_abc_g_aig.aig,1,1,1,2641,58,153178,15078,10.159040,0,0,2.116,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_constmul; flow=wreduce_abc_g_aig
ex273,ex273_square_low4_case_constmul_synth_preset,unsigned_square_x_times_x,low4_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_constmul_synth_preset.aig,1,1,1,2407,58,139606,15078,9.258920,0,0,2.176,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_constmul; flow=synth_preset
ex273,ex273_square_low4_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low4_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_constmul_synth_preset_d20.aig,1,1,1,2407,58,139606,15078,9.258920,0,0,2.192,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_constmul; flow=synth_preset_d20
ex273,ex273_square_low5_case_constmul_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_constmul_abc_g_aig.aig,1,1,1,4151,47,195097,15078,12.939183,0,0,4.314,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_constmul; flow=abc_g_aig
ex273,ex273_square_low5_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low5_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_constmul_wreduce_abc_g_aig.aig,1,1,1,4127,47,193969,15078,12.864372,0,0,4.329,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_constmul; flow=wreduce_abc_g_aig
ex273,ex273_square_low5_case_constmul_synth_preset,unsigned_square_x_times_x,low5_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_constmul_synth_preset.aig,1,1,1,3884,46,178664,15078,11.849317,0,0,4.211,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_constmul; flow=synth_preset
ex273,ex273_square_low5_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low5_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low5_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low5_case_constmul_synth_preset_d20.aig,1,1,1,3884,46,178664,15078,11.849317,0,0,4.256,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low5_case_constmul; flow=synth_preset_d20
ex273,ex273_square_low6_case_constmul_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low6_case_constmul_abc_g_aig.aig,1,1,1,6910,58,400780,15078,26.580448,0,0,8.406,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low6_case_constmul; flow=abc_g_aig
ex273,ex273_square_low6_case_constmul_wreduce_abc_g_aig,unsigned_square_x_times_x,low6_case_constmul+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low6_case_constmul_wreduce_abc_g_aig.aig,1,1,1,6912,58,400896,15078,26.588142,0,0,8.266,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low6_case_constmul; flow=wreduce_abc_g_aig
ex273,ex273_square_low6_case_constmul_synth_preset,unsigned_square_x_times_x,low6_case_constmul+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low6_case_constmul_synth_preset.aig,1,1,1,6454,55,354970,15078,23.542247,0,0,7.201,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low6_case_constmul; flow=synth_preset
ex273,ex273_square_low6_case_constmul_synth_preset_d20,unsigned_square_x_times_x,low6_case_constmul+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low6_case_constmul.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low6_case_constmul_synth_preset_d20.aig,1,1,1,6454,55,354970,15078,23.542247,0,0,7.205,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low6_case_constmul; flow=synth_preset_d20
ex273,ex273_square_low4_case_high_direct_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_high_direct_abc_g_aig.aig,1,1,1,910,46,41860,15078,2.776230,0,0,0.807,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_high_direct; flow=abc_g_aig
ex273,ex273_square_low4_case_high_direct_wreduce_abc_g_aig,unsigned_square_x_times_x,low4_case_high_direct+wreduce_abc_g_aig,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_high_direct_wreduce_abc_g_aig.aig,1,1,1,918,46,42228,15078,2.800637,0,0,0.822,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_high_direct; flow=wreduce_abc_g_aig
ex273,ex273_square_low4_case_high_direct_synth_preset,unsigned_square_x_times_x,low4_case_high_direct+synth_preset,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_high_direct_synth_preset.aig,1,1,1,877,46,40342,15078,2.675554,0,0,0.925,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_high_direct; flow=synth_preset
ex273,ex273_square_low4_case_high_direct_synth_preset_d20,unsigned_square_x_times_x,low4_case_high_direct+synth_preset_d20,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/verilog/ex273_square_low4_case_high_direct.v,student/work/ex270_ex274_frontend_square_constcofactor_20260609_1138/ex273/aigs/ex273_square_low4_case_high_direct_synth_preset_d20.aig,1,1,1,877,46,40342,15078,2.675554,0,0,0.883,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=low4_case_high_direct; flow=synth_preset_d20
