case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_prefix_parity_reduce_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_20260608_1748/ex280/verilog/ex280_unknown_bdd_key_prefix_parity_reduce_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_synthflow_20260608_1751/ex280/aigs/ex280_prefix_parity_reduce_interleave_abc_g_aig.aig,796,29,23084,Yosys abc gate set aig,Yosys abc gate set aig
ex281,ex281_prefix_parity_reduce_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_20260608_1748/ex281/verilog/ex281_unknown_bdd_key_prefix_parity_reduce_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_synthflow_20260608_1751/ex281/aigs/ex281_prefix_parity_reduce_interleave_abc_g_aig.aig,932,33,30756,Yosys abc gate set aig,Yosys abc gate set aig
ex282,ex282_prefix_parity_reduce_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_20260608_1748/ex282/verilog/ex282_unknown_bdd_key_prefix_parity_reduce_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_synthflow_20260608_1751/ex282/aigs/ex282_prefix_parity_reduce_interleave_abc_g_aig.aig,1088,35,38080,Yosys abc gate set aig,Yosys abc gate set aig
ex283,ex283_prefix_parity_reduce_interleave_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_20260608_1748/ex283/verilog/ex283_unknown_bdd_key_prefix_parity_reduce_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_synthflow_20260608_1751/ex283/aigs/ex283_prefix_parity_reduce_interleave_abc_g_aig.aig,1266,39,49374,Yosys abc gate set aig,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_interleave_synth_preset,,synth_preset,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_20260608_1748/ex284/verilog/ex284_unknown_bdd_key_prefix_parity_reduce_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_reduce_key_synthflow_20260608_1751/ex284/aigs/ex284_prefix_parity_reduce_interleave_synth_preset.aig,1459,38,55442,Yosys synth preset with flatten,Yosys synth preset with flatten
