case,candidate_id,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,log_path,agent_id,notes,status,output_dir,evaluate_log,runtime_sec,shard_csv,domain,method_signature
ex223,ex223_r70_hi4_threshold_low12_fullcase_abc_g_aig,OK,1,11171,22,245762,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex223/verilog/ex223_r70_hi4_threshold_low12_fullcase.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex223/aigs/ex223_r70_hi4_threshold_low12_fullcase_abc_g_aig.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex223/logs/ex223_r70_hi4_threshold_low12_fullcase_abc_g_aig.evaluate.py.log,sub-fp16-int-source-r70,official evaluate.py status OK,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex223/official_eval/ex223_r70_hi4_threshold_low12_fullcase_abc_g_aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex223/logs/ex223_r70_hi4_threshold_low12_fullcase_abc_g_aig.evaluate.py.log,1.469,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp16-int-source-r70/evaluation_results.csv,fp16,ex223|fp16_log_threshold_lowcase|hi4_threshold_low12_fullcase|shared_special_normal_shell_highbit_thresholds|yosys_abc_g_aig|abc_xf_official_evaluate|bits15_12_threshold_low12_fullcase
ex225,ex225_r70_hi4_threshold_low12_fullcase_abc_g_aig,OK,1,11572,21,243012,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex225/verilog/ex225_r70_hi4_threshold_low12_fullcase.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex225/aigs/ex225_r70_hi4_threshold_low12_fullcase_abc_g_aig.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex225/logs/ex225_r70_hi4_threshold_low12_fullcase_abc_g_aig.evaluate.py.log,sub-fp16-int-source-r70,official evaluate.py status OK,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex225/official_eval/ex225_r70_hi4_threshold_low12_fullcase_abc_g_aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex225/logs/ex225_r70_hi4_threshold_low12_fullcase_abc_g_aig.evaluate.py.log,1.350,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp16-int-source-r70/evaluation_results.csv,fp16,ex225|fp16_log10_threshold_lowcase|hi4_threshold_low12_fullcase|shared_special_normal_shell_highbit_thresholds|yosys_abc_g_aig|abc_xf_official_evaluate|bits15_12_threshold_low12_fullcase
ex260,ex260_r70_radix4_booth_csa_hcla_abc_g_aig,OK,1,103,16,1648,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/verilog/ex260_r70_radix4_booth_csa_hcla.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/aigs/ex260_r70_radix4_booth_csa_hcla_abc_g_aig.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/logs/ex260_r70_radix4_booth_csa_hcla_abc_g_aig.evaluate.py.log,sub-fp16-int-source-r70,official evaluate.py status OK,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/official_eval/ex260_r70_radix4_booth_csa_hcla_abc_g_aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/logs/ex260_r70_radix4_booth_csa_hcla_abc_g_aig.evaluate.py.log,0.150,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp16-int-source-r70/evaluation_results.csv,integer,ex260|radix4_booth_signed_product|two_digit_booth_partial_products|shared_booth_recoder_custom_final_add|yosys_abc_g_aig|signed_low4_high4_multiply|product_word
ex260,ex260_r70_signmag_abs_csa_condneg_abc_g_aig,OK,1,103,19,1957,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/verilog/ex260_r70_signmag_abs_csa_condneg.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/aigs/ex260_r70_signmag_abs_csa_condneg_abc_g_aig.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/logs/ex260_r70_signmag_abs_csa_condneg_abc_g_aig.evaluate.py.log,sub-fp16-int-source-r70,official evaluate.py status OK,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/official_eval/ex260_r70_signmag_abs_csa_condneg_abc_g_aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex260/logs/ex260_r70_signmag_abs_csa_condneg_abc_g_aig.evaluate.py.log,0.146,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp16-int-source-r70/evaluation_results.csv,integer,ex260|signmag_unsigned_csa_product|abs_partial_rows_csa_condneg|shared_abs_decode_unsigned_rows_conditional_negate|yosys_abc_g_aig|signed_low4_high4_multiply|product_word
ex266,ex266_r70_shared_ge_threshold_bands_abc_g_aig,OK,1,574,24,13776,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/verilog/ex266_r70_shared_ge_threshold_bands.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/aigs/ex266_r70_shared_ge_threshold_bands_abc_g_aig.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/logs/ex266_r70_shared_ge_threshold_bands_abc_g_aig.evaluate.py.log,sub-fp16-int-source-r70,official evaluate.py status OK,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/official_eval/ex266_r70_shared_ge_threshold_bands_abc_g_aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/logs/ex266_r70_shared_ge_threshold_bands_abc_g_aig.evaluate.py.log,0.151,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp16-int-source-r70/evaluation_results.csv,integer,ex266|shared_compare_subtract_threshold_bands|parallel_ge_kb_qbit_bands|shared_constant_multiple_comparators_no_onehot_qeq|yosys_abc_g_aig|unsigned_low5_high5_div_dbz_sat|quotient_word
ex266,ex266_r70_leadingone_class_thresholds_abc_g_aig,OK,1,373,22,8206,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/verilog/ex266_r70_leadingone_class_thresholds.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/aigs/ex266_r70_leadingone_class_thresholds_abc_g_aig.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/logs/ex266_r70_leadingone_class_thresholds_abc_g_aig.evaluate.py.log,sub-fp16-int-source-r70,official evaluate.py status OK,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/official_eval/ex266_r70_leadingone_class_thresholds_abc_g_aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp16-int-source-r70/ex266/logs/ex266_r70_leadingone_class_thresholds_abc_g_aig.evaluate.py.log,0.147,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp16-int-source-r70/evaluation_results.csv,integer,ex266|leadingone_reciprocal_class|class_limited_threshold_quotient|shared_leadingone_decode_and_threshold_bits|yosys_abc_g_aig|unsigned_low5_high5_div_dbz_sat|quotient_word
ex240,ex240_r70_branch_record_planes,OK,1,4759,38,180842,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/verilog/ex240_r70_branch_record_planes.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/aigs/ex240_r70_branch_record_planes.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/logs/ex240_r70_branch_record_planes.evaluate.py.log,sub-fp8-mid-source-r70,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/logs/ex240_r70_branch_record_planes.yosys.log; synth_sec=14.369; eval_sec=0.875,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/eval/ex240_r70_branch_record_planes,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/logs/ex240_r70_branch_record_planes.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp8-mid-source-r70/evaluation_results.csv,float_fp8,ex240|E4M3FN packed add|one-hot branch record with shared selected magnitude/sign output planes|branch record one-hot special/same/diff/pass-through selectors feeding full-word magnitude plane|repo_yosys_frontend_default|official_evaluate|one_hot_branch_planes
ex240,ex240_r70_gap_major_nested_planes,OK,1,2898,36,104328,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/verilog/ex240_r70_gap_major_nested_planes.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/aigs/ex240_r70_gap_major_nested_planes.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/logs/ex240_r70_gap_major_nested_planes.evaluate.py.log,sub-fp8-mid-source-r70,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/logs/ex240_r70_gap_major_nested_planes.yosys.log; synth_sec=6.377; eval_sec=0.900,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/eval/ex240_r70_gap_major_nested_planes,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex240/logs/ex240_r70_gap_major_nested_planes.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp8-mid-source-r70/evaluation_results.csv,float_fp8,ex240|E4M3FN packed add|gap-major nested same/diff cancellation tables|shared sorted FP8 decode with gap bucket functions and full-word output grouping|repo_yosys_frontend_default|official_evaluate|gap_major_full_word
ex241,ex241_r70_product_lattice_flat_plane,OK,1,798,38,30324,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/verilog/ex241_r70_product_lattice_flat_plane.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/aigs/ex241_r70_product_lattice_flat_plane.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/logs/ex241_r70_product_lattice_flat_plane.evaluate.py.log,sub-fp8-mid-source-r70,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/logs/ex241_r70_product_lattice_flat_plane.yosys.log; synth_sec=1.034; eval_sec=0.509,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/eval/ex241_r70_product_lattice_flat_plane,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/logs/ex241_r70_product_lattice_flat_plane.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp8-mid-source-r70/evaluation_results.csv,float_fp8,"ex241|E4M3FN packed multiply|compact product-cell lattice with full-word product plane|shared sign xor, exponent sum, and explicit 4x4 partial-product lattice feeding one magnitude plane|repo_yosys_frontend_default|official_evaluate|product_lattice_full_word"
ex241,ex241_r70_exp_onehot_product_planes,OK,1,806,37,29822,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/verilog/ex241_r70_exp_onehot_product_planes.v,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/aigs/ex241_r70_exp_onehot_product_planes.aig,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/logs/ex241_r70_exp_onehot_product_planes.evaluate.py.log,sub-fp8-mid-source-r70,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/logs/ex241_r70_exp_onehot_product_planes.yosys.log; synth_sec=0.882; eval_sec=0.522,OK,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/eval/ex241_r70_exp_onehot_product_planes,student/work/frontend_source_parallel_round70_20260613_1235/sub-fp8-mid-source-r70/ex241/logs/ex241_r70_exp_onehot_product_planes.evaluate.py.log,,student/frontend_campaigns/campaigns/frontend_source_parallel_round70_20260613_1235/agent_shards/sub-fp8-mid-source-r70/evaluation_results.csv,float_fp8,ex241|E4M3FN packed multiply|exponent one-hot product-cell output planes|shared product-cell lattice with exp-sum bucketed product magnitude planes|repo_yosys_frontend_default|official_evaluate|exp_onehot_product_planes
