case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop2_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_abc_g_aig.aig,1,1,1,738,36,26568,15078,1.762037,0,0,0.776,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_wreduce_abc_g_aig.aig,1,1,1,740,37,27380,15078,1.815891,0,0,0.779,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_synth_preset.aig,1,1,1,736,36,26496,15078,1.757262,0,0,0.949,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_csel4_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_csel4+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel4_abc_g_aig.aig,1,1,1,736,39,28704,15078,1.903701,0,0,0.760,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel4; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_csel4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel4_wreduce_abc_g_aig.aig,1,1,1,736,39,28704,15078,1.903701,0,0,0.788,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel4; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_csel4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_csel4+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel4.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel4_synth_preset.aig,1,1,1,730,39,28470,15078,1.888181,0,0,0.951,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel4; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_csel5_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_csel5+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel5.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel5_abc_g_aig.aig,1,1,1,729,42,30618,15078,2.030641,0,0,0.757,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel5; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_csel5_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_csel5+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel5.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel5_wreduce_abc_g_aig.aig,1,1,1,728,41,29848,15078,1.979573,0,0,0.775,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel5; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop2_csel5_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_csel5+synth_preset,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel5.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel5_synth_preset.aig,1,1,1,725,42,30450,15078,2.019499,0,0,0.925,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel5; flow=synth_preset
ex273,ex273_square_hybrid_bddtop2_csel8_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel8_abc_g_aig.aig,1,1,1,738,36,26568,15078,1.762037,0,0,0.758,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel8; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop2_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop2_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop2_csel8.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_cselgroups_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop2_csel8_wreduce_abc_g_aig.aig,1,1,1,740,37,27380,15078,1.815891,0,0,0.778,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop2_csel8; flow=wreduce_abc_g_aig
