case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_group.aig,1,1,1,1097,21,23037,8.169,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=173:178:178:154:157:170:170:141:157:141:137:146:146:150; total_group_nodes=2198; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_f00_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global.aig,1,1,1,1097,21,23037,6.368,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=onehot; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=411:411:411:411:411:411:411:411:411:411:411:411:411:411; total_group_nodes=5754; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_group.aig,1,1,1,1116,21,23436,6.562,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=173:178:178:154:157:170:170:141:157:141:137:146:146:150; total_group_nodes=2198; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_f00_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global.aig,1,1,1,1116,21,23436,6.310,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=case; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=411:411:411:411:411:411:411:411:411:411:411:411:411:411; total_group_nodes=5754; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_f00_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_tree_group.aig,1,1,1,1166,24,27984,6.524,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=173:178:178:154:157:170:170:141:157:141:137:146:146:150; total_group_nodes=2198; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_f00_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_tree_global.aig,1,1,1,1166,24,27984,6.305,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f00; mux_style=tree; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=411:411:411:411:411:411:411:411:411:411:411:411:411:411; total_group_nodes=5754; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_f10_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group.aig,1,1,1,1114,21,23394,6.790,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=190:196:196:180:183:199:199:169:183:169:168:178:178:187; total_group_nodes=2575; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_f10_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global.aig,1,1,1,1114,21,23394,6.498,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=451:451:451:451:451:451:451:451:451:451:451:451:451:451; total_group_nodes=6314; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_f10_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_group.aig,1,1,1,1100,21,23100,6.750,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=190:196:196:180:183:199:199:169:183:169:168:178:178:187; total_group_nodes=2575; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_f10_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global.aig,1,1,1,1100,21,23100,6.570,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=case; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=451:451:451:451:451:451:451:451:451:451:451:451:451:451; total_group_nodes=6314; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
