case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_f10_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_group.aig,1,1,1,1151,23,26473,6.738,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=tree; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=190:196:196:180:183:199:199:169:183:169:168:178:178:187; total_group_nodes=2575; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_f10_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_tree_global.aig,1,1,1,1151,23,26473,6.531,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=tree; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=451:451:451:451:451:451:451:451:451:451:451:451:451:451; total_group_nodes=6314; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_group.aig,1,1,1,1199,24,28776,6.411,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=165:159:159:156:151:159:159:131:151:131:140:144:144:152; total_group_nodes=2101; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_onehot_global.aig,1,1,1,1199,24,28776,6.210,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f00; mux_style=onehot; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=436:436:436:436:436:436:436:436:436:436:436:436:436:436; total_group_nodes=6104; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_group.aig,1,1,1,1194,24,28656,6.448,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=165:159:159:156:151:159:159:131:151:131:140:144:144:152; total_group_nodes=2101; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_case_global.aig,1,1,1,1194,24,28656,6.208,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f00; mux_style=case; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=436:436:436:436:436:436:436:436:436:436:436:436:436:436; total_group_nodes=6104; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_group.aig,1,1,1,1242,28,34776,6.395,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=165:159:159:156:151:159:159:131:151:131:140:144:144:152; total_group_nodes=2101; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_reverse_f00_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f00_bits_0_1_12_13_tree_global.aig,1,1,1,1242,28,34776,6.159,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f00; mux_style=tree; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=436:436:436:436:436:436:436:436:436:436:436:436:436:436; total_group_nodes=6104; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_group.aig,1,1,1,1201,22,26422,6.823,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=182:179:179:176:171:186:186:154:171:154:165:178:178:180; total_group_nodes=2439; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_onehot_global.aig,1,1,1,1201,22,26422,8.415,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f10; mux_style=onehot; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=487:487:487:487:487:487:487:487:487:487:487:487:487:487; total_group_nodes=6818; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_group.aig,1,1,1,1199,23,27577,6.792,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=182:179:179:176:171:186:186:154:171:154:165:178:178:180; total_group_nodes=2439; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_case_global.aig,1,1,1,1199,23,27577,6.520,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f10; mux_style=case; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=487:487:487:487:487:487:487:487:487:487:487:487:487:487; total_group_nodes=6818; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_group.aig,1,1,1,1249,25,31225,6.777,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f10; mux_style=tree; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=182:179:179:176:171:186:186:154:171:154:165:178:178:180; total_group_nodes=2439; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_global,unknown_duality_symcof,split2_reverse_f10_bits_0_1_12_13_tree_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_reverse_f10_bits_0_1_12_13_tree_global.aig,1,1,1,1249,25,31225,6.494,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=reverse; policy=f10; mux_style=tree; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=487:487:487:487:487:487:487:487:487:487:487:487:487:487; total_group_nodes=6818; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_group,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_onehot_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_group.aig,1,1,1,1774,22,39028,8.614,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=natural; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=327:332:332:345:287:297:297:283:287:283:319:320:320:331; total_group_nodes=4360; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_global,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_onehot_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_onehot_global.aig,1,1,1,1774,22,39028,7.641,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=natural; policy=f00; mux_style=onehot; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=969:969:969:969:969:969:969:969:969:969:969:969:969:969; total_group_nodes=13566; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_group,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_case_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_group.aig,1,1,1,1819,22,40018,8.101,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=natural; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=327:332:332:345:287:297:297:283:287:283:319:320:320:331; total_group_nodes=4360; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_global,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_case_global,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_global.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_case_global.aig,1,1,1,1819,22,40018,7.536,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=natural; policy=f00; mux_style=case; bdd_share=global; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=969:969:969:969:969:969:969:969:969:969:969:969:969:969; total_group_nodes=13566; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
ex289,ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_group,unknown_duality_symcof,split2_natural_f00_bits_0_1_12_13_tree_group,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/verilog/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_group.v,student/work/ex289_frontend_duality_symcof_split2_orders_20260609_1117/ex289/aigs/ex289_unknown_duality_symcof_split2_natural_f00_bits_0_1_12_13_tree_group.aig,1,1,1,1890,25,47250,8.111,"duality_wrapper=split2; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=natural; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=327:332:332:345:287:297:297:283:287:283:319:320:320:331; total_group_nodes=4360; anf_bits=; popcount_repair_bits=",unknown duality-wrapped symmetry cofactor seed
