case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_booth_radix4_balanced_abc_g_aig_d13,signed low4_high4:a*b,booth_radix4_balanced+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_balanced_abc_g_aig_d13.aig,1,1,1,103,16,1648,657,2.508371,0,0,0.234,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_balanced; flow=abc_g_aig_d13
ex260,ex260_smul_booth_radix4_csa_cla_abc_g_aig,signed low4_high4:a*b,booth_radix4_csa_cla+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_csa_cla_abc_g_aig.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.266,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig
ex260,ex260_smul_booth_radix4_csa_cla_wreduce_abc_g_aig,signed low4_high4:a*b,booth_radix4_csa_cla+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_csa_cla_wreduce_abc_g_aig.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.234,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=wreduce_abc_g_aig
ex260,ex260_smul_booth_radix4_csa_cla_synth_preset_d9,signed low4_high4:a*b,booth_radix4_csa_cla+synth_preset_d9,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_csa_cla_synth_preset_d9.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.296,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d9
ex260,ex260_smul_booth_radix4_csa_cla_synth_preset_d13,signed low4_high4:a*b,booth_radix4_csa_cla+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_csa_cla_synth_preset_d13.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.294,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d13
ex260,ex260_smul_booth_radix4_csa_cla_synth_preset_d18,signed low4_high4:a*b,booth_radix4_csa_cla+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_csa_cla_synth_preset_d18.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.294,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d18
ex260,ex260_smul_booth_radix4_csa_cla_abc_g_aig_d13,signed low4_high4:a*b,booth_radix4_csa_cla+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_booth_radix4_csa_cla_abc_g_aig_d13.aig,1,1,1,102,16,1632,657,2.484018,0,0,0.236,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig_d13
ex260,ex260_smul_abs_sign_wallace_abc_g_aig,signed low4_high4:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.281,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex260,ex260_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low4_high4:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.254,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_abs_sign_wallace_synth_preset_d9,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.327,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex260,ex260_smul_abs_sign_wallace_synth_preset_d13,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.331,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex260,ex260_smul_abs_sign_wallace_synth_preset_d18,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d18.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.325,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex260,ex260_smul_abs_sign_wallace_abc_g_aig_d13,signed low4_high4:a*b,abs_sign_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_abs_sign_wallace_abc_g_aig_d13.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.242,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.229,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.232,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d9,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d9.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.281,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.276,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.280,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.230,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig_d13
ex261,ex261_smul_booth_radix4_balanced_abc_g_aig,signed low5_high5:a*b,booth_radix4_balanced+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_balanced_abc_g_aig.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.266,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=abc_g_aig
ex261,ex261_smul_booth_radix4_balanced_wreduce_abc_g_aig,signed low5_high5:a*b,booth_radix4_balanced+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_balanced_wreduce_abc_g_aig.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.263,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=wreduce_abc_g_aig
ex261,ex261_smul_booth_radix4_balanced_synth_preset_d9,signed low5_high5:a*b,booth_radix4_balanced+synth_preset_d9,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_balanced_synth_preset_d9.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.311,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=synth_preset_d9
ex261,ex261_smul_booth_radix4_balanced_synth_preset_d13,signed low5_high5:a*b,booth_radix4_balanced+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_balanced_synth_preset_d13.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.318,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=synth_preset_d13
ex261,ex261_smul_booth_radix4_balanced_synth_preset_d18,signed low5_high5:a*b,booth_radix4_balanced+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_balanced_synth_preset_d18.aig,1,1,1,180,21,3780,2041,1.852033,0,0,0.314,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=synth_preset_d18
ex261,ex261_smul_booth_radix4_balanced_abc_g_aig_d13,signed low5_high5:a*b,booth_radix4_balanced+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_balanced.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_balanced_abc_g_aig_d13.aig,1,1,1,174,23,4002,2041,1.960804,0,0,0.262,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_balanced; flow=abc_g_aig_d13
ex261,ex261_smul_booth_radix4_csa_cla_abc_g_aig,signed low5_high5:a*b,booth_radix4_csa_cla+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_csa_cla_abc_g_aig.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.271,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig
ex261,ex261_smul_booth_radix4_csa_cla_wreduce_abc_g_aig,signed low5_high5:a*b,booth_radix4_csa_cla+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_csa_cla_wreduce_abc_g_aig.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.273,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=wreduce_abc_g_aig
ex261,ex261_smul_booth_radix4_csa_cla_synth_preset_d9,signed low5_high5:a*b,booth_radix4_csa_cla+synth_preset_d9,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_csa_cla_synth_preset_d9.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.360,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d9
ex261,ex261_smul_booth_radix4_csa_cla_synth_preset_d13,signed low5_high5:a*b,booth_radix4_csa_cla+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_csa_cla_synth_preset_d13.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.351,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d13
ex261,ex261_smul_booth_radix4_csa_cla_synth_preset_d18,signed low5_high5:a*b,booth_radix4_csa_cla+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_csa_cla_synth_preset_d18.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.331,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=synth_preset_d18
ex261,ex261_smul_booth_radix4_csa_cla_abc_g_aig_d13,signed low5_high5:a*b,booth_radix4_csa_cla+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_booth_radix4_csa_cla.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_booth_radix4_csa_cla_abc_g_aig_d13.aig,1,1,1,186,21,3906,2041,1.913768,0,0,0.271,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig_d13
ex261,ex261_smul_split_half_signed_abc_g_aig,signed low5_high5:a*b,split_half_signed+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_split_half_signed_abc_g_aig.aig,1,1,1,176,24,4224,2041,2.069574,0,0,0.242,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=abc_g_aig
ex261,ex261_smul_split_half_signed_wreduce_abc_g_aig,signed low5_high5:a*b,split_half_signed+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_split_half_signed_wreduce_abc_g_aig.aig,1,1,1,169,24,4056,2041,1.987261,0,0,0.248,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex261,ex261_smul_split_half_signed_synth_preset_d9,signed low5_high5:a*b,split_half_signed+synth_preset_d9,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d9.aig,1,1,1,179,21,3759,2041,1.841744,0,0,0.291,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d9
ex261,ex261_smul_split_half_signed_synth_preset_d13,signed low5_high5:a*b,split_half_signed+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d13.aig,1,1,1,179,21,3759,2041,1.841744,0,0,0.289,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d13
ex261,ex261_smul_split_half_signed_synth_preset_d18,signed low5_high5:a*b,split_half_signed+synth_preset_d18,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_split_half_signed.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d18.aig,1,1,1,179,21,3759,2041,1.841744,0,0,0.291,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d18
