case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex260/aigs/ex260_smul_baugh_wooley_wallace_abc_g_aig.aig,91,14,1274,657,1.939117,0,0,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/verilog/ex261_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig.aig,163,20,3260,2041,1.597256,0,0,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex262,ex262_smul_baugh_wooley_wallace_abc_g_aig,signed low6_high6:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex262/verilog/ex262_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex262/aigs/ex262_smul_baugh_wooley_wallace_abc_g_aig.aig,254,23,5842,4900,1.192245,1,0,semantic_signed_mul_exact,exact signed low6 * signed high6 over 4096 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex263/verilog/ex263_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex263/aigs/ex263_smul_baugh_wooley_wallace_synth_preset_d13.aig,366,26,9516,6840,1.391228,1,0,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_synth_preset_d13,signed low8_high8:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex264/verilog/ex264_smul_baugh_wooley_wallace.v,student/work/ex260_ex264_frontend_smul_baugh_wallace_20260609_0247/ex264/aigs/ex264_smul_baugh_wooley_wallace_synth_preset_d13.aig,490,30,14700,9724,1.511724,0,0,semantic_signed_mul_exact,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
