case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_bitrun_bit10_t16,fp16_log,bitrun_bit10_t16,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit10_t16.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit10_t16.aig,1,1,1,11185,24,268440,120549,2.226812,0,0,structural_exact,bits=10; threshold=16; table_items=31777; bit=10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0,14.947,per-output-bit run-cover hybrid; bits=10; threshold=16; table_items=31777; bit=10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0
ex223,ex223_fp16_log_bitrun_bit11_t8,fp16_log,bitrun_bit11_t8,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit11_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit11_t8.aig,1,1,1,11225,23,258175,120549,2.141660,0,0,structural_exact,bits=11; threshold=8; table_items=31777; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0,14.392,per-output-bit run-cover hybrid; bits=11; threshold=8; table_items=31777; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0
ex223,ex223_fp16_log_bitrun_bit12_t8,fp16_log,bitrun_bit12_t8,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit12_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit12_t8.aig,1,1,1,11218,23,258014,120549,2.140325,0,0,structural_exact,bits=12; threshold=8; table_items=31777; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0,14.574,per-output-bit run-cover hybrid; bits=12; threshold=8; table_items=31777; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0
ex223,ex223_fp16_log_bitrun_bit13_t8,fp16_log,bitrun_bit13_t8,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit13_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit13_t8.aig,1,1,1,11189,23,257347,120549,2.134792,0,0,structural_exact,bits=13; threshold=8; table_items=31777; bit=13; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0,15.506,per-output-bit run-cover hybrid; bits=13; threshold=8; table_items=31777; bit=13; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0
ex223,ex223_fp16_log_bitrun_bit14_t8,fp16_log,bitrun_bit14_t8,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit14_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit14_t8.aig,1,1,1,11215,22,246730,120549,2.046720,0,0,structural_exact,bits=14; threshold=8; table_items=31777; bit=14; threshold=8; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0,15.194,per-output-bit run-cover hybrid; bits=14; threshold=8; table_items=31777; bit=14; threshold=8; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0
ex223,ex223_fp16_log_bitrun_bit8_t64,fp16_log,bitrun_bit8_t64,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit8_t64.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit8_t64.aig,1,1,1,11325,24,271800,120549,2.254685,0,0,structural_exact,bits=8; threshold=64; table_items=31777; bit=8; threshold=64; const_groups=43; range_groups=21; table_groups=0; range_items=116; table_items=0,15.330,per-output-bit run-cover hybrid; bits=8; threshold=64; table_items=31777; bit=8; threshold=64; const_groups=43; range_groups=21; table_groups=0; range_items=116; table_items=0
ex223,ex223_fp16_log_bitrun_bit9_t32,fp16_log,bitrun_bit9_t32,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_bit9_t32.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_bit9_t32.aig,1,1,1,11230,24,269520,120549,2.235771,0,0,structural_exact,bits=9; threshold=32; table_items=31777; bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0,15.534,per-output-bit run-cover hybrid; bits=9; threshold=32; table_items=31777; bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0
ex223,ex223_fp16_log_bitrun_exp_t16,fp16_log,bitrun_exp_t16,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_exp_t16.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_exp_t16.aig,1,1,1,11295,23,259785,120549,2.155016,0,0,structural_exact,"bits=14,13,12,11,10; threshold=16; table_items=31777; bit=14; threshold=16; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0 | bit=13; threshold=16; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0 | bit=12; threshold=16; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=16; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0",15.370,"per-output-bit run-cover hybrid; bits=14,13,12,11,10; threshold=16; table_items=31777; bit=14; threshold=16; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0 | bit=13; threshold=16; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0 | bit=12; threshold=16; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=16; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0"
ex223,ex223_fp16_log_bitrun_high10_t128,fp16_log,bitrun_high10_t128,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_high10_t128.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_high10_t128.aig,1,1,1,11631,23,267513,120549,2.219123,0,0,structural_exact,"bits=15,14,13,12,11,10,9,8,7,6; threshold=128; table_items=31777; bit=15; threshold=128; const_groups=64; range_groups=0; table_groups=0; range_items=0; table_items=0 | bit=14; threshold=128; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0 | bit=13; threshold=128; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0 | bit=12; threshold=128; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=128; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=10; threshold=128; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0 | bit=9; threshold=128; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0 | bit=8; threshold=128; const_groups=43; range_groups=21; table_groups=0; range_items=116; table_items=0 | bit=7; threshold=128; const_groups=36; range_groups=28; table_groups=0; range_items=202; table_items=0 | bit=6; threshold=128; const_groups=34; range_groups=30; table_groups=0; range_items=345; table_items=0",18.934,"per-output-bit run-cover hybrid; bits=15,14,13,12,11,10,9,8,7,6; threshold=128; table_items=31777; bit=15; threshold=128; const_groups=64; range_groups=0; table_groups=0; range_items=0; table_items=0 | bit=14; threshold=128; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0 | bit=13; threshold=128; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0 | bit=12; threshold=128; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=128; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=10; threshold=128; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0 | bit=9; threshold=128; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0 | bit=8; threshold=128; const_groups=43; range_groups=21; table_groups=0; range_items=116; table_items=0 | bit=7; threshold=128; const_groups=36; range_groups=28; table_groups=0; range_items=202; table_items=0 | bit=6; threshold=128; const_groups=34; range_groups=30; table_groups=0; range_items=345; table_items=0"
ex223,ex223_fp16_log_bitrun_high11_t256,fp16_log,bitrun_high11_t256,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/verilog/ex223_fp16_log_bitrun_high11_t256.v,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_bitrun_high11_t256.aig,1,1,1,12291,24,294984,120549,2.447005,0,0,structural_exact,"bits=15,14,13,12,11,10,9,8,7,6,5; threshold=256; table_items=31777; bit=15; threshold=256; const_groups=64; range_groups=0; table_groups=0; range_items=0; table_items=0 | bit=14; threshold=256; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0 | bit=13; threshold=256; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0 | bit=12; threshold=256; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=256; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=10; threshold=256; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0 | bit=9; threshold=256; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0 | bit=8; threshold=256; const_groups=43; range_groups=21; table_groups=0; range_items=116; table_items=0 | bit=7; threshold=256; const_groups=36; range_groups=28; table_groups=0; range_items=202; table_items=0 | bit=6; threshold=256; const_groups=34; range_groups=30; table_groups=0; range_items=345; table_items=0 | bit=5; threshold=256; const_groups=34; range_groups=30; table_groups=0; range_items=592; table_items=0",20.912,"per-output-bit run-cover hybrid; bits=15,14,13,12,11,10,9,8,7,6,5; threshold=256; table_items=31777; bit=15; threshold=256; const_groups=64; range_groups=0; table_groups=0; range_items=0; table_items=0 | bit=14; threshold=256; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0 | bit=13; threshold=256; const_groups=60; range_groups=4; table_groups=0; range_items=8; table_items=0 | bit=12; threshold=256; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=256; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=10; threshold=256; const_groups=54; range_groups=10; table_groups=0; range_items=38; table_items=0 | bit=9; threshold=256; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0 | bit=8; threshold=256; const_groups=43; range_groups=21; table_groups=0; range_items=116; table_items=0 | bit=7; threshold=256; const_groups=36; range_groups=28; table_groups=0; range_items=202; table_items=0 | bit=6; threshold=256; const_groups=34; range_groups=30; table_groups=0; range_items=345; table_items=0 | bit=5; threshold=256; const_groups=34; range_groups=30; table_groups=0; range_items=592; table_items=0"
