case,status,area,delay,adp,source_aig,notes
ex223,OK,11189,22,246158,student/work/ex223_ex224_frontend_fp16_bitlogic3_20260606_2344/ex223/aigs/ex223_fp16_log_casez_sign.aig,official evaluate.py recheck via /tmp/als_fp16_ex223_ex224_best_eval_20260607_0023
