case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_csel3_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel3_abc_g_aig.aig,1,1,1,192,20,3840,2076,1.849711,0,0,0.262,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_csel5_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset_d20.aig,1,1,1,191,17,3247,2076,1.564066,0,0,0.337,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d20
ex270,ex270_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,188,19,3572,2076,1.720617,0,0,0.258,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,189,19,3591,2076,1.729769,0,0,0.290,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,186,20,3720,2076,1.791908,0,0,0.345,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex270,ex270_square_wallace_square_outside_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel6_synth_preset_d20.aig,1,1,1,186,20,3720,2076,1.791908,0,0,0.341,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d20
ex270,ex270_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,189,23,4347,2076,2.093931,0,0,0.250,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex270,ex270_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,189,23,4347,2076,2.093931,0,0,0.264,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,184,22,4048,2076,1.949904,0,0,0.331,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex270,ex270_square_wallace_square_outside_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel8_synth_preset_d20.aig,1,1,1,184,22,4048,2076,1.949904,0,0,0.325,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d20
ex270,ex270_square_dadda_square_csel4_abc_g_aig,unsigned_square_x_times_x,dadda_square_csel4+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel4_abc_g_aig.aig,1,1,1,198,22,4356,2076,2.098266,0,0,0.259,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=abc_g_aig
ex270,ex270_square_dadda_square_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square_csel4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel4_wreduce_abc_g_aig.aig,1,1,1,198,22,4356,2076,2.098266,0,0,0.268,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=wreduce_abc_g_aig
ex270,ex270_square_dadda_square_csel4_synth_preset,unsigned_square_x_times_x,dadda_square_csel4+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel4_synth_preset.aig,1,1,1,194,22,4268,2076,2.055877,0,0,0.337,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=synth_preset
ex270,ex270_square_dadda_square_csel4_synth_preset_d20,unsigned_square_x_times_x,dadda_square_csel4+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel4_synth_preset_d20.aig,1,1,1,194,22,4268,2076,2.055877,0,0,0.335,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=synth_preset_d20
ex270,ex270_square_dadda_square_csel6_abc_g_aig,unsigned_square_x_times_x,dadda_square_csel6+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel6_abc_g_aig.aig,1,1,1,199,22,4378,2076,2.108863,0,0,0.261,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=abc_g_aig
ex270,ex270_square_dadda_square_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,dadda_square_csel6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel6_wreduce_abc_g_aig.aig,1,1,1,198,22,4356,2076,2.098266,0,0,0.267,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=wreduce_abc_g_aig
ex270,ex270_square_dadda_square_csel6_synth_preset,unsigned_square_x_times_x,dadda_square_csel6+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel6_synth_preset.aig,1,1,1,196,22,4312,2076,2.077071,0,0,0.338,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=synth_preset
ex270,ex270_square_dadda_square_csel6_synth_preset_d20,unsigned_square_x_times_x,dadda_square_csel6+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_dadda_square_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_dadda_square_csel6_synth_preset_d20.aig,1,1,1,196,22,4312,2076,2.077071,0,0,0.338,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel6; flow=synth_preset_d20
ex271,ex271_square_wallace_square_outside_csel3_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_abc_g_aig.aig,1,1,1,335,26,8710,5542,1.571635,0,0,0.305,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel3_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_wreduce_abc_g_aig.aig,1,1,1,335,26,8710,5542,1.571635,0,0,0.319,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_synth_preset.aig,1,1,1,331,26,8606,5542,1.552869,0,0,0.405,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel3_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_synth_preset_d20.aig,1,1,1,331,26,8606,5542,1.552869,0,0,0.416,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=synth_preset_d20
ex271,ex271_square_wallace_square_outside_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_abc_g_aig.aig,1,1,1,333,25,8325,5542,1.502165,0,0,0.295,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,1,1,1,333,25,8325,5542,1.502165,0,0,0.312,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset.aig,1,1,1,331,25,8275,5542,1.493143,1,0,0.395,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel4_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset_d20.aig,1,1,1,331,25,8275,5542,1.493143,1,0,0.392,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=synth_preset_d20
ex271,ex271_square_wallace_square_outside_csel5_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel5_abc_g_aig.aig,1,1,1,328,27,8856,5542,1.597979,0,0,0.293,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel5_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel5_wreduce_abc_g_aig.aig,1,1,1,328,27,8856,5542,1.597979,0,0,0.305,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel5_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel5_synth_preset.aig,1,1,1,324,27,8748,5542,1.578492,0,0,0.380,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel5_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel5_synth_preset_d20.aig,1,1,1,324,27,8748,5542,1.578492,0,0,0.383,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d20
ex271,ex271_square_wallace_square_outside_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel6_abc_g_aig.aig,1,1,1,332,26,8632,5542,1.557560,0,0,0.297,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel6; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel6_wreduce_abc_g_aig.aig,1,1,1,332,26,8632,5542,1.557560,0,0,0.302,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel6; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,332,26,8632,5542,1.557560,0,0,0.383,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel6.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel6_synth_preset_d20.aig,1,1,1,332,26,8632,5542,1.557560,0,0,0.389,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d20
ex271,ex271_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,324,29,9396,5542,1.695417,0,0,0.297,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,326,29,9454,5542,1.705882,0,0,0.310,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,324,28,9072,5542,1.636954,0,0,0.399,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d20,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel8_synth_preset_d20.aig,1,1,1,324,28,9072,5542,1.636954,0,0,0.392,square_specific_structural_rtl,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d20
