case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_prefix_parity_reduce_top6_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_key_cofactor_top6_20260608_1814/ex280/verilog/ex280_unknown_key_cofactor_bdd_prefix_parity_reduce_top6.v,student/work/ex280_ex284_frontend_bdd_key_cofactor_synthflow_20260608_1816/ex280/aigs/ex280_prefix_parity_reduce_top6_abc_g_aig.aig,731,25,18275,Yosys abc gate set aig,Yosys abc gate set aig
ex281,ex281_prefix_parity_reduce_top6_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_key_cofactor_top6_20260608_1814/ex281/verilog/ex281_unknown_key_cofactor_bdd_prefix_parity_reduce_top6.v,student/work/ex280_ex284_frontend_bdd_key_cofactor_synthflow_20260608_1816/ex281/aigs/ex281_prefix_parity_reduce_top6_abc_g_aig.aig,858,24,20592,Yosys abc gate set aig,Yosys abc gate set aig
ex282,ex282_prefix_parity_reduce_top6_synth_preset,,synth_preset,student/work/ex280_ex284_frontend_bdd_key_cofactor_top6_20260608_1814/ex282/verilog/ex282_unknown_key_cofactor_bdd_prefix_parity_reduce_top6.v,student/work/ex280_ex284_frontend_bdd_key_cofactor_synthflow_20260608_1816/ex282/aigs/ex282_prefix_parity_reduce_top6_synth_preset.aig,1021,31,31651,Yosys synth preset with flatten,Yosys synth preset with flatten
ex283,ex283_prefix_parity_reduce_top6_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_key_cofactor_top6_20260608_1814/ex283/verilog/ex283_unknown_key_cofactor_bdd_prefix_parity_reduce_top6.v,student/work/ex280_ex284_frontend_bdd_key_cofactor_synthflow_20260608_1816/ex283/aigs/ex283_prefix_parity_reduce_top6_abc_g_aig.aig,1133,32,36256,Yosys abc gate set aig,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_top5_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_bdd_key_cofactor_top5_20260608_1812/ex284/verilog/ex284_unknown_key_cofactor_bdd_prefix_parity_reduce_top5.v,student/work/ex280_ex284_frontend_bdd_key_cofactor_synthflow_20260608_1816/ex284/aigs/ex284_prefix_parity_reduce_top5_abc_g_aig.aig,1303,36,46908,Yosys abc gate set aig,Yosys abc gate set aig
