case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex288,ex288_unknown_symcof_interleave_f10_k4_onehot_group,unknown_symmetry_cofactor_classonehot,interleave_f10_k4_onehot_group,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/verilog/ex288_unknown_symcof_interleave_f10_k4_onehot_group.v,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/aigs/ex288_unknown_symcof_interleave_f10_k4_onehot_group.aig,1,1,1,1930,18,34740,4.627,pairs=4:5; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:14:1:13; inner_bits=2:3:4:5:6:7:8:9:10:11:12; classes=16; group_nodes=290:260:304:291:291:229:313:265:317:290:270:259:302:236:280:225; total_group_nodes=4422; anf_bits=; popcount_repair_bits=; hash=e31f6803055b,unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f10_k4_case_group,unknown_symmetry_cofactor_classonehot,interleave_f10_k4_case_group,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/verilog/ex288_unknown_symcof_interleave_f10_k4_case_group.v,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/aigs/ex288_unknown_symcof_interleave_f10_k4_case_group.aig,1,1,1,1905,18,34290,4.559,pairs=4:5; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:14:1:13; inner_bits=2:3:4:5:6:7:8:9:10:11:12; classes=16; group_nodes=290:260:304:291:291:229:313:265:317:290:270:259:302:236:280:225; total_group_nodes=4422; anf_bits=; popcount_repair_bits=; hash=50824715c9f2,unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f10_bits_0_1_2_11_onehot_group,unknown_symmetry_cofactor_classonehot,interleave_f10_bits_0_1_2_11_onehot_group,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/verilog/ex288_unknown_symcof_interleave_f10_bits_0_1_2_11_onehot_group.v,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/aigs/ex288_unknown_symcof_interleave_f10_bits_0_1_2_11_onehot_group.aig,1,1,1,2499,20,49980,4.542,pairs=4:5; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:2:11; inner_bits=3:4:5:6:7:8:9:10:12:13:14; classes=16; group_nodes=221:200:201:181:228:216:215:178:232:216:215:188:221:200:201:175; total_group_nodes=3288; anf_bits=; popcount_repair_bits=; hash=24d73cd70680,unknown symmetry cofactor class-onehot Verilog seed
ex288,ex288_unknown_symcof_interleave_f10_bits_0_1_2_11_case_group,unknown_symmetry_cofactor_classonehot,interleave_f10_bits_0_1_2_11_case_group,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/verilog/ex288_unknown_symcof_interleave_f10_bits_0_1_2_11_case_group.v,student/work/ex288_frontend_symcof_selector01_20260609_0847/ex288/aigs/ex288_unknown_symcof_interleave_f10_bits_0_1_2_11_case_group.aig,1,1,1,2570,19,48830,4.574,pairs=4:5; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:1:2:11; inner_bits=3:4:5:6:7:8:9:10:12:13:14; classes=16; group_nodes=221:200:201:181:228:216:215:178:232:216:215:188:221:200:201:175; total_group_nodes=3288; anf_bits=; popcount_repair_bits=; hash=9fbfbdd983d8,unknown symmetry cofactor class-onehot Verilog seed
