case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual_ex225_bitvec12_9_bit14_t16,fp16_log10,manual_ex225_bitvec12_9_bit14_t16,student/work/ex225_frontend_fp16_manual_shallow_t16_20260607_1320/ex225/verilog/ex225_fp16_log10_manual_ex225_bitvec12_9_bit14_t16.v,student/work/ex225_frontend_fp16_manual_shallow_t16_20260607_1320/ex225/aigs/ex225_fp16_log10_manual_ex225_bitvec12_9_bit14_t16.aig,1,1,1,11605,24,278520,116676,2.387123,0,0,15.994,"manual_bits=14; bitvec_bits=12,9; table_items=31777; bits=12,9; threshold=16; const_groups=47; range_groups=15; table_groups=2; range_items=32; table_items=2048",structural_exact,"per-output-bit run-cover hybrid; manual_bits=14; bitvec_bits=12,9; table_items=31777; bits=12,9; threshold=16; const_groups=47; range_groups=15; table_groups=2; range_items=32; table_items=2048"
