case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex281,ex281_unknown_bit_hybrid_primary_4_5_6_7_8_9_10_11_12,unknown_bit_hybrid,primary_4_5_6_7_8_9_10_11_12,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/verilog/ex281_unknown_bit_hybrid_primary_4_5_6_7_8_9_10_11_12.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/aigs/ex281_unknown_bit_hybrid_primary_4_5_6_7_8_9_10_11_12.aig,1,1,1,2340,17,39780,2336,17.029110,0,0,structural_exact,primary_bits=4:5:6:7:8:9:10:11:12; secondary_bits=0:1:2:3; hash=73f5010fe873,3.634,bit-hybrid of two verified exact Verilog sources
ex281,ex281_unknown_bit_hybrid_primary_5_6_7_8_9_10_11_12,unknown_bit_hybrid,primary_5_6_7_8_9_10_11_12,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/verilog/ex281_unknown_bit_hybrid_primary_5_6_7_8_9_10_11_12.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/aigs/ex281_unknown_bit_hybrid_primary_5_6_7_8_9_10_11_12.aig,1,1,1,2388,17,40596,2336,17.378425,0,0,structural_exact,primary_bits=5:6:7:8:9:10:11:12; secondary_bits=0:1:2:3:4; hash=3e26b6b83a33,3.628,bit-hybrid of two verified exact Verilog sources
ex281,ex281_unknown_bit_hybrid_primary_6_7_8_9_10_11_12,unknown_bit_hybrid,primary_6_7_8_9_10_11_12,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/verilog/ex281_unknown_bit_hybrid_primary_6_7_8_9_10_11_12.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/aigs/ex281_unknown_bit_hybrid_primary_6_7_8_9_10_11_12.aig,1,1,1,2312,18,41616,2336,17.815068,0,0,structural_exact,primary_bits=6:7:8:9:10:11:12; secondary_bits=0:1:2:3:4:5; hash=f8df19a17c63,3.925,bit-hybrid of two verified exact Verilog sources
ex281,ex281_unknown_bit_hybrid_primary_7_8_9_10_11_12,unknown_bit_hybrid,primary_7_8_9_10_11_12,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/verilog/ex281_unknown_bit_hybrid_primary_7_8_9_10_11_12.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/aigs/ex281_unknown_bit_hybrid_primary_7_8_9_10_11_12.aig,1,1,1,2169,21,45549,2336,19.498716,0,0,structural_exact,primary_bits=7:8:9:10:11:12; secondary_bits=0:1:2:3:4:5:6; hash=52f9e9b6f783,3.828,bit-hybrid of two verified exact Verilog sources
ex281,ex281_unknown_bit_hybrid_primary_8_9_10_11_12,unknown_bit_hybrid,primary_8_9_10_11_12,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/verilog/ex281_unknown_bit_hybrid_primary_8_9_10_11_12.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/aigs/ex281_unknown_bit_hybrid_primary_8_9_10_11_12.aig,1,1,1,1726,22,37972,2336,16.255137,0,0,structural_exact,primary_bits=8:9:10:11:12; secondary_bits=0:1:2:3:4:5:6:7; hash=2fd7d5379350,3.534,bit-hybrid of two verified exact Verilog sources
ex281,ex281_unknown_bit_hybrid_primary_8_9_10_12,unknown_bit_hybrid,primary_8_9_10_12,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/verilog/ex281_unknown_bit_hybrid_primary_8_9_10_12.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex281/aigs/ex281_unknown_bit_hybrid_primary_8_9_10_12.aig,1,1,1,1741,22,38302,2336,16.396404,0,0,structural_exact,primary_bits=8:9:10:12; secondary_bits=0:1:2:3:4:5:6:7:11; hash=0227ccb96762,3.982,bit-hybrid of two verified exact Verilog sources
ex282,ex282_unknown_bit_hybrid_primary_5_6_7_8_9_10_11_12_13,unknown_bit_hybrid,primary_5_6_7_8_9_10_11_12_13,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/verilog/ex282_unknown_bit_hybrid_primary_5_6_7_8_9_10_11_12_13.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/aigs/ex282_unknown_bit_hybrid_primary_5_6_7_8_9_10_11_12_13.aig,1,1,1,3065,17,52105,2704,19.269601,0,0,structural_exact,primary_bits=5:6:7:8:9:10:11:12:13; secondary_bits=0:1:2:3:4; hash=cfa2ded65771,8.272,bit-hybrid of two verified exact Verilog sources
ex282,ex282_unknown_bit_hybrid_primary_6_7_8_9_10_11_12_13,unknown_bit_hybrid,primary_6_7_8_9_10_11_12_13,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/verilog/ex282_unknown_bit_hybrid_primary_6_7_8_9_10_11_12_13.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/aigs/ex282_unknown_bit_hybrid_primary_6_7_8_9_10_11_12_13.aig,1,1,1,3020,18,54360,2704,20.103550,0,0,structural_exact,primary_bits=6:7:8:9:10:11:12:13; secondary_bits=0:1:2:3:4:5; hash=f5f9d2f718bd,8.739,bit-hybrid of two verified exact Verilog sources
ex282,ex282_unknown_bit_hybrid_primary_7_8_9_10_11_12_13,unknown_bit_hybrid,primary_7_8_9_10_11_12_13,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/verilog/ex282_unknown_bit_hybrid_primary_7_8_9_10_11_12_13.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/aigs/ex282_unknown_bit_hybrid_primary_7_8_9_10_11_12_13.aig,1,1,1,3027,18,54486,2704,20.150148,0,0,structural_exact,primary_bits=7:8:9:10:11:12:13; secondary_bits=0:1:2:3:4:5:6; hash=bf0edce0697b,8.531,bit-hybrid of two verified exact Verilog sources
ex282,ex282_unknown_bit_hybrid_primary_8_9_10_11_12_13,unknown_bit_hybrid,primary_8_9_10_11_12_13,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/verilog/ex282_unknown_bit_hybrid_primary_8_9_10_11_12_13.v,student/work/ex281_ex284_frontend_split_bdd_bit_hybrid_20260608_1608/ex282/aigs/ex282_unknown_bit_hybrid_primary_8_9_10_11_12_13.aig,1,1,1,2712,22,59664,2704,22.065089,0,0,structural_exact,primary_bits=8:9:10:11:12:13; secondary_bits=0:1:2:3:4:5:6:7; hash=94d366e9d15e,9.122,bit-hybrid of two verified exact Verilog sources
