case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex246,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_aig,fp8_e5m2fn_mul,semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_aig,student/work/ex246_ex247_frontend_magfactored_classid_20260608_2302/ex246/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_magfactored_classid_20260608_2302/ex246/aigs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_synth_preset_aig.aig,1,1,364,21,7644,2805,2.725134,0,0,semantic_exact,
ex247,ex247_semantic_div_bound_smallpat_classid_nested_den_synth_preset_aig,fp8_e5m2fn_div_low_over_high,semantic_div_bound_smallpat_classid_nested_den_synth_preset_aig,student/work/ex246_ex247_frontend_magfactored_classid_20260608_2302/ex247/verilog/ex247_semantic_div_bound_smallpat_classid_nested_den.v,student/work/ex246_ex247_frontend_magfactored_classid_20260608_2302/ex247/aigs/ex247_semantic_div_bound_smallpat_classid_nested_den_synth_preset_aig.aig,1,1,421,31,13051,2975,4.386891,0,0,semantic_exact,
