case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex286,ex286_primary_5_6_7_abc_g_aig,unknown_bit_hybrid,abc_g_aig,student/work/ex286_frontend_bit_hybrid_20260608_1548/ex286/verilog/ex286_unknown_bit_hybrid_primary_5_6_7.v,student/work/ex286_frontend_bit_hybrid_allrows_synthflow_20260608_1552/ex286/aigs/ex286_primary_5_6_7_abc_g_aig.aig,1,1,1,1811,14,25354,2376,10.670875,0,0,synthflow_exact,Yosys abc gate set aig,3.271,Yosys abc gate set aig
ex286,ex286_primary_5_6_abc_g_aig,unknown_bit_hybrid,abc_g_aig,student/work/ex286_frontend_bit_hybrid_20260608_1548/ex286/verilog/ex286_unknown_bit_hybrid_primary_5_6.v,student/work/ex286_frontend_bit_hybrid_allrows_synthflow_20260608_1552/ex286/aigs/ex286_primary_5_6_abc_g_aig.aig,1,1,1,1866,14,26124,2376,10.994949,0,0,synthflow_exact,Yosys abc gate set aig,3.082,Yosys abc gate set aig
ex286,ex286_primary_5_abc_g_aig,unknown_bit_hybrid,abc_g_aig,student/work/ex286_frontend_bit_hybrid_20260608_1548/ex286/verilog/ex286_unknown_bit_hybrid_primary_5.v,student/work/ex286_frontend_bit_hybrid_allrows_synthflow_20260608_1552/ex286/aigs/ex286_primary_5_abc_g_aig.aig,1,1,1,1888,13,24544,2376,10.329966,0,0,synthflow_exact,Yosys abc gate set aig,3.210,Yosys abc gate set aig
ex286,ex286_primary_6_7_abc_g_aig,unknown_bit_hybrid,abc_g_aig,student/work/ex286_frontend_bit_hybrid_20260608_1548/ex286/verilog/ex286_unknown_bit_hybrid_primary_6_7.v,student/work/ex286_frontend_bit_hybrid_allrows_synthflow_20260608_1552/ex286/aigs/ex286_primary_6_7_abc_g_aig.aig,1,1,1,1881,14,26334,2376,11.083333,0,0,synthflow_exact,Yosys abc gate set aig,3.429,Yosys abc gate set aig
ex286,ex286_primary_6_abc_g_aig,unknown_bit_hybrid,abc_g_aig,student/work/ex286_frontend_bit_hybrid_20260608_1548/ex286/verilog/ex286_unknown_bit_hybrid_primary_6.v,student/work/ex286_frontend_bit_hybrid_allrows_synthflow_20260608_1552/ex286/aigs/ex286_primary_6_abc_g_aig.aig,1,1,1,1873,13,24349,2376,10.247896,0,0,synthflow_exact,Yosys abc gate set aig,3.272,Yosys abc gate set aig
ex286,ex286_primary_7_abc_g_aig,unknown_bit_hybrid,abc_g_aig,student/work/ex286_frontend_bit_hybrid_20260608_1548/ex286/verilog/ex286_unknown_bit_hybrid_primary_7.v,student/work/ex286_frontend_bit_hybrid_allrows_synthflow_20260608_1552/ex286/aigs/ex286_primary_7_abc_g_aig.aig,1,1,1,1864,13,24232,2376,10.198653,0,0,synthflow_exact,Yosys abc gate set aig,3.535,Yosys abc gate set aig
