case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex224,ex224_fp16_log2_casez_sign_bits14_11_12_t8,fp16_log2,casez_sign_bits14_11_12_t8,student/work/ex224_frontend_fp16_bitlogic7_20260607_0018/ex224/verilog/ex224_fp16_log2_casez_sign_bits14_11_12_t8.v,student/work/ex224_frontend_fp16_bitlogic7_20260607_0018/ex224/aigs/ex224_fp16_log2_casez_sign_bits14_11_12_t8.aig,1,1,6273,21,131733,64708,2.035807,0,0,structural_exact,"per-output-bit run-cover hybrid; bits=14,12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=14; threshold=8; const_groups=63; range_groups=1; table_groups=0; range_items=2; table_items=0 | bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0 | bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0"
