case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla4_abc_lut3_to_aig.aig,1,1,1,289,29,8381,2076,4.037091,0,0,0.446,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=abc_lut3_to_aig
ex273,ex273_square_wallace_square_outside_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_abc_lut5_to_aig.aig,1,1,1,1793,73,130889,15078,8.680793,0,0,1.023,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=abc_lut5_to_aig
ex273,ex273_square_wallace_square_outside_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_abc_lut3_to_aig.aig,1,1,1,1101,63,69363,15078,4.600279,0,0,0.977,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=abc_lut3_to_aig
ex273,ex273_square_wallace_square_outside_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_abc_lut4_to_aig.aig,1,1,1,1412,60,84720,15078,5.618782,0,0,0.987,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=abc_lut4_to_aig
ex273,ex273_square_wallace_square_outside_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_abc_lut5_to_aig.aig,1,1,1,1759,68,119612,15078,7.932882,0,0,1.048,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=abc_lut5_to_aig
ex273,ex273_square_wallace_square_outside_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_abc_lut3_to_aig.aig,1,1,1,1098,70,76860,15078,5.097493,0,0,0.888,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=abc_lut3_to_aig
ex273,ex273_square_wallace_square_outside_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_abc_lut4_to_aig.aig,1,1,1,1419,66,93654,15078,6.211301,0,0,0.919,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=abc_lut4_to_aig
ex273,ex273_square_wallace_square_outside_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_abc_lut5_to_aig.aig,1,1,1,1722,69,118818,15078,7.880223,0,0,0.956,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside; flow=abc_lut5_to_aig
ex273,ex273_square_wallace_square_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_hcla4_abc_lut3_to_aig.aig,1,1,1,1150,58,66700,15078,4.423664,0,0,1.028,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_hcla4; flow=abc_lut3_to_aig
ex273,ex273_square_wallace_square_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_hcla4_abc_lut4_to_aig.aig,1,1,1,1510,60,90600,15078,6.008754,0,0,1.027,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_hcla4; flow=abc_lut4_to_aig
ex273,ex273_square_wallace_square_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_hcla4_abc_lut5_to_aig.aig,1,1,1,1866,72,134352,15078,8.910466,0,0,1.066,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_hcla4; flow=abc_lut5_to_aig
ex273,ex273_square_wallace_square_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_hcla6_abc_lut3_to_aig.aig,1,1,1,1154,62,71548,15078,4.745192,0,0,0.952,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_hcla6; flow=abc_lut3_to_aig
ex273,ex273_square_wallace_square_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_hcla6_abc_lut4_to_aig.aig,1,1,1,1532,66,101112,15078,6.705929,0,0,1.026,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_hcla6; flow=abc_lut4_to_aig
ex273,ex273_square_wallace_square_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/verilog/ex273_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex273/aigs/ex273_square_wallace_square_hcla6_abc_lut5_to_aig.aig,1,1,1,1924,66,126984,15078,8.421807,0,0,1.079,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_hcla6; flow=abc_lut5_to_aig
ex274,ex274_square_wallace_square_outside_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_abc_lut3_to_aig.aig,1,1,1,1494,72,107568,21630,4.973093,0,0,3.831,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=abc_lut3_to_aig
ex274,ex274_square_wallace_square_outside_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_abc_lut4_to_aig.aig,1,1,1,1918,67,128506,21630,5.941100,0,0,3.886,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=abc_lut4_to_aig
ex274,ex274_square_wallace_square_outside_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_abc_lut5_to_aig.aig,1,1,1,2437,83,202271,21630,9.351410,0,0,4.006,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=abc_lut5_to_aig
ex274,ex274_square_wallace_square_outside_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_abc_lut3_to_aig.aig,1,1,1,1480,71,105080,21630,4.858067,0,0,3.868,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=abc_lut3_to_aig
ex274,ex274_square_wallace_square_outside_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_abc_lut4_to_aig.aig,1,1,1,1929,64,123456,21630,5.707628,0,0,3.903,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=abc_lut4_to_aig
ex274,ex274_square_wallace_square_outside_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_abc_lut5_to_aig.aig,1,1,1,2344,76,178144,21630,8.235969,0,0,4.012,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=abc_lut5_to_aig
ex274,ex274_square_wallace_square_outside_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_abc_lut3_to_aig.aig,1,1,1,1469,85,124865,21630,5.772769,0,0,3.648,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=abc_lut3_to_aig
ex274,ex274_square_wallace_square_outside_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_abc_lut4_to_aig.aig,1,1,1,1929,82,158178,21630,7.312899,0,0,3.654,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=abc_lut4_to_aig
ex274,ex274_square_wallace_square_outside_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_outside+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_abc_lut5_to_aig.aig,1,1,1,2395,84,201180,21630,9.300971,0,0,3.717,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=abc_lut5_to_aig
ex274,ex274_square_wallace_square_hcla4_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_hcla4_abc_lut3_to_aig.aig,1,1,1,1534,67,102778,21630,4.751641,0,0,4.901,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_hcla4; flow=abc_lut3_to_aig
ex274,ex274_square_wallace_square_hcla4_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_hcla4_abc_lut4_to_aig.aig,1,1,1,2050,71,145550,21630,6.729080,0,0,5.377,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_hcla4; flow=abc_lut4_to_aig
ex274,ex274_square_wallace_square_hcla4_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla4+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_hcla4.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_hcla4_abc_lut5_to_aig.aig,1,1,1,2566,81,207846,21630,9.609154,0,0,5.696,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_hcla4; flow=abc_lut5_to_aig
ex274,ex274_square_wallace_square_hcla6_abc_lut3_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut3_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_hcla6_abc_lut3_to_aig.aig,1,1,1,1504,74,111296,21630,5.145446,0,0,4.149,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_hcla6; flow=abc_lut3_to_aig
ex274,ex274_square_wallace_square_hcla6_abc_lut4_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut4_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_hcla6_abc_lut4_to_aig.aig,1,1,1,2012,69,138828,21630,6.418308,0,0,3.991,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_hcla6; flow=abc_lut4_to_aig
ex274,ex274_square_wallace_square_hcla6_abc_lut5_to_aig,unsigned_square_x_times_x,wallace_square_hcla6+abc_lut5_to_aig,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_hcla6.v,student/work/ex270_ex274_square_lutflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_hcla6_abc_lut5_to_aig.aig,1,1,1,2445,82,200490,21630,9.269071,0,0,4.061,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_hcla6; flow=abc_lut5_to_aig
