case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex258,ex258_umul_balanced_rows_default,unsigned low7_high7:a*b,balanced_rows+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_balanced_rows_default.aig,1,1,1,320,32,10240,6289,1.628240,0,0,0.483,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=default
ex258,ex258_umul_balanced_rows_abc_g_aig,unsigned low7_high7:a*b,balanced_rows+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_balanced_rows_abc_g_aig.aig,1,1,1,320,32,10240,6289,1.628240,0,0,0.493,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=abc_g_aig
ex258,ex258_umul_balanced_rows_synth_preset,unsigned low7_high7:a*b,balanced_rows+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_balanced_rows_synth_preset.aig,1,1,1,338,33,11154,6289,1.773573,0,0,0.536,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=synth_preset
ex258,ex258_umul_csa_vector_default,unsigned low7_high7:a*b,csa_vector+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_csa_vector_default.aig,1,1,1,459,29,13311,6289,2.116553,0,0,0.475,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=default
ex258,ex258_umul_csa_vector_abc_g_aig,unsigned low7_high7:a*b,csa_vector+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_csa_vector_abc_g_aig.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.476,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig
ex258,ex258_umul_csa_vector_synth_preset,unsigned low7_high7:a*b,csa_vector+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_csa_vector_synth_preset.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.575,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset
ex258,ex258_umul_column_carry_default,unsigned low7_high7:a*b,column_carry+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_column_carry_default.aig,1,1,1,382,113,43166,6289,6.863730,0,0,0.579,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=default
ex258,ex258_umul_column_carry_abc_g_aig,unsigned low7_high7:a*b,column_carry+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_column_carry_abc_g_aig.aig,1,1,1,370,113,41810,6289,6.648116,0,0,0.585,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=abc_g_aig
ex258,ex258_umul_column_carry_synth_preset,unsigned low7_high7:a*b,column_carry+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_column_carry_synth_preset.aig,1,1,1,323,112,36176,6289,5.752266,0,0,0.625,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=synth_preset
ex258,ex258_umul_split_half_default,unsigned low7_high7:a*b,split_half+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_split_half.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_split_half_default.aig,1,1,1,337,30,10110,6289,1.607569,0,0,0.479,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=default
ex258,ex258_umul_split_half_abc_g_aig,unsigned low7_high7:a*b,split_half+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_split_half.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_split_half_abc_g_aig.aig,1,1,1,337,30,10110,6289,1.607569,0,0,0.482,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=abc_g_aig
ex258,ex258_umul_split_half_synth_preset,unsigned low7_high7:a*b,split_half+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_split_half.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_split_half_synth_preset.aig,1,1,1,361,31,11191,6289,1.779456,0,0,0.520,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=synth_preset
ex258,ex258_umul_sorted_operands_default,unsigned low7_high7:a*b,sorted_operands+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_sorted_operands_default.aig,1,1,1,425,45,19125,6289,3.041024,0,0,0.508,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=default
ex258,ex258_umul_sorted_operands_abc_g_aig,unsigned low7_high7:a*b,sorted_operands+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_sorted_operands_abc_g_aig.aig,1,1,1,420,45,18900,6289,3.005247,0,0,0.536,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=abc_g_aig
ex258,ex258_umul_sorted_operands_synth_preset,unsigned low7_high7:a*b,sorted_operands+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/verilog/ex258_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex258/aigs/ex258_umul_sorted_operands_synth_preset.aig,1,1,1,416,44,18304,6289,2.910479,0,0,0.581,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=synth_preset
ex259,ex259_umul_balanced_rows_default,unsigned low8_high8:a*b,balanced_rows+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_balanced_rows_default.aig,1,1,1,445,35,15575,10000,1.557500,0,0,2.012,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=default
ex259,ex259_umul_balanced_rows_abc_g_aig,unsigned low8_high8:a*b,balanced_rows+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_balanced_rows_abc_g_aig.aig,1,1,1,433,35,15155,10000,1.515500,0,0,2.021,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=abc_g_aig
ex259,ex259_umul_balanced_rows_synth_preset,unsigned low8_high8:a*b,balanced_rows+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_balanced_rows_synth_preset.aig,1,1,1,449,35,15715,10000,1.571500,0,0,2.069,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=balanced_rows; flow=synth_preset
ex259,ex259_umul_csa_vector_default,unsigned low8_high8:a*b,csa_vector+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_csa_vector_default.aig,1,1,1,651,34,22134,10000,2.213400,0,0,2.014,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=default
ex259,ex259_umul_csa_vector_abc_g_aig,unsigned low8_high8:a*b,csa_vector+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_csa_vector_abc_g_aig.aig,1,1,1,475,34,16150,10000,1.615000,0,0,2.022,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig
ex259,ex259_umul_csa_vector_synth_preset,unsigned low8_high8:a*b,csa_vector+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_csa_vector_synth_preset.aig,1,1,1,469,32,15008,10000,1.500800,0,0,2.141,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset
ex259,ex259_umul_column_carry_default,unsigned low8_high8:a*b,column_carry+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_column_carry_default.aig,1,1,1,532,149,79268,10000,7.926800,0,0,2.273,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=default
ex259,ex259_umul_column_carry_abc_g_aig,unsigned low8_high8:a*b,column_carry+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_column_carry_abc_g_aig.aig,1,1,1,509,148,75332,10000,7.533200,0,0,2.264,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=abc_g_aig
ex259,ex259_umul_column_carry_synth_preset,unsigned low8_high8:a*b,column_carry+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_column_carry_synth_preset.aig,1,1,1,436,147,64092,10000,6.409200,0,0,2.200,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=column_carry; flow=synth_preset
ex259,ex259_umul_split_half_default,unsigned low8_high8:a*b,split_half+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_split_half.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_split_half_default.aig,1,1,1,470,38,17860,10000,1.786000,0,0,2.003,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=default
ex259,ex259_umul_split_half_abc_g_aig,unsigned low8_high8:a*b,split_half+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_split_half.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_split_half_abc_g_aig.aig,1,1,1,470,38,17860,10000,1.786000,0,0,2.002,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=abc_g_aig
ex259,ex259_umul_split_half_synth_preset,unsigned low8_high8:a*b,split_half+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_split_half.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_split_half_synth_preset.aig,1,1,1,528,39,20592,10000,2.059200,0,0,2.072,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=split_half; flow=synth_preset
ex259,ex259_umul_karatsuba_even_default,unsigned low8_high8:a*b,karatsuba_even+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_karatsuba_even_default.aig,1,1,1,574,50,28700,10000,2.870000,0,0,2.222,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=default
ex259,ex259_umul_karatsuba_even_abc_g_aig,unsigned low8_high8:a*b,karatsuba_even+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_karatsuba_even_abc_g_aig.aig,1,1,1,567,50,28350,10000,2.835000,0,0,2.271,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=abc_g_aig
ex259,ex259_umul_karatsuba_even_synth_preset,unsigned low8_high8:a*b,karatsuba_even+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_karatsuba_even_synth_preset.aig,1,1,1,556,50,27800,10000,2.780000,0,0,2.255,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=karatsuba_even; flow=synth_preset
ex259,ex259_umul_sorted_operands_default,unsigned low8_high8:a*b,sorted_operands+default,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_sorted_operands_default.aig,1,1,1,551,47,25897,10000,2.589700,0,0,2.041,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=default
ex259,ex259_umul_sorted_operands_abc_g_aig,unsigned low8_high8:a*b,sorted_operands+abc_g_aig,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_sorted_operands_abc_g_aig.aig,1,1,1,546,47,25662,10000,2.566200,0,0,2.054,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=abc_g_aig
ex259,ex259_umul_sorted_operands_synth_preset,unsigned low8_high8:a*b,sorted_operands+synth_preset,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/verilog/ex259_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_struct_20260609_0020/ex259/aigs/ex259_umul_sorted_operands_synth_preset.aig,1,1,1,541,47,25427,10000,2.542700,0,0,2.097,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=sorted_operands; flow=synth_preset
