case,input_width,output_width,onehot_valid,token_order,preference_style,output_transform,row_matches,total_rows,bit_matches,total_bits,exact,onehot_slots,order_bits,first_mismatch
ex287,14,14,1,home,home_bidir_rev,identity,77,16384,125666,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,home_bidir_rev,reverse,7,16384,121684,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_bidir_rev,rotate_left1,26,16384,122830,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,home_bidir_rev,rotate_right1,4,16384,122890,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,pair_freq,identity,113,16384,124272,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,pair_freq,reverse,39,16384,123284,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_freq,rotate_left1,54,16384,122682,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_freq,rotate_right1,57,16384,123926,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,pair_freq_cw,identity,113,16384,124272,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,pair_freq_cw,reverse,39,16384,123284,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_freq_cw,rotate_left1,54,16384,122682,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_freq_cw,rotate_right1,57,16384,123926,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,pair_freq_ccw,identity,113,16384,124272,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,pair_freq_ccw,reverse,39,16384,123284,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_freq_ccw,rotate_left1,54,16384,122682,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_freq_ccw,rotate_right1,57,16384,123926,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,pair_first,identity,65,16384,125296,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,pair_first,reverse,9,16384,123582,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_first,rotate_left1,28,16384,123672,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_first,rotate_right1,4,16384,125182,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,pair_first_cw,identity,65,16384,125296,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,pair_first_cw,reverse,9,16384,123582,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_first_cw,rotate_left1,28,16384,123672,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_first_cw,rotate_right1,4,16384,125182,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home,pair_first_ccw,identity,65,16384,125296,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home,pair_first_ccw,reverse,9,16384,123582,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_first_ccw,rotate_left1,28,16384,123672,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home,pair_first_ccw,rotate_right1,4,16384,125182,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,8:9:11:10:3:12:0:2:6:7:13:4:5:1,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,home_bidir,identity,61,16384,124900,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,home_bidir,reverse,9,16384,122470,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_bidir,rotate_left1,34,16384,122862,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_bidir,rotate_right1,14,16384,124566,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,home_bidir_rev,identity,75,16384,125350,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,home_bidir_rev,reverse,12,16384,123554,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_bidir_rev,rotate_left1,28,16384,124334,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,home_bidir_rev,rotate_right1,9,16384,124844,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,pair_freq,identity,117,16384,123834,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,pair_freq,reverse,67,16384,123462,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_freq,rotate_left1,52,16384,122094,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_freq,rotate_right1,62,16384,123874,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,pair_freq_cw,identity,117,16384,123834,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,pair_freq_cw,reverse,67,16384,123462,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_freq_cw,rotate_left1,52,16384,122094,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_freq_cw,rotate_right1,62,16384,123874,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,pair_freq_ccw,identity,117,16384,123834,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,pair_freq_ccw,reverse,67,16384,123462,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_freq_ccw,rotate_left1,52,16384,122094,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_freq_ccw,rotate_right1,62,16384,123874,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,pair_first,identity,66,16384,123964,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,pair_first,reverse,9,16384,123416,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_first,rotate_left1,24,16384,124026,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_first,rotate_right1,4,16384,124028,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,pair_first_cw,identity,66,16384,123964,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,pair_first_cw,reverse,9,16384,123416,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_first_cw,rotate_left1,24,16384,124026,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_first_cw,rotate_right1,4,16384,124028,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,home_reverse,pair_first_ccw,identity,66,16384,123964,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,home_reverse,pair_first_ccw,reverse,9,16384,123416,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_first_ccw,rotate_left1,24,16384,124026,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,home_reverse,pair_first_ccw,rotate_right1,4,16384,124028,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,1:4:5:2:6:7:13:0:3:12:10:8:9:11,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,home_bidir,identity,64,16384,124186,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,home_bidir,reverse,5,16384,121886,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_bidir,rotate_left1,43,16384,123310,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_bidir,rotate_right1,20,16384,124202,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,home_bidir_rev,identity,74,16384,125634,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,home_bidir_rev,reverse,8,16384,122102,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_bidir_rev,rotate_left1,27,16384,123350,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,home_bidir_rev,rotate_right1,7,16384,123436,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,pair_freq,identity,104,16384,123438,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,pair_freq,reverse,73,16384,124018,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_freq,rotate_left1,73,16384,122320,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_freq,rotate_right1,66,16384,123052,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,pair_freq_cw,identity,104,16384,123438,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,pair_freq_cw,reverse,73,16384,124018,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_freq_cw,rotate_left1,73,16384,122320,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_freq_cw,rotate_right1,66,16384,123052,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,pair_freq_ccw,identity,104,16384,123438,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,pair_freq_ccw,reverse,73,16384,124018,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_freq_ccw,rotate_left1,73,16384,122320,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_freq_ccw,rotate_right1,66,16384,123052,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,pair_first,identity,65,16384,125530,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,pair_first,reverse,10,16384,123344,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_first,rotate_left1,21,16384,123918,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_first,rotate_right1,6,16384,125350,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,pair_first_cw,identity,65,16384,125530,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,pair_first_cw,reverse,10,16384,123344,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_first_cw,rotate_left1,21,16384,123918,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_first_cw,rotate_right1,6,16384,125350,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,center,pair_first_ccw,identity,65,16384,125530,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,center,pair_first_ccw,reverse,10,16384,123344,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_first_ccw,rotate_left1,21,16384,123918,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,center,pair_first_ccw,rotate_right1,6,16384,125350,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,6:7:5:8:4:9:3:10:2:11:1:12:0:13,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,home_cw,identity,63,16384,123600,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,home_cw,reverse,3,16384,121048,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_cw,rotate_left1,45,16384,122498,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_cw,rotate_right1,30,16384,123178,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,home_ccw,identity,82,16384,125720,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,home_ccw,reverse,12,16384,123704,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_ccw,rotate_left1,29,16384,124816,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_ccw,rotate_right1,19,16384,124712,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
ex287,14,14,1,outside,home_bidir,identity,61,16384,124900,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x3:pred=0x2040:exp=0xc
ex287,14,14,1,outside,home_bidir,reverse,9,16384,122470,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_bidir,rotate_left1,34,16384,122862,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x80:exp=0x40
ex287,14,14,1,outside,home_bidir,rotate_right1,14,16384,124566,229376,0,6:13:9:5:11:11:9:9:3:3:4:3:5:9,0:13:1:12:2:11:3:10:4:9:5:8:6:7,in=0x1:pred=0x20:exp=0x40
