case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex206,ex206_bf16_sin_odd_pos_fullword_h4,bf16_sin / sin / bf16_sin / sin,odd_pos_fullword_h4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h4.aig,1,1,26872,21,564312,539049,1.046866,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_odd_pos_fullword_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_odd_pos_fullword_h4.aig,positive-domain full word with odd sign flip hi_bits=4 items=32359
ex206,ex206_bf16_sin_split_sign_word_mixed_h5_h6special,bf16_sin / sin,split_sign_word_mixed_h5_h6special,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,1,1,26999,21,566979,539049,1.051813,1,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_split_sign_word_mixed_h5_h6special.aig,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=64772; archived_low_value_intermediate"
ex206,ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3,bf16_sin / sin,split_sign_sep_fields_e3_m4_s3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3.aig,1,1,28809,21,604989,539049,1.122327,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m4_s3.aig,split-sign separate fields exp_hi=3 mant_hi=4 sign_hi=3 items=94297; archived_low_value_intermediate
ex206,ex206_bf16_sin_hilo4_word_mode,bf16_sin / sin,hilo4_word_mode,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_hilo4_word_mode.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_hilo4_word_mode.aig,1,1,30037,21,630777,539049,1.170166,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_hilo4_word_mode.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_hilo4_word_mode.aig,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=64718; archived_low_value_intermediate
ex206,ex206_bf16_sin_default_in_excepts_h3,bf16_sin / sin,default_in_excepts_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_default_in_excepts_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_default_in_excepts_h3.aig,1,1,32779,21,688359,539049,1.276988,1,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/verilog/ex206_bf16_sin_default_in_excepts_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex206/aigs/ex206_bf16_sin_default_in_excepts_h3.aig,default expr in with exception hi_bits=3 items=33240; archived_low_value_intermediate
ex207,ex207_bf16_tan_odd_pos_fullword_expflip_h4,bf16_tan / tan / bf16_tan / tan,odd_pos_fullword_expflip_h4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_odd_pos_fullword_expflip_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_odd_pos_fullword_expflip_h4.aig,1,1,29873,21,627333,627817,0.999229,1,1,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_odd_pos_fullword_expflip_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_odd_pos_fullword_expflip_h4.aig,positive-domain full word with odd sign flip hi_bits=4 items=32509; sign flip simplified to exp!=255
ex207,ex207_bf16_tan_split_sign_word_mixed_h5_h6special,bf16_tan / tan,split_sign_word_mixed_h5_h6special,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,1,1,30193,21,634053,627817,1.009933,1,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_split_sign_word_mixed_h5_h6special.aig,"split-sign word mixed policy=h5_h6special choices={5: 506, 6: 2} items=65012; curated_active_seed"
ex207,ex207_bf16_tan_split_sign_sep_fields_e4_m4_s3,bf16_tan / tan,split_sign_sep_fields_e4_m4_s3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_split_sign_sep_fields_e4_m4_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_split_sign_sep_fields_e4_m4_s3.aig,1,1,30632,22,673904,627817,1.073408,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_split_sign_sep_fields_e4_m4_s3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_split_sign_sep_fields_e4_m4_s3.aig,split-sign separate fields exp_hi=4 mant_hi=4 sign_hi=3 items=106463; archived_low_value_intermediate
ex207,ex207_bf16_tan_delta_pair_first_hilo3,bf16_tan / tan,delta_pair_first_hilo3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_delta_pair_first_hilo3.aig,1,1,33784,22,743248,627817,1.183861,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_delta_pair_first_hilo3.aig,delta pair base_policy=first delta_mode=hilo3 items=32765; archived_low_value_intermediate
ex207,ex207_bf16_tan_default_in_excepts_h3,bf16_tan / tan,default_in_excepts_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_default_in_excepts_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_default_in_excepts_h3.aig,1,1,37888,21,795648,627817,1.267325,1,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/verilog/ex207_bf16_tan_default_in_excepts_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex207/aigs/ex207_bf16_tan_default_in_excepts_h3.aig,default expr in with exception hi_bits=3 items=33722; archived_low_value_intermediate
ex208,ex208_bf16_sinh_default_in_const_excepts_h4,bf16_sinh / sinh / bf16_sinh / sinh,default_in_const_excepts_h4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h4.aig,1,1,2167,15,32505,24505,1.326464,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h4.aig,default expr in with exception hi_bits=4 items=2706; curated_active_seed
ex208,ex208_bf16_sinh_legacy_split_sign_exp_mant_case,bf16_sinh / sinh,legacy_split_sign_exp_mant_case,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,1,1,2208,15,33120,24505,1.351561,1,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,legacy bf16_verilog_search split_sign_exp_mant_case; 34548; curated_active_seed
ex208,ex208_bf16_sinh_odd_pos_fields_e3_m3,bf16_sinh / sinh,odd_pos_fields_e3_m3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,1,1,2269,15,34035,24505,1.388900,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=17499; archived_low_value_intermediate
ex208,ex208_bf16_sinh_odd_pos_fullword_h4,bf16_sinh / sinh,odd_pos_fullword_h4,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_odd_pos_fullword_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_odd_pos_fullword_h4.aig,1,1,2325,15,34875,24505,1.423179,1,0,,,diverse_odd,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_odd_pos_fullword_h4.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_odd_pos_fullword_h4.aig,positive-domain full word with odd sign flip hi_bits=4 items=16968; archived_low_value_intermediate
ex208,ex208_bf16_sinh_delta_pair_first_hilo3,bf16_sinh / sinh,delta_pair_first_hilo3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_delta_pair_first_hilo3.aig,1,1,2072,17,35224,24505,1.437421,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/verilog/ex208_bf16_sinh_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex208/aigs/ex208_bf16_sinh_delta_pair_first_hilo3.aig,delta pair base_policy=first delta_mode=hilo3 items=17213; curated_active_seed
ex209,ex209_bf16_tanh_sign_exp_default_expr_casez,bf16_tanh / tanh / bf16_tanh / tanh,sign_exp_default_expr_casez,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_sign_exp_default_expr_casez.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_sign_exp_default_expr_casez.aig,1,1,756,13,9828,7320,1.342623,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_sign_exp_default_expr_casez.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_sign_exp_default_expr_casez.aig,range-compressed sign-exp default expression groups=3 exceptions=33680 items=33970; curated_active_seed
ex209,ex209_bf16_tanh_legacy_sign_exp_default_expr_case,bf16_tanh / tanh,legacy_sign_exp_default_expr_case,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,1,1,765,13,9945,7320,1.358607,1,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,"legacy bf16_verilog_search sign_exp_default_expr_case; groups=512; full_default_groups=246; exceptions=33680; defaults=abs_input:385,input:123,nan:2,sign_zero:2; curated_active_seed"
ex209,ex209_bf16_tanh_delta_pair_first_hilo3,bf16_tanh / tanh,delta_pair_first_hilo3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_delta_pair_first_hilo3.aig,1,1,731,15,10965,7320,1.497951,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_delta_pair_first_hilo3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_delta_pair_first_hilo3.aig,delta pair base_policy=first delta_mode=hilo3 items=16519; archived_low_value_intermediate
ex209,ex209_bf16_tanh_odd_pos_word_h3,bf16_tanh / tanh,odd_pos_word_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_odd_pos_word_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_odd_pos_word_h3.aig,1,1,878,13,11414,7320,1.559290,0,0,,,diverse_odd,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_odd_pos_word_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_odd_pos_word_h3.aig,positive-domain odd symmetry word hi_bits=3 items=16264; archived_low_value_intermediate
ex209,ex209_bf16_tanh_odd_pos_fields_e3_m3,bf16_tanh / tanh,odd_pos_fields_e3_m3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_odd_pos_fields_e3_m3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_odd_pos_fields_e3_m3.aig,1,1,839,14,11746,7320,1.604645,0,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/verilog/ex209_bf16_tanh_odd_pos_fields_e3_m3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex209/aigs/ex209_bf16_tanh_odd_pos_fields_e3_m3.aig,positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=16440; archived_low_value_intermediate
ex210,ex210_bf16_sigmoid_const_default_3f80_h3,bf16_sigmoid / sigmoid / bf16_sigmoid / sigmoid,const_default_3f80_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_3f80_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,1,1,2232,15,33480,27053,1.237571,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_3f80_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_3f80_h3.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h3f80 exceptions hi_bits=3 default_mode=mode items=1733
ex210,ex210_bf16_sigmoid_const_default_0000_h3,bf16_sigmoid / sigmoid,const_default_0000_h3,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,1,1,2246,15,33690,27053,1.245333,1,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h0000 exceptions hi_bits=3 default_mode=mode items=1732
ex210,ex210_bf16_sigmoid_const_default_3f00_h3_first,bf16_sigmoid / sigmoid,const_default_3f00_h3_first,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_3f00_h3_first.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_3f00_h3_first.aig,1,1,2248,15,33720,27053,1.246442,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_3f00_h3_first.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_3f00_h3_first.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h3f00 exceptions hi_bits=3 default_mode=first items=2143
ex210,ex210_bf16_sigmoid_sep_fields_e3_m3_s0,bf16_sigmoid / sigmoid,sep_fields_e3_m3_s0,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.aig,1,1,2257,15,33855,27053,1.251432,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_sep_fields_e3_m3_s0.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=2152
ex210,ex210_bf16_sigmoid_aggr_semantic_field_reassembly,bf16_sigmoid / sigmoid,aggr_semantic_field_reassembly,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.aig,1,1,2367,16,37872,27053,1.399919,1,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_aggr_semantic_field_reassembly.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; aggressive semantic BF16 RTL; items=65536; semantic model exact over 65536 inputs
ex211,ex211_bf16_reciprocal_hand_recip_formula_signmag_lut,bf16_reciprocal / reciprocal / bf16_reciprocal / reciprocal,hand_recip_formula_signmag_lut,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.aig,1,1,273,11,3003,2136,1.405899,1,0,run,,current_best,current_best,student/results/current_best_by_case.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_lut.aig,semantic model exact over 65536 inputs; hand semantic reciprocal: special cases + 128-entry mantissa LUT items=128; sign/magnitude output mux rewrite
ex211,ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields,bf16_reciprocal / reciprocal,aggr_semantic_positive_symmetry_fields,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,1,1,275,11,3025,2136,1.416199,1,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex211,ex211_bf16_reciprocal_hand_recip_formula_mant_lut,bf16_reciprocal / reciprocal,hand_recip_formula_mant_lut,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.aig,1,1,282,11,3102,2136,1.452247,1,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_mant_lut.aig,semantic model exact over 65536 inputs; hand semantic reciprocal: special cases + 128-entry mantissa LUT items=128
ex211,ex211_bf16_reciprocal_hand_recip_formula_signmag_add_lut,bf16_reciprocal / reciprocal,hand_recip_formula_signmag_add_lut,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_add_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_add_lut.aig,1,1,272,12,3264,2136,1.528090,0,0,,,top_adp,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_hand_recip_formula_signmag_add_lut.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_hand_recip_formula_signmag_add_lut.aig,semantic model exact over 65536 inputs; hand semantic reciprocal: special cases + 128-entry mantissa LUT items=128; sign/magnitude output mux rewrite; single subtract plus mant-zero increment
ex211,ex211_bf16_reciprocal_legacy_exp_mant_delta_pair,bf16_reciprocal / reciprocal,legacy_exp_mant_delta_pair,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.aig,1,1,318,11,3498,2136,1.637640,0,0,,,diverse_delta,seed,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.v,student/seeds/bf16/ex200_ex219_backend_start_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_legacy_exp_mant_delta_pair.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 32770
