case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_onehot_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_onehot_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_onehot_group.aig,1,1,1,12453,21,261513,8.415,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=6:7:5:8; inner_bits=0:1:2:3:4:9:10:11:12:13; classes=12; group_nodes=759:713:788:767:768:771:1357:1266:1375:1349:1352:1338; total_group_nodes=12603; anf_bits=; popcount_repair_bits=; hash=3ec214e2d01d",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_case_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_case_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_case_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k4_case_group.aig,1,1,1,12394,21,260274,8.787,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f00; mux_style=case; bdd_share=group; outer_bits=6:7:5:8; inner_bits=0:1:2:3:4:9:10:11:12:13; classes=12; group_nodes=759:713:788:767:768:771:1357:1266:1375:1349:1352:1338; total_group_nodes=12603; anf_bits=; popcount_repair_bits=; hash=1365c465edeb",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_onehot_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_onehot_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_onehot_group.aig,1,1,1,12155,20,243100,6.882,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=6:7:5:8:4; inner_bits=0:1:2:3:9:10:11:12:13; classes=16; group_nodes=403:399:408:708:723:710:424:365:425:417:416:729:616:728:712:694; total_group_nodes=8877; anf_bits=; popcount_repair_bits=; hash=d81924e80e49",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_case_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_case_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_case_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k5_case_group.aig,1,1,1,12315,21,258615,6.849,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f00; mux_style=case; bdd_share=group; outer_bits=6:7:5:8:4; inner_bits=0:1:2:3:9:10:11:12:13; classes=16; group_nodes=403:399:408:708:723:710:424:365:425:417:416:729:616:728:712:694; total_group_nodes=8877; anf_bits=; popcount_repair_bits=; hash=00480d478241",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_onehot_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_onehot_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_onehot_group.aig,1,1,1,12218,20,244360,6.862,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=6:7:5:8:4:9; inner_bits=0:1:2:3:10:11:12:13; classes=24; group_nodes=403:399:408:378:394:382:424:365:425:417:416:390:329:392:386:375:414:416:405:423:361:428:397:402; total_group_nodes=9529; anf_bits=; popcount_repair_bits=; hash=67b582968949",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_case_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_case_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_case_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f00_k6_case_group.aig,1,1,1,12144,20,242880,8.389,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f00; mux_style=case; bdd_share=group; outer_bits=6:7:5:8:4:9; inner_bits=0:1:2:3:10:11:12:13; classes=24; group_nodes=403:399:408:378:394:382:424:365:425:417:416:390:329:392:386:375:414:416:405:423:361:428:397:402; total_group_nodes=9529; anf_bits=; popcount_repair_bits=; hash=5d521ba761d8",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_onehot_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_onehot_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_onehot_group.aig,1,1,1,12624,22,277728,9.068,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=6:7:5:8; inner_bits=0:1:2:3:4:9:10:11:12:13; classes=12; group_nodes=1340:1257:1382:1374:1260:1351:1357:1266:1375:1383:1254:1342; total_group_nodes=15941; anf_bits=; popcount_repair_bits=; hash=07cb6276a82d",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_case_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_case_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_case_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k4_case_group.aig,1,1,1,12561,22,276342,8.740,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f10; mux_style=case; bdd_share=group; outer_bits=6:7:5:8; inner_bits=0:1:2:3:4:9:10:11:12:13; classes=12; group_nodes=1340:1257:1382:1374:1260:1351:1357:1266:1375:1383:1254:1342; total_group_nodes=15941; anf_bits=; popcount_repair_bits=; hash=4bdc47b54f73",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_onehot_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_onehot_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_onehot_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_onehot_group.aig,1,1,1,12300,20,246000,8.048,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=6:7:5:8:4; inner_bits=0:1:2:3:9:10:11:12:13; classes=16; group_nodes=695:715:714:723:620:731:708:723:710:729:616:728:718:705:712:694; total_group_nodes=11241; anf_bits=; popcount_repair_bits=; hash=e9d33b42243b",unknown symmetry cofactor class-onehot Verilog seed
ex287,ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_case_group,unknown_symmetry_cofactor_classonehot,bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_case_group,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/verilog/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_case_group.v,student/work/ex287_frontend_symcof_center_order_20260609_1156/ex287/aigs/ex287_unknown_symcof_bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13_f10_k5_case_group.aig,1,1,1,12280,21,257880,7.840,"pairs=4:5,6:7,8:9; order=bits_6_7_5_8_4_9_3_10_2_11_1_12_0_13; policy=f10; mux_style=case; bdd_share=group; outer_bits=6:7:5:8:4; inner_bits=0:1:2:3:9:10:11:12:13; classes=16; group_nodes=695:715:714:723:620:731:708:723:710:729:616:728:718:705:712:694; total_group_nodes=11241; anf_bits=; popcount_repair_bits=; hash=204e5dc6a8cc",unknown symmetry cofactor class-onehot Verilog seed
