case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex268,ex268_udiv_denom_lz_range_smallcase_abc_g_aig,1,408,58,23664,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex268/aigs/ex268_udiv_denom_lz_range_smallcase_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=abc_g_aig
ex268,ex268_udiv_denom_lz_range_smallcase_wreduce_abc_g_aig,1,408,58,23664,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex268/aigs/ex268_udiv_denom_lz_range_smallcase_wreduce_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=wreduce_abc_g_aig
ex268,ex268_udiv_denom_lz_range_smallcase_synth_preset,1,403,58,23374,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex268/aigs/ex268_udiv_denom_lz_range_smallcase_synth_preset.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=synth_preset
ex268,ex268_udiv_denom_lz_range_smallcase_synth_preset_d18,1,403,58,23374,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex268/aigs/ex268_udiv_denom_lz_range_smallcase_synth_preset_d18.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=synth_preset_d18
ex268,ex268_udiv_denom_lz_range_smallcase_synth_preset_d24,1,403,58,23374,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex268/aigs/ex268_udiv_denom_lz_range_smallcase_synth_preset_d24.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=synth_preset_d24
ex269,ex269_udiv_denom_lz_range_smallcase_abc_g_aig,1,836,75,62700,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex269/aigs/ex269_udiv_denom_lz_range_smallcase_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=abc_g_aig
ex269,ex269_udiv_denom_lz_range_smallcase_wreduce_abc_g_aig,1,836,75,62700,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex269/aigs/ex269_udiv_denom_lz_range_smallcase_wreduce_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=wreduce_abc_g_aig
ex269,ex269_udiv_denom_lz_range_smallcase_synth_preset,1,516,74,38184,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex269/aigs/ex269_udiv_denom_lz_range_smallcase_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=synth_preset
ex269,ex269_udiv_denom_lz_range_smallcase_synth_preset_d18,1,516,74,38184,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex269/aigs/ex269_udiv_denom_lz_range_smallcase_synth_preset_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=synth_preset_d18
ex269,ex269_udiv_denom_lz_range_smallcase_synth_preset_d24,1,516,74,38184,student/work/ex268_ex269_frontend_udiv_lz_smallcase_20260609_0925/ex269/aigs/ex269_udiv_denom_lz_range_smallcase_synth_preset_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_smallcase; flow=synth_preset_d24
