case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex265,ex265_udiv_bdd_b_msb_abc_g_aig,unsigned low4_high4:a/b dbz=max,bdd_b_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex265/verilog/ex265_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex265/aigs/ex265_udiv_bdd_b_msb_abc_g_aig.aig,1,1,1,66,8,528,322,1.639752,0,0,0.204,semantic_udiv_exact,unsigned low4_high4:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18.aig,1,1,1,872,18,15696,7446,2.107977,0,0,0.436,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24.aig,1,1,1,872,18,15696,7446,2.107977,0,0,0.440,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig,unsigned low7_high7:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig.aig,1,1,1,1141,19,21679,7446,2.911496,0,0,0.506,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_b_lsb_a_msb_synth_preset,unsigned low7_high7:a/b dbz=max,bdd_b_lsb_a_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_synth_preset.aig,1,1,1,1103,19,20957,7446,2.814531,0,0,0.687,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=synth_preset
ex268,ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18,unsigned low7_high7:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18.aig,1,1,1,1141,19,21679,7446,2.911496,0,0,0.505,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24,unsigned low7_high7:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/verilog/ex268_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24.aig,1,1,1,1141,19,21679,7446,2.911496,0,0,0.503,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_b_msb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_b_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_abc_g_aig.aig,1,1,1,2433,21,51093,11760,4.344643,0,0,0.925,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_b_msb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_b_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset.aig,1,1,1,2323,21,48783,11760,4.148214,0,0,1.243,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset
ex269,ex269_udiv_bdd_b_msb_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,bdd_b_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_abc_g_aig_d18.aig,1,1,1,2433,21,51093,11760,4.344643,0,0,0.919,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_b_msb_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,bdd_b_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_abc_g_aig_d24.aig,1,1,1,2433,21,51093,11760,4.344643,0,0,0.921,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig.aig,1,1,1,2965,26,77090,11760,6.555272,0,0,1.076,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig
ex269,ex269_udiv_bdd_b_msb_a_lsb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_b_msb_a_lsb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_synth_preset.aig,1,1,1,2632,26,68432,11760,5.819048,0,0,1.489,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=synth_preset
ex269,ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18.aig,1,1,1,2965,26,77090,11760,6.555272,0,0,1.088,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,bdd_b_msb_a_lsb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_msb_a_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24.aig,1,1,1,2965,26,77090,11760,6.555272,0,0,1.080,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_interleave_msb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_abc_g_aig.aig,1,1,1,1703,23,39169,11760,3.330697,0,0,0.738,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_interleave_msb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset.aig,1,1,1,1679,22,36938,11760,3.140986,0,0,1.032,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset
ex269,ex269_udiv_bdd_interleave_msb_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_abc_g_aig_d18.aig,1,1,1,1703,23,39169,11760,3.330697,0,0,0.734,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_interleave_msb_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_abc_g_aig_d24.aig,1,1,1,1703,23,39169,11760,3.330697,0,0,0.735,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_interleave_lsb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_interleave_lsb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_abc_g_aig.aig,1,1,1,3628,27,97956,11760,8.329592,0,0,1.233,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig
ex269,ex269_udiv_bdd_interleave_lsb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_interleave_lsb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_synth_preset.aig,1,1,1,3500,27,94500,11760,8.035714,0,0,1.738,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=synth_preset
ex269,ex269_udiv_bdd_interleave_lsb_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,bdd_interleave_lsb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_abc_g_aig_d18.aig,1,1,1,3628,27,97956,11760,8.329592,0,0,1.247,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_interleave_lsb_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,bdd_interleave_lsb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_lsb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_abc_g_aig_d24.aig,1,1,1,3628,27,97956,11760,8.329592,0,0,1.237,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig.aig,1,1,1,2049,22,45078,11760,3.833163,0,0,0.860,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_interleave_a_first_msb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_interleave_a_first_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_synth_preset.aig,1,1,1,1982,21,41622,11760,3.539286,0,0,1.193,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=synth_preset
ex269,ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18.aig,1,1,1,2049,22,45078,11760,3.833163,0,0,0.848,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,bdd_interleave_a_first_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_interleave_a_first_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24.aig,1,1,1,2049,22,45078,11760,3.833163,0,0,0.854,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig,unsigned low8_high8:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig.aig,1,1,1,2443,21,51303,11760,4.362500,0,0,0.979,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_b_lsb_a_msb_synth_preset,unsigned low8_high8:a/b dbz=max,bdd_b_lsb_a_msb+synth_preset,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_synth_preset.aig,1,1,1,2340,20,46800,11760,3.979592,0,0,1.310,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=synth_preset
ex269,ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18,unsigned low8_high8:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d18,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18.aig,1,1,1,2443,21,51303,11760,4.362500,0,0,0.967,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24,unsigned low8_high8:a/b dbz=max,bdd_b_lsb_a_msb+abc_g_aig_d24,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/verilog/ex269_udiv_bdd_b_lsb_a_msb.v,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24.aig,1,1,1,2443,21,51303,11760,4.362500,0,0,0.981,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d24
