case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex268,ex268_udiv_bdd_interleave_msb_abc_g_aig_d18,1,774,20,15480,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_msb_abc_g_aig_d18.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_interleave_msb_abc_g_aig_d24,1,774,20,15480,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_msb_abc_g_aig_d24.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_interleave_lsb_abc_g_aig,1,1482,25,37050,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig
ex268,ex268_udiv_bdd_interleave_lsb_synth_preset,1,1441,25,36025,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_synth_preset.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=synth_preset
ex268,ex268_udiv_bdd_interleave_lsb_abc_g_aig_d18,1,1482,25,37050,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_abc_g_aig_d18.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_interleave_lsb_abc_g_aig_d24,1,1482,25,37050,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_lsb_abc_g_aig_d24.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig,1,872,18,15696,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_interleave_a_first_msb_synth_preset,1,867,20,17340,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_synth_preset.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=synth_preset
ex268,ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18,1,872,18,15696,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24,1,872,18,15696,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d24
ex268,ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig,1,1141,19,21679,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig
ex268,ex268_udiv_bdd_b_lsb_a_msb_synth_preset,1,1103,19,20957,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_synth_preset.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=synth_preset
ex268,ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18,1,1141,19,21679,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d18
ex268,ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24,1,1141,19,21679,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex268/aigs/ex268_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24.aig,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_b_msb_abc_g_aig,1,2433,21,51093,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_b_msb_synth_preset,1,2323,21,48783,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset
ex269,ex269_udiv_bdd_b_msb_abc_g_aig_d18,1,2433,21,51093,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_abc_g_aig_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_b_msb_abc_g_aig_d24,1,2433,21,51093,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_abc_g_aig_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig,1,2965,26,77090,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig
ex269,ex269_udiv_bdd_b_msb_a_lsb_synth_preset,1,2632,26,68432,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=synth_preset
ex269,ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18,1,2965,26,77090,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24,1,2965,26,77090,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_msb_a_lsb_abc_g_aig_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb_a_lsb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_interleave_msb_abc_g_aig,1,1703,23,39169,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_interleave_msb_synth_preset,1,1679,22,36938,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset
ex269,ex269_udiv_bdd_interleave_msb_abc_g_aig_d18,1,1703,23,39169,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_abc_g_aig_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_interleave_msb_abc_g_aig_d24,1,1703,23,39169,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_msb_abc_g_aig_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_interleave_lsb_abc_g_aig,1,3628,27,97956,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig
ex269,ex269_udiv_bdd_interleave_lsb_synth_preset,1,3500,27,94500,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=synth_preset
ex269,ex269_udiv_bdd_interleave_lsb_abc_g_aig_d18,1,3628,27,97956,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_abc_g_aig_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_interleave_lsb_abc_g_aig_d24,1,3628,27,97956,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_lsb_abc_g_aig_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_lsb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig,1,2049,22,45078,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_interleave_a_first_msb_synth_preset,1,1982,21,41622,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=synth_preset
ex269,ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18,1,2049,22,45078,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24,1,2049,22,45078,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_interleave_a_first_msb_abc_g_aig_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_a_first_msb; flow=abc_g_aig_d24
ex269,ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig,1,2443,21,51303,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig
ex269,ex269_udiv_bdd_b_lsb_a_msb_synth_preset,1,2340,20,46800,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=synth_preset
ex269,ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18,1,2443,21,51303,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d18.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d18
ex269,ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24,1,2443,21,51303,student/work/ex265_ex269_frontend_udiv_bdd_orders_20260609_0805/ex269/aigs/ex269_udiv_bdd_b_lsb_a_msb_abc_g_aig_d24.aig,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_lsb_a_msb; flow=abc_g_aig_d24
