case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla2_abc_g_aig,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,1,92,14,1288,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,92,14,1288,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,92,14,1288,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla5_abc_g_aig,1,89,15,1335,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla5_wreduce_abc_g_aig,1,89,16,1424,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d9,1,89,15,1335,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d13,1,89,15,1335,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d18,1,89,15,1335,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla6_abc_g_aig,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d9,1,89,16,1424,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,1,89,16,1424,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,1,89,16,1424,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_abc_g_aig,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d9,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d13,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d18,1,91,14,1274,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,1,88,14,1232,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,88,14,1232,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d9,1,88,14,1232,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,88,14,1232,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,88,14,1232,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_outside_abc_g_aig,1,90,14,1260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,90,14,1260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d9,1,92,14,1288,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d9.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13,1,92,14,1288,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18,1,92,14,1288,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla2_abc_g_aig,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla2_wreduce_abc_g_aig,1,161,19,3059,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla2_synth_preset_d9,1,166,19,3154,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla2_synth_preset_d13,1,166,19,3154,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla2_synth_preset_d18,1,166,19,3154,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla3_abc_g_aig,1,161,19,3059,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla3_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla3_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla3_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla3_synth_preset_d9,1,161,19,3059,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla3_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla3; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla3_synth_preset_d13,1,161,19,3059,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla3_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla3; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla3_synth_preset_d18,1,161,19,3059,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla3_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla3; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla5_abc_g_aig,1,166,18,2988,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla5_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla5; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla5_wreduce_abc_g_aig,1,166,19,3154,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla5_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla5; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla5_synth_preset_d9,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla5_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla5_synth_preset_d13,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla5_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla5_synth_preset_d18,1,164,18,2952,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla5_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla6_abc_g_aig,1,156,21,3276,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,1,156,21,3276,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d9,1,156,22,3432,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,1,156,22,3432,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,1,156,22,3432,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_abc_g_aig,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d9,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d13,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_synth_preset_d18,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_abc_g_aig,1,161,20,3220,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,161,20,3220,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d9,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18,1,163,20,3260,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_outside_abc_g_aig,1,159,20,3180,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,1,159,20,3180,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
