case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla2+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla2+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.223,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla2_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla2+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_synth_preset_d9.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.252,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla2+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_synth_preset_d13.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.250,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla2_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla2+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_synth_preset_d18.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.319,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla3_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla3+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla3.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla3_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla3; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla3_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla3+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla3.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla3_wreduce_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.209,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla3; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla3_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla3+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla3.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla3_synth_preset_d9.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.269,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla3; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla3_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla3+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla3.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla3_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.260,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla3; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla3_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla3+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla3.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla3_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.250,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla3; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
