case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_hcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla2+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla2_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.284,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.251,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.250,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla5_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla5+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla5.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_abc_g_aig.aig,1,1,1,89,15,1335,657,2.031963,0,0,0.193,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla5_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla5+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla5.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_wreduce_abc_g_aig.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.221,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla5+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla5.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d9.aig,1,1,1,89,15,1335,657,2.031963,0,0,0.241,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla5+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla5.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d13.aig,1,1,1,89,15,1335,657,2.031963,0,0,0.234,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla5+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla5.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla5_synth_preset_d18.aig,1,1,1,89,15,1335,657,2.031963,0,0,0.233,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla5; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla6_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla6+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla6+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla6+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d9.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.232,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla6+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d13.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.234,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla6+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla6.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla6_synth_preset_d18.aig,1,1,1,89,16,1424,657,2.167428,0,0,0.232,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla6; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.197,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d9.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.247,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d13.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.243,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_synth_preset_d18.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.240,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.199,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d9.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.267,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.265,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d18.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.265,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_outside_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_abc_g_aig.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.193,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_wreduce_abc_g_aig.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.196,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_outside+synth_preset_d9,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d9.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.246,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside+synth_preset_d13,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.239,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_outside+synth_preset_d18,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.258,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla2_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla2+abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.250,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla2_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_hcla2+wreduce_abc_g_aig,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla2.v,student/work/ex260_ex261_frontend_smul_baugh_hcla_small_20260609_0330/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla2_wreduce_abc_g_aig.aig,1,1,1,161,19,3059,2041,1.498775,1,0,0.286,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla2; flow=wreduce_abc_g_aig
